endpoint	stratum	holdout	selected_model	model_name	feature	weight	weight_type	state	direction	training_abs_correlation	direction_stability	state_prior_seed	state_candidate_score	generation	best_AUROC	best_AUPRC	best_ECE	backend	source_state	target_state	gene_a	gene_b	edge_class
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	CXCL9	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	CXCR4	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	CYP3A7-CYP3AP1	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	DDOST,PINK1-AS	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	DHRS13,FLOT2	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	E2F3P1	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	ENSAP1	-1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	EPPIN,EPPIN-WFDC6,WFDC6	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	ESRRAP1	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	FAM84A,LOC653602	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	FAP	-1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	FASTKD5,UBOX5	-1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	FCMR	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	FDPSP3	1.0	word_response_direction																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_no_interaction	EcoNiche-Opt-HeuristicEcology	FN1	-1.0	word_response_direction																
