AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	stratum	evaluation	cohort	model_name	n_samples	n_responders	n_nonresponders	selected_model	threshold	inner_mean_AUROC	inner_mean_AUPRC	inner_mean_balanced_accuracy	selection_score	train_cohorts
0.4666666666666667	0.36912729593392457	0.4025641025641026	0.2857142857142857	-0.1826374368973496	0.2553191489361702	0.6	0.20512820512820512	0.16216216216216217	0.6666666666666666	0.36718366973893446	0.47202491824025844	0.06247523066219559	-1.389732255696912	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-HeuristicEcology	49	10	39	word_no_interaction	0.4484212422333184	0.8929721594195278	0.9087388304351135	0.6801948051948052	0.9165920775420068	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.5333333333333332	0.3040072722198023	0.5692307692307692	0.5510204081632653	0.11163126113028761	0.35294117647058826	0.6	0.5384615384615384	0.25	0.84	0.3138184636140528	0.3511914798204553	0.15017830056834844	-1.377127490442443	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-WordFullGraph	49	10	39	word_full_graph	0.5319784775700949	0.555124334729598	0.616920689792901	0.5809004591899328	0.6733664433886104	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.4666666666666667	0.36912729593392457	0.4025641025641026	0.2857142857142857	-0.1826374368973496	0.2553191489361702	0.6	0.20512820512820512	0.16216216216216217	0.6666666666666666	0.36718366973893446	0.47202491824025844	0.06247523066219559	-1.389732255696912	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-WordNoInteraction	49	10	39	word_no_interaction	0.4484212422333184	0.8929721594195278	0.9087388304351135	0.6801948051948052	0.9165920775420068	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.5051282051282051	0.2399423546573114	0.5038461538461538	0.3877551020408163	0.006726727939963125	0.3181818181818182	0.7	0.3076923076923077	0.20588235294117646	0.8	0.2979669895967874	0.34912804285880633	0.0809064507055909	-1.344873270041437	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-WordUnsignedGraph	49	10	39	word_unsigned_graph	0.3722890065147629	0.6154342733290102	0.6258523541879101	0.5647893772893773	0.7194511892613984	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.40769230769230763	0.1895829022518367	0.47820512820512817	0.3469387755102041	-0.0397918097332813	0.30434782608695654	0.7	0.2564102564102564	0.19444444444444445	0.7692307692307693	0.34595144870957767	0.3551947306009352	-0.1711667331707841	-1.3949857592885038	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-WordNoBioObjective	49	10	39	word_no_bio_objective	0.2930981390549186	0.7445416425679583	0.7365515499008177	0.5565991026517342	0.7230503213352099	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.22527472527472522	0.435786171390175	0.1813186813186813	0.18518518518518517	-0.6481357265881276	0.26666666666666666	0.2857142857142857	0.07692307692307693	0.25	0.09090909090909091	0.415227064164475	0.49384233517144677	-0.6504847378544445	0.0951793519350394	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-HeuristicEcology	27	14	13	word_unsigned_graph	0.4652859001834362	0.7835326953748006	0.7328618111785881	0.6396045474992843	0.898150500721663	GSE91061,GSE145996,PRJEB23709_PD1_PRE
0.5659340659340659	0.5568298592366916	0.5961538461538461	0.5925925925925926	0.19555819336710745	0.56	0.5	0.6923076923076923	0.6363636363636364	0.5625	0.3269447193806452	0.344370808375967	-0.020515628060208832	0.07975967887212568	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-WordFullGraph	27	14	13	word_full_graph	0.49426416344859353	0.7191183085919928	0.6556856301348358	0.6258874166768903	0.8195462977281548	GSE91061,GSE145996,PRJEB23709_PD1_PRE
0.4835164835164836	0.5573662587226709	0.4862637362637363	0.48148148148148145	-0.02842561369430512	0.4166666666666667	0.35714285714285715	0.6153846153846154	0.5	0.47058823529411764	0.2936681986345686	0.1985511326620669	-0.03848404017180965	0.07406039504904172	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-WordNoInteraction	27	14	13	word_no_interaction	0.5133267377214732	0.7034254488201857	0.6445129726802096	0.540491452991453	0.6550420866429221	GSE91061,GSE145996,PRJEB23709_PD1_PRE
0.22527472527472522	0.435786171390175	0.1813186813186813	0.18518518518518517	-0.6481357265881276	0.26666666666666666	0.2857142857142857	0.07692307692307693	0.25	0.09090909090909091	0.415227064164475	0.49384233517144677	-0.6504847378544445	0.0951793519350394	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-WordUnsignedGraph	27	14	13	word_unsigned_graph	0.4652859001834362	0.7835326953748006	0.7328618111785881	0.6396045474992843	0.898150500721663	GSE91061,GSE145996,PRJEB23709_PD1_PRE
0.510989010989011	0.5069539529098352	0.5192307692307692	0.5185185185185185	0.038461538461538464	0.5185185185185185	0.5	0.5384615384615384	0.5384615384615384	0.5	0.37723443469033957	0.353228206141297	-0.07707458265433484	0.09942840466743821	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-WordNoBioObjective	27	14	13	word_no_bio_objective	0.4598066040537247	0.6078344170449435	0.5858772383998042	0.5935764527869791	0.5461753602648877	GSE91061,GSE145996,PRJEB23709_PD1_PRE
