endpoint	stratum	edge_model	baseline_model	n_samples	edge_AUROC	baseline_AUROC	delta_AUROC	edge_AUPRC	baseline_AUPRC	delta_AUPRC	edge_ECE	baseline_ECE	delta_ECE	edge_fold_AUROC_sd	baseline_fold_AUROC_sd	delta_fold_AUROC_sd	claim_level
strict_recist	strict_pd1_like_external	EcoNiche-Opt-InteractionEdgeLogistic	EcoNiche-Opt-ModulePriorComposite	116	0.5416666666666666	0.5720238095238095	-0.03035714285714286	0.5034800058140126	0.6000201924512661	-0.0965401866372535	0.0648241281922596	0.25598480234532767	-0.19116067415306806	0.016856060606060597	0.001136363636363602	0.015719696969696995	interaction_edge_calibration_tradeoff
