AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	stratum	model_name	n_samples	n_cohorts	n_responders	n_nonresponders	response_prevalence
0.5416666666666666	0.5034800058140126	0.525	0.5258620689655172	0.050037243953022705	0.5045045045045045	0.5	0.55	0.509090909090909	0.5409836065573771	0.2535503526191397	0.0648241281922596	0.32939375896426365	-0.05636017135596407	strict_recist	strict_pd1_like_external	EcoNiche-Opt-InteractionEdgeLogistic	116	2	56	60	0.4827586206896552
0.5720238095238095	0.6000201924512661	0.530952380952381	0.5344827586206896	0.06323619942779275	0.47058823529411764	0.42857142857142855	0.6333333333333333	0.5217391304347826	0.5428571428571428	0.31717111343374943	0.25598480234532767	0.15823221384540517	-0.06817698701126779	strict_recist	strict_pd1_like_external	EcoNiche-Opt-ModulePriorComposite	116	2	56	60	0.4827586206896552
