AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	stratum	cohort	model_name	selection_mode	selected_candidate	candidate_family	threshold	train_cohorts	n_samples	n_responders	n_nonresponders	bio_prior_cosine	bio_sign_agreement	bio_compactness_bonus	bio_objective_bonus	selection_boundary
0.5435897435897435	0.3568494363981667	0.5307692307692308	0.4897959183673469	0.04986383946711771	0.32432432432432434	0.6	0.46153846153846156	0.2222222222222222	0.8181818181818182	0.2716989468220239	0.30840947329465146	0.2955299380088846	-1.3787600953316492	primary_recist	melanoma_core_high_evidence	GSE91061	EcoNiche-Opt-BioObjectivePanelSearch	bio_objective	apm_cyto_resistance	response_resistance_axis	0.46293177202735614	GSE78220,PRJEB23709_PD1_PRE	49	10	39	0.6765560069081112	0.5714285714285714	1.0	0.09698162340979176	
0.5435897435897435	0.3568494363981667	0.5307692307692308	0.4897959183673469	0.04986383946711771	0.32432432432432434	0.6	0.46153846153846156	0.2222222222222222	0.8181818181818182	0.2716989468220239	0.30840947329465146	0.2955299380088846	-1.3787600953316492	primary_recist	melanoma_core_high_evidence	GSE91061	EcoNiche-Opt-NoBioObjectivePanelSearch	no_bio_objective	apm_cyto_resistance	response_resistance_axis	0.46293177202735614	GSE78220,PRJEB23709_PD1_PRE	49	10	39	0.6765560069081112	0.5714285714285714	1.0	0.09698162340979176	
0.6483516483516484	0.6310725135349196	0.6263736263736264	0.6296296296296297	0.2570193398539127	0.6666666666666666	0.7142857142857143	0.5384615384615384	0.625	0.6363636363636364	0.2596603442220278	0.2331239129251156	0.30958384249576754	0.11881724476457683	primary_recist	melanoma_core_high_evidence	GSE78220	EcoNiche-Opt-BioObjectivePanelSearch	bio_objective	bio_prior	prior	0.4257412706299258	GSE91061,PRJEB23709_PD1_PRE	27	14	13	0.9999999999999999	1.0	0.0	0.12	
0.554945054945055	0.5641764081450252	0.5604395604395604	0.5555555555555556	0.12507270025494252	0.5	0.42857142857142855	0.6923076923076923	0.6	0.5294117647058824	0.2731456968868058	0.14723661592444165	0.16332928793269627	0.09562600123423988	primary_recist	melanoma_core_high_evidence	GSE78220	EcoNiche-Opt-NoBioObjectivePanelSearch	no_bio_objective	drop_stromal_exclusion	single_module_drop	0.5635855648917983	GSE91061,PRJEB23709_PD1_PRE	27	14	13	0.9393364366277241	0.8571428571428571	0.0	0.10943262921593222	
0.8755980861244019	0.8331876911765292	0.7212918660287082	0.7317073170731707	0.46541211876427413	0.6666666666666666	0.5789473684210527	0.8636363636363636	0.7857142857142857	0.7037037037037037	0.20033360385468568	0.2227567898798019	4.54193687621108	-0.012613437393706763	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE	EcoNiche-Opt-BioObjectivePanelSearch	bio_objective	bio_prior	prior	0.5321556593934782	GSE91061,GSE78220	41	19	22	0.9999999999999999	1.0	0.0	0.12	
0.868421052631579	0.8153074642935325	0.7212918660287082	0.7317073170731707	0.46541211876427413	0.6666666666666666	0.5789473684210527	0.8636363636363636	0.7857142857142857	0.7037037037037037	0.19792301658948766	0.2146952761025379	3.9798252708811246	0.008298000531737348	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE	EcoNiche-Opt-NoBioObjectivePanelSearch	no_bio_objective	response_equal_resistance_negative	ecology_symmetric	0.5358224408656724	GSE91061,GSE78220	41	19	22	0.90748521297303	1.0	0.0	0.11259881703784241	
0.5435897435897435	0.3568494363981667	0.5423076923076923	0.4489795918367347	0.07073991553074502	0.34146341463414637	0.7	0.38461538461538464	0.22580645161290322	0.8333333333333334	0.2691985317405226	0.30541730731279604	0.3306209523588527	-1.3845123026146067	primary_recist	melanoma_recist_supported_primary	GSE91061	EcoNiche-Opt-BioObjectivePanelSearch	bio_objective	apm_cyto_resistance	response_resistance_axis	0.418105022157444	GSE78220,GSE145996,PRJEB23709_PD1_PRE	49	10	39	0.6765560069081112	0.5714285714285714	1.0	0.09698162340979176	
0.5435897435897435	0.3568494363981667	0.5423076923076923	0.4489795918367347	0.07073991553074502	0.34146341463414637	0.7	0.38461538461538464	0.22580645161290322	0.8333333333333334	0.2691985317405226	0.30541730731279604	0.3306209523588527	-1.3845123026146067	primary_recist	melanoma_recist_supported_primary	GSE91061	EcoNiche-Opt-NoBioObjectivePanelSearch	no_bio_objective	apm_cyto_resistance	response_resistance_axis	0.418105022157444	GSE78220,GSE145996,PRJEB23709_PD1_PRE	49	10	39	0.6765560069081112	0.5714285714285714	1.0	0.09698162340979176	
0.554945054945055	0.5641764081450252	0.554945054945055	0.5555555555555556	0.10989010989010989	0.5714285714285714	0.5714285714285714	0.5384615384615384	0.5714285714285714	0.5384615384615384	0.2670703056990644	0.15279500391942036	0.1868582601056037	0.08788293998050932	primary_recist	melanoma_recist_supported_primary	GSE78220	EcoNiche-Opt-BioObjectivePanelSearch	bio_objective	drop_stromal_exclusion	single_module_drop	0.5128925322313205	GSE91061,GSE145996,PRJEB23709_PD1_PRE	27	14	13	0.9393364366277241	0.8571428571428571	0.0	0.10943262921593222	
0.554945054945055	0.5641764081450252	0.554945054945055	0.5555555555555556	0.10989010989010989	0.5714285714285714	0.5714285714285714	0.5384615384615384	0.5714285714285714	0.5384615384615384	0.2670703056990644	0.15279500391942036	0.1868582601056037	0.08788293998050932	primary_recist	melanoma_recist_supported_primary	GSE78220	EcoNiche-Opt-NoBioObjectivePanelSearch	no_bio_objective	drop_stromal_exclusion	single_module_drop	0.5128925322313205	GSE91061,GSE145996,PRJEB23709_PD1_PRE	27	14	13	0.9393364366277241	0.8571428571428571	0.0	0.10943262921593222	
