AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	stratum	cohort	model_name	variant	calibration	threshold	train_cohorts	n_samples	n_responders	n_nonresponders
0.5384615384615384	0.565984566545712	0.489010989010989	0.48148148148148145	-0.024049303512194094	0.36363636363636365	0.2857142857142857	0.6923076923076923	0.5	0.47368421052631576	0.2691231741927825	0.21175355825033607	0.08057455020287546	0.07937675956691054	primary_recist	melanoma_recist_supported_primary	GSE78220	EcoNiche-Opt-NoResistanceModules	no_resistance_modules	training_only_platt	0.5637986765434543	GSE91061,GSE145996,PRJEB23709_PD1_PRE	27	14	13
0.6923076923076923	0.7638877934930566	0.6208791208791209	0.6296296296296297	0.27564680606792347	0.7058823529411765	0.8571428571428571	0.38461538461538464	0.6	0.7142857142857143	0.24542914007639322	0.15637051924462667	17.386201402752846	0.12300627891092099	primary_recist	melanoma_recist_supported_primary	GSE78220	EcoNiche-Opt-NoResponseModules	no_response_modules	training_only_platt	0.4918574079733333	GSE91061,GSE145996,PRJEB23709_PD1_PRE	27	14	13
0.467032967032967	0.5038309646063045	0.4807692307692308	0.48148148148148145	-0.038461538461538464	0.5	0.5	0.46153846153846156	0.5	0.46153846153846156	0.27730750032271567	0.15447210691528904	-0.39923767514615494	0.055058138620209224	primary_recist	melanoma_recist_supported_primary	GSE78220	EcoNiche-Opt-UnsignedStateDirection	unsigned_state_direction	training_only_platt	0.48706246699849365	GSE91061,GSE145996,PRJEB23709_PD1_PRE	27	14	13
0.48901098901098905	0.5346884525290098	0.5164835164835164	0.5185185185185185	0.033149677206589796	0.5517241379310345	0.5714285714285714	0.46153846153846156	0.5333333333333333	0.5	0.28135382594530506	0.18156775187342963	-0.14365719451881795	0.06613009056514114	primary_recist	melanoma_recist_supported_primary	GSE78220	IFNG_ModuleOnly	ifn_only	training_only_platt	0.4828379092834152	GSE91061,GSE145996,PRJEB23709_PD1_PRE	27	14	13
0.5384615384615384	0.5568185796381285	0.489010989010989	0.48148148148148145	-0.024049303512194094	0.36363636363636365	0.2857142857142857	0.6923076923076923	0.5	0.47368421052631576	0.26622686231075476	0.16580862139812363	0.12091287098692079	0.0819790933709027	primary_recist	melanoma_recist_supported_primary	GSE78220	ResponseModulesEqualWeight	response_modules_only_equal	training_only_platt	0.5552075125767858	GSE91061,GSE145996,PRJEB23709_PD1_PRE	27	14	13
0.5208333333333334	0.7016684704184704	0.35416666666666663	0.35714285714285715	-0.28867513459481287	0.4	0.375	0.3333333333333333	0.42857142857142855	0.2857142857142857	0.34260905290604876	0.4018903197022125	0.16905098599105375	0.30535128873521733	primary_recist	melanoma_recist_supported_primary	GSE145996	EcoNiche-Opt-AlignedPanelNoCalibration	full	raw_sigmoid	0.36866837649370504	GSE91061,GSE78220,PRJEB23709_PD1_PRE	14	8	6
0.5208333333333334	0.7016684704184704	0.35416666666666663	0.35714285714285715	-0.28867513459481287	0.4	0.375	0.3333333333333333	0.42857142857142855	0.2857142857142857	0.25805042011319107	0.3873430257322005	0.48552646870541344	0.33584408983784403	primary_recist	melanoma_recist_supported_primary	GSE145996	EcoNiche-Opt-AlignedPanelCalibrated	full	training_only_platt	0.43779227485571015	GSE91061,GSE78220,PRJEB23709_PD1_PRE	14	8	6
0.47916666666666663	0.6769501332001333	0.5	0.5	0.0	0.5333333333333333	0.5	0.5	0.5714285714285714	0.42857142857142855	0.25917263224185566	0.24825001211141862	0.3809727044309889	0.3111108903580975	primary_recist	melanoma_recist_supported_primary	GSE145996	EcoNiche-Opt-NoResistanceModules	no_resistance_modules	training_only_platt	0.4263646315022333	GSE91061,GSE78220,PRJEB23709_PD1_PRE	14	8	6
0.6666666666666666	0.6964285714285715	0.7083333333333333	0.7142857142857143	0.4166666666666667	0.75	0.75	0.6666666666666666	0.75	0.6666666666666666	0.24344283279493628	0.18690697149861113	3.9238731687617356	0.32283198571743743	primary_recist	melanoma_recist_supported_primary	GSE145996	EcoNiche-Opt-NoResponseModules	no_response_modules	training_only_platt	0.5009662017561572	GSE91061,GSE78220,PRJEB23709_PD1_PRE	14	8	6
0.49999999999999994	0.6915140415140415	0.5	0.5	0.0	0.5333333333333333	0.5	0.5	0.5714285714285714	0.42857142857142855	0.2575224168171798	0.12216668146130114	0.20954133838518407	0.2941197079950682	primary_recist	melanoma_recist_supported_primary	GSE145996	EcoNiche-Opt-UnsignedStateDirection	unsigned_state_direction	training_only_platt	0.49387102137642996	GSE91061,GSE78220,PRJEB23709_PD1_PRE	14	8	6
