AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	cohort	model_name	n_samples	n_responders	n_nonresponders
0.6666666666666666	0.8734126984126984	0.6666666666666667	0.75	0.3333333333333333	0.8333333333333334	0.8333333333333334	0.5	0.8333333333333334	0.5	0.20632318500566044	0.2237873901066874	0.22784317410215607	0.8456009547197672	GSE115821	EcoNiche-Opt	8	2	6
0.37962962962962965	0.5582086826572121	0.41666666666666663	0.38095238095238093	-0.19364916731037085	0.23529411764705882	0.16666666666666666	0.6666666666666666	0.4	0.375	0.3955500354458897	0.3781474411666663	-0.4172094662645824	-0.07753839404798968	GSE136961	EcoNiche-Opt	21	9	12
0.38888888888888884	0.5249611438756175	0.5	0.5714285714285714	0.0	0.7272727272727273	1.0	0.0	0.5714285714285714		0.3227014544220084	0.25127850996292406	-0.5928551864787104	1.1452702303829128	GSE168204	EcoNiche-Opt	21	9	12
0.5017361111111112	0.8272756460002284	0.4965277777777778	0.2159090909090909	-0.011570168908343722	0.1038961038961039	0.05555555555555555	0.9375	0.8	0.18072289156626506	0.5504567302759926	0.625316924103062	-0.08553780971298064	1.3647370374509555	GSE176307	EcoNiche-Opt	88	16	72
0.598901098901099	0.6414696770466002	0.5	0.48148148148148145	0.0	0.65	1.0	0.0	0.48148148148148145		0.38078384016768674	0.41136774723505315	0.5397820965700635	-1.06757572183709	GSE78220	EcoNiche-Opt	27	14	13
0.4255952380952381	0.726385266979838	0.46279761904761907	0.4032258064516129	-0.06440048622241523	0.4788732394366197	0.3541666666666667	0.5714285714285714	0.7391304347826086	0.20512820512820512	0.28925032478309626	0.33983675278288	-0.5849064818437272	1.2098441308923729	GSE91061	EcoNiche-Opt	62	14	48
