selection_id	candidate	prior	device	gpu_name	selection_boundary	primary_AUROC	primary_AUPRC	primary_balanced_accuracy	primary_min_fold_AUROC	strict_external_AUROC	strict_external_AUPRC	strict_external_balanced_accuracy	strict_external_ECE	cbio_liu_AUROC	cbio_liu_AUPRC	cbio_liu_balanced_accuracy	cbio_liu_ECE	cbio_family_mean_AUROC	cbio_delta_vs_family_mean	cbio_two_sided_fdr_q	cbio_claim_level
gpu_lipid_pair_primary_selected_rescue	0.80*base+0.20*(0.65*pct__PLA2G2D+0.35*rz__PIK3CD)	lipid_pi3k_pair	cuda	NVIDIA GeForce RTX 4070 Laptop GPU	pair_candidate_and_weights_selected_by_primary_lodo_only_lipid_pi3k_prior_no_external_labels	0.7881835323695788	0.6781221229220027	0.7418290383406663	0.6758241758241759	0.6988095238095239	0.7180288578516263	0.6202380952380953	0.07716176781305595	0.6717325227963525	0.6784603672493048	0.5917553191489362	0.05422270576029841	0.5645896656534954	0.10744547942428553	0.051	family_point_estimate_only
