endpoint	stratum	candidate	weight_base	component_method	component_gene	selection_boundary	n_samples	n_responders	n_nonresponders	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept
primary_recist	melanoma_core_high_evidence	0.80*base+0.20*pct__SCARF2	0.8	pct	SCARF2	selected_by_primary_lodo_only	117	43	74	0.8277812696417348	0.7047507757100973	0.7234443746071653	0.7606837606837606	0.4662508212182994	0.6216216216216216	0.5348837209302325	0.8918918918918919	0.7419354838709677	0.7674418604651163	0.1696287705869938	0.10773858159088376	0.5769384243451111	-0.2608421568612201
primary_recist	melanoma_core_high_evidence	0.50*base+0.50*z__SNORA65	0.5	z	SNORA65	selected_by_primary_lodo_only	117	43	74	0.825267127592709	0.7536554252556593	0.7872407291011942	0.7863247863247863	0.5668536559406668	0.7368421052631579	0.813953488372093	0.7702702702702703	0.6730769230769231	0.8769230769230769	0.1707080604888772	0.1219069792086453	1.2735848111660684	-0.5350578953414966
primary_recist	melanoma_core_high_evidence	0.65*base+0.35*pct__CGB8	0.65	pct	CGB8	selected_by_primary_lodo_only	117	43	74	0.8252671275927089	0.7108436052679372	0.7445003142677562	0.7948717948717948	0.5473239709460483	0.6923076923076923	0.627906976744186	0.8918918918918919	0.7714285714285715	0.8048780487804879	0.16904782719223288	0.1017969152460052	0.5533425554387954	-0.28540008998428384
primary_recist	melanoma_core_high_evidence	0.20*base+0.80*z__MIR613	0.2	z	MIR613	selected_by_primary_lodo_only	117	43	74	0.8246385920804526	0.7328248305651355	0.7129164047768699	0.6923076923076923	0.3011123932693389	0.3333333333333333	0.20930232558139536	0.972972972972973	0.8181818181818182	0.6792452830188679	0.19031055655451462	0.14897800708640918	1.0206167122564682	0.946513004960077
primary_recist	melanoma_core_high_evidence	0.35*base+0.65*pct__MIR613	0.35	pct	MIR613	selected_by_primary_lodo_only	117	43	74	0.824010056568196	0.7421353161991292	0.7283155248271527	0.7264957264957265	0.3811050113881145	0.5294117647058824	0.4186046511627907	0.9054054054054054	0.72	0.7282608695652174	0.16862755615677824	0.09515418032766054	1.0449767743525213	0.3069939433784878
primary_recist	melanoma_core_high_evidence	0.50*base+0.50*rz__SNORA65	0.5	rz	SNORA65	selected_by_primary_lodo_only	117	43	74	0.8230672532998115	0.7523891856382723	0.77561282212445	0.7777777777777778	0.5527615611641127	0.7291666666666666	0.813953488372093	0.7567567567567568	0.660377358490566	0.875	0.17145521919863585	0.10748377195606132	1.1503308746807734	-0.5453227174773424
primary_recist	melanoma_core_high_evidence	0.65*base+0.35*z__HBS1L	0.65	z	HBS1L	selected_by_primary_lodo_only	117	43	74	0.8227529855436831	0.715220499953132	0.7410433689503457	0.7008547008547008	0.35344734359231866	0.5882352941176471	0.5813953488372093	0.7702702702702703	0.5952380952380952	0.76	0.17148033492108336	0.13181785697034226	0.5932945424573012	-0.4331633715396088
primary_recist	melanoma_core_high_evidence	0.50*base+0.50*pct__CGB8	0.5	pct	CGB8	selected_by_primary_lodo_only	117	43	74	0.8221244500314269	0.7033251723854559	0.7399434318038969	0.7521367521367521	0.5033187277479696	0.7010309278350515	0.7906976744186046	0.7297297297297297	0.6296296296296297	0.8571428571428571	0.17720379400007172	0.09685617555654795	0.5576639674982273	-0.5093598551857693
primary_recist	melanoma_core_high_evidence	0.50*base+0.50*z__MIR613	0.5	z	MIR613	selected_by_primary_lodo_only	117	43	74	0.8218101822752986	0.7666043838970916	0.7445003142677562	0.7435897435897436	0.44027640158661946	0.5	0.3488372093023256	0.972972972972973	0.8823529411764706	0.72	0.1694420353677673	0.11545973291969103	1.6577695045863274	0.6097917530032041
primary_recist	melanoma_core_high_evidence	0.50*base+0.50*pct__SNORA65	0.5	pct	SNORA65	selected_by_primary_lodo_only	117	43	74	0.8218101822752986	0.7472241788143271	0.757228158390949	0.7692307692307693	0.5471765975188461	0.7272727272727273	0.8372093023255814	0.7297297297297297	0.6428571428571429	0.8852459016393442	0.1749435431419583	0.11234763721590621	1.2435224941664893	-0.5848346023994715
primary_recist	melanoma_core_high_evidence	0.80*base+0.20*pct__SLC6A12	0.8	pct	SLC6A12	selected_by_primary_lodo_only	117	43	74	0.8211816467630422	0.7186614062627453	0.7118164676304211	0.7521367521367521	0.46950782662323404	0.6666666666666666	0.6744186046511628	0.7972972972972973	0.6590909090909091	0.8082191780821918	0.17610828404756235	0.10618509178351775	1.3134656094462112	-0.32887840409234365
