method	gene	primary_AUROC	primary_AUPRC	primary_balanced_accuracy
z	MIR503HG	0.6698617221873036	0.5041754406547292	0.5931803896920176
rz	MIR138-1	0.6698617221873036	0.48530267654881626	0.6115650534255186
rz	IL2RB	0.6697045883092395	0.5742198285176134	0.5501257071024512
rz	WNT7B	0.6697045883092395	0.5195983535961659	0.5969516027655563
pct	SYNRG	0.6697045883092394	0.5777557904210605	0.5287554996857322
rz	WTAP	0.6697045883092394	0.53186023862593	0.6217787554996858
pct	SCML4	0.6697045883092394	0.5280588892328981	0.6363922061596481
z	ITGAL	0.6693903205531113	0.5602037272463093	0.6183218101822753
rz	SCARF2	0.6693903205531112	0.5747074976802342	0.5925518541797612
rz	XCL1	0.6693903205531112	0.5593216413367581	0.5406976744186047
rz	ERAP1	0.6693903205531112	0.530039654879969	0.6318353236957888
pct	FDCSP	0.6693903205531112	0.5201739709798826	0.5912947831552482
rz	GPSM1	0.669233186675047	0.56090225658495	0.5820238843494657
z	HELB	0.669076052796983	0.5660016586138492	0.580923947203017
pct	IST1	0.669076052796983	0.5362918053983423	0.5620678818353237
z	CD38	0.669076052796983	0.5280811654259143	0.4825581395348837
pct	SLAMF1	0.669076052796983	0.5176373726813444	0.6453488372093024
pct	USP10	0.669076052796983	0.5147862941155752	0.5512256442489001
pct	OR7E24	0.669076052796983	0.4892416493769072	0.4333752357008171
pct	MIR1203	0.668918918918919	0.5745113147307295	0.43824638592080456
pct	HHLA2	0.668918918918919	0.5100209894264487	0.6277498428661219
z	BTLA	0.6689189189189189	0.5316280900673169	0.5590823381521055
rz	PLEK2	0.6687617850408549	0.5479745065612202	0.620678818353237
pct	ZNF672	0.6687617850408548	0.4991015296450047	0.6393777498428661
z	CLEC6A	0.6687617850408548	0.487471836541819	0.6085795097423005
z	ORM2	0.6687617850408547	0.5779046002008023	0.6312067881835324
pct	TAGAP	0.6687617850408547	0.5612501699634818	0.6277498428661219
pct	CXCL13	0.6687617850408547	0.55258780691957	0.5054996857322439
z	RGPD1	0.6684475172847266	0.5664576559452628	0.6840037712130735
pct	IDO1	0.6684475172847266	0.5283323767605977	0.4806725329981144
z	CD3D	0.6684475172847266	0.5234381517639297	0.5688246385920805
rz	KLRB1	0.6684475172847266	0.5016182485052844	0.6502199874292898
pct	CLEC6A	0.6684475172847265	0.49884554938671644	0.598051539912005
z	TBP	0.6684475172847265	0.49882972026641337	0.6539912005028284
z	CALML5	0.6682903834066626	0.5082623702698521	0.5884663733500943
z	CCR4	0.6682903834066625	0.562018235000108	0.49308610936517916
rz	CCR4	0.6682903834066625	0.5418590090126211	0.49497171590194844
pct	SLC27A2	0.6682903834066624	0.5124950349865727	0.5512256442489001
rz	CCR7	0.6681332495285983	0.5668376918622156	0.5339409176618479
rz	ELAVL4	0.6681332495285983	0.5260836611355533	0.5433689503456945
pct	RAB11FIP4	0.6681332495285983	0.4985132698598312	0.6258642363293526
pct	TIGIT	0.6681332495285982	0.5343483979918828	0.5969516027655563
rz	OPN4	0.6678189817724702	0.5305105707757989	0.605279698302954
z	TRAT1	0.6678189817724702	0.5222685655429598	0.5834380892520428
rz	TPI1P3	0.6678189817724702	0.5136371201875978	0.6258642363293526
rz	UBD	0.6678189817724702	0.49686563794203875	0.5477686989314896
z	ZNF32-AS3	0.6678189817724702	0.4750678335168208	0.44720301697045883
z	EPB41	0.6678189817724701	0.5291903795309464	0.6139220615964802
rz	PLA2G4D	0.6678189817724701	0.5209766271550043	0.5854808296668762
rz	NKG7	0.66781898177247	0.5527315786482762	0.6390634820867378
rz	TRAF3IP3	0.66781898177247	0.5512507323404705	0.5515399120050283
z	THEMIS	0.6675047140163419	0.5619325132385303	0.5047140163419233
rz	TCEAL5	0.6675047140163419	0.5487578969923682	0.5872093023255813
z	GPSM1	0.6675047140163419	0.5373223651743335	0.6274355751099937
z	FDCSP	0.6675047140163419	0.5306098295656533	0.6678189817724701
z	TAGAP	0.6675047140163418	0.554676731727664	0.5699245757385292
z	USP10	0.6675047140163418	0.5124409642512509	0.6472344437460716
rz	DNM1	0.6675047140163418	0.4670247960650741	0.5601822752985544
pct	SLAMF6	0.6671904462602137	0.527534688279744	0.6363922061596481
pct	ELFN1	0.6671904462602137	0.5020663131623696	0.6356065367693274
z	SPANXC	0.6671904462602137	0.4796255899120583	0.4750157133878064
pct	CETP	0.6671904462602136	0.629886072143211	0.5985229415461973
z	CD3G	0.6671904462602136	0.5484126772393186	0.524198617221873
z	TNIP3	0.6670333123821496	0.5211702258026284	0.5958516656191075
rz	TAGAP	0.6668761785040855	0.537065387345791	0.6115650534255186
rz	BPIFC	0.6668761785040855	0.49172999377156873	0.6423632935260842
z	IFNG	0.6668761785040855	0.4845488116489741	0.5793526084223759
pct	CRYBA1	0.6668761785040855	0.4752332599062618	0.6704902576995599
z	PIK3CD	0.6668761785040854	0.5677958881860147	0.6488057825267128
rz	NUB1	0.6668761785040854	0.5351365098326275	0.6187932118164676
rz	STAT4	0.6665619107479572	0.538011165364144	0.6491200502828409
z	LINC01089	0.6665619107479572	0.5306986823219705	0.6426775612822124
pct	ITGAD	0.6665619107479572	0.5252168635867306	0.5985229415461973
z	IDO1	0.6665619107479572	0.5174959270990882	0.524198617221873
z	APELA	0.6665619107479572	0.5110315329597145	0.6536769327467002
pct	ARID1B	0.6665619107479572	0.4967790117722948	0.5763670647391578
pct	GOLGA8G	0.6665619107479572	0.47059594152617407	0.5895663104965431
pct	MIR4285	0.6665619107479572	0.47059120549368116	0.5846951602765555
pct	MIR5091	0.6665619107479572	0.47059120549368116	0.5846951602765555
z	SLC27A2	0.6664047768698932	0.525307544305287	0.5523255813953488
pct	SNORA53	0.6664047768698932	0.49441492769828743	0.5339409176618479
z	SLAMF6	0.6662476429918291	0.5430286773771391	0.555311125078567
rz	GDPD2	0.6662476429918289	0.5635268151942993	0.5699245757385292
pct	SPRR2B	0.666090509113765	0.49268994892124485	0.47313010685103707
rz	PSMB9	0.6660905091137649	0.4755585671759589	0.6469201759899434
rz	NDRG1	0.665933375235701	0.5422936585835368	0.6266499057196732
rz	FCRL3	0.665933375235701	0.5053870052357097	0.5872093023255813
pct	CD27	0.6659333752357008	0.5400760140070493	0.6142363293526084
pct	XCL1	0.6659333752357008	0.5302800936081971	0.5779384035197989
pct	TAPBP	0.6659333752357008	0.48978863978676657	0.5406976744186047
z	TUBB6	0.6659333752357007	0.5180789715041879	0.6082652419861723
z	SFTPA2	0.6657762413576368	0.47651692974625137	0.5798240100565683
z	CXCL9	0.6656191074795725	0.5169521608871197	0.6202074167190447
z	CA12	0.6656191074795725	0.5072147680746113	0.609365179132621
pct	CXCL9	0.6656191074795725	0.5042308456991598	0.5230986800754243
pct	REPS1	0.6656191074795725	0.4602671532136271	0.6269641734758014
pct	WNT7B	0.6654619736015085	0.5266639769398388	0.6539912005028284
rz	CETP	0.6653048397234443	0.5912459104695014	0.5790383406662476
pct	CD7	0.6653048397234443	0.5513848315824271	0.5598680075424262
rz	ZNF69	0.6653048397234443	0.5378804967271578	0.5523255813953488
pct	IL4I1	0.6653048397234443	0.533243154831966	0.49010056568196103
z	SLAMF1	0.6653048397234443	0.516573560293837	0.6134506599622879
rz	FLT3	0.6653048397234443	0.5006502989186967	0.6037083595223129
pct	TRAT1	0.6653048397234443	0.49035869628078976	0.6280641106222502
pct	PSMB9	0.6653048397234443	0.4744698473184161	0.6442489000628535
z	QRSL1	0.6653048397234442	0.5466881941959475	0.6315210559396606
pct	PYY2	0.6651477058453804	0.4901546249973552	0.5834380892520428
rz	HLA-B	0.6649905719673163	0.560643330265329	0.5982086737900691
rz	LAG3	0.6649905719673161	0.562210151569594	0.6161219358893777
rz	ZBED2	0.6649905719673161	0.5531619715773972	0.5201131363922061
pct	IL32	0.6649905719673161	0.5401792377865694	0.5512256442489001
rz	ARAP2	0.6649905719673161	0.539292898796647	0.6291640477686989
rz	IL17RE	0.6649905719673161	0.5248515014871831	0.6525769956002514
pct	WTAP	0.6649905719673161	0.5194301268181868	0.6401634192331866
z	GBP5	0.6649905719673161	0.5097936976903251	0.5230986800754243
z	KRTAP29-1	0.6649905719673161	0.5015222742285501	0.5966373350094281
z	RTP4	0.664990571967316	0.4897982550957706	0.6134506599622879
rz	CXorf65	0.664990571967316	0.47146696950680345	0.6385920804525456
z	ANKRD55	0.664833438089252	0.5685762472931368	0.6582338152105593
pct	RAB37	0.664676304211188	0.5850656967676422	0.49308610936517916
pct	CD3D	0.664676304211188	0.5005447089278475	0.5718101822752986
z	TBC1D3P5	0.664676304211188	0.47074748261467353	0.580923947203017
rz	SH2D1A	0.6646763042111878	0.5366014144751489	0.6356065367693274
rz	FCRL1	0.6645191703331239	0.5412216707140042	0.6329352608422376
rz	TFAP2B	0.6645191703331238	0.486634250625362	0.5999371464487744
pct	OR6M1	0.6645191703331238	0.4755865578534414	0.4423318667504714
rz	ARF4	0.6643620364550598	0.5528568872861892	0.6345065996228787
z	FBXO6	0.6643620364550598	0.5503719122339624	0.5201131363922061
rz	TIGIT	0.6643620364550598	0.5452191339190592	0.5366121935889377
z	IL2RB	0.6643620364550598	0.537560465057602	0.49984286612193585
z	GABRA2	0.6643620364550598	0.516429702574638	0.5474544311753614
z	LINC00474	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR1227	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR3147	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR3646	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR3649	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR3925	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR3926-1	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR4311	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR4491	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR4540	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR4679-2	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR4710	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR5092	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR670	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	MIR676	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	PCAT4	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	SNORD115-13	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	SNORD115-47	0.6643620364550598	0.4783386482072023	0.6588623507228157
z	SPATA8-AS1	0.6643620364550598	0.4783386482072023	0.6588623507228157
rz	TRAT1	0.6643620364550596	0.526148893825282	0.5263984915147706
pct	MS4A1	0.6643620364550596	0.5214951066780384	0.6209930861093651
pct	CA12	0.6643620364550596	0.49402241257428425	0.6345065996228787
pct	MIR1286	0.6642049025769956	0.49442420599554227	0.6615336266499057
z	OR6M1	0.6642049025769955	0.47550509461857515	0.5828095537397863
z	SAMD3	0.6640477686989315	0.5442726725904221	0.6021370207416719
pct	TPPP3	0.6640477686989315	0.5437969264465013	0.6326209930861093
z	EPN2	0.6640477686989315	0.5199104770811421	0.5774670018856065
z	PACSIN1	0.6638906348208674	0.5474936151150491	0.5928661219358893
pct	PIK3CD	0.6637335009428033	0.5959452735241287	0.6266499057196732
rz	LINC01089	0.6637335009428033	0.5346739930606006	0.6502199874292898
z	NMU	0.6637335009428033	0.5319514118783589	0.6382778126964174
pct	NLRP6	0.6637335009428033	0.5252624465803916	0.5317410433689503
z	OR5AK2	0.6637335009428033	0.4639720155787507	0.5285983658076682
pct	CCR9	0.6635763670647392	0.4947573038494497	0.5163419233186675
z	TTTY18	0.6635763670647392	0.4893807044969836	0.661847894406034
rz	TPPP3	0.6634192331866752	0.5575607335325172	0.6120364550597108
rz	C19orf84	0.6634192331866751	0.5421426047272141	0.605279698302954
z	NLRP6	0.6634192331866751	0.5397374311383747	0.5520113136392206
rz	SLAMF6	0.6634192331866751	0.5199173470627879	0.6134506599622879
rz	CD38	0.6634192331866751	0.5195597123144416	0.5106851037083595
z	CCL4	0.6634192331866751	0.47035851462103473	0.6491200502828409
z	PSMB9	0.663419233186675	0.48161273053454673	0.6356065367693274
rz	SLC27A2	0.6632620993086109	0.5021799750169298	0.5020427404148334
z	TOX	0.663104965430547	0.5556946703519521	0.5441546197360151
pct	NCR3	0.6631049654305469	0.5636572221560506	0.620678818353237
z	CD2	0.6631049654305469	0.5398592520318306	0.5601822752985544
rz	SIGLEC10	0.6631049654305469	0.5251579362894311	0.5369264613450659
rz	USP10	0.6631049654305469	0.5175284799455482	0.6637335009428033
pct	GBP4	0.6631049654305468	0.5558205913357211	0.575267127592709
z	ARRDC5	0.6631049654305468	0.5513247565581154	0.5677247014456317
z	NDRG1	0.6631049654305468	0.5434747741079556	0.5674104336895035
rz	MMP2	0.6631049654305468	0.5269252337483329	0.5298554368321811
pct	NEURL2	0.6631049654305468	0.5199979063771621	0.5890949088623507
pct	IL12B	0.6631049654305468	0.5096290902965412	0.6356065367693274
pct	CCR4	0.6629478315524827	0.5559195510633377	0.5872093023255813
pct	LCE1D	0.6629478315524827	0.48656593920092317	0.4866436203645506
z	JMJD1C-AS1	0.6629478315524827	0.48466226011221936	0.5501257071024512
pct	TRAF3IP3	0.6627906976744187	0.5375602600567428	0.5399120050282841
rz	ITGAD	0.6627906976744186	0.5050334544820446	0.5685103708359522
pct	TBP	0.6627906976744186	0.4952891368208781	0.63073538654934
z	RAB11FIP4	0.6627906976744186	0.48997507848876043	0.6442489000628535
pct	PSMB8	0.6627906976744186	0.47588178510991985	0.6750471401634193
pct	LINC00616	0.6626335637963545	0.4649020356707063	0.605279698302954
pct	OR6K3	0.6626335637963544	0.5457047538928861	0.634978001257071
z	TXK	0.6624764299182904	0.5370738676709638	0.6528912633563797
z	NUB1	0.6624764299182904	0.5344392661517305	0.620678818353237
pct	VWC2	0.6624764299182904	0.5215013899770689	0.5036140791954745
rz	NEURL2	0.6624764299182904	0.516707768128418	0.5939660590823381
pct	IFNG	0.6624764299182904	0.48037181900300424	0.6115650534255186
z	CD69	0.6624764299182903	0.5335253440766292	0.518541797611565
z	OR52E2	0.6624764299182903	0.4730281021582829	0.4453174104336895
pct	CD3G	0.6621621621621623	0.5541576563041003	0.5542111879321181
pct	P2RX5	0.6621621621621622	0.5479835727337903	0.43793211816467625
z	ITGAD	0.6621621621621622	0.5150405873795746	0.556882463859208
pct	UNC5B-AS1	0.6621621621621622	0.5139352605797467	0.6018227529855437
z	ELFN1	0.6621621621621622	0.5071503108144514	0.6055939660590823
rz	C4B	0.6621621621621622	0.5039115681231325	0.6277498428661219
z	TEX26	0.6621621621621622	0.4984345601451533	0.47093023255813954
pct	LINC01056	0.6621621621621622	0.4832010010839201	0.5798240100565683
pct	MIR5186	0.6621621621621622	0.4832010010839201	0.5798240100565683
pct	MIR642A	0.6621621621621622	0.4832010010839201	0.5798240100565683
pct	MIR7-2	0.6621621621621622	0.4832010010839201	0.5798240100565683
rz	LKAAEAR1	0.6620050282840981	0.5255846978683091	0.5125707102451289
rz	CD3E	0.6618478944060341	0.5349985202422424	0.6026084223758643
rz	HLA-C	0.661847894406034	0.5542970490215104	0.5666247642991828
z	CCR7	0.661847894406034	0.554078501744413	0.6291640477686989
z	GVINP1	0.661847894406034	0.548153180955032	0.5534255185417976
z	CD79A	0.661847894406034	0.5456794526623115	0.6299497171590195
rz	EPB41	0.661847894406034	0.5308584871850763	0.5714959145191703
pct	CD2	0.661847894406034	0.5214468613734368	0.5650534255185418
rz	GVINP1	0.661847894406034	0.5110854952114288	0.5677247014456317
z	CD274	0.661847894406034	0.5101203832241326	0.5861093651791326
pct	GPR148	0.661847894406034	0.47157309410717596	0.5798240100565683
pct	LINC00523	0.661847894406034	0.47157309410717596	0.5798240100565683
pct	MIR3156-2	0.661847894406034	0.47157309410717596	0.5798240100565683
pct	MIR5696	0.661847894406034	0.47157309410717596	0.5798240100565683
pct	RMST	0.661847894406034	0.47157309410717596	0.5798240100565683
pct	ZNF69	0.6618478944060339	0.5497488890518807	0.5342551854179761
z	SCARF2	0.6618478944060338	0.5150072006851398	0.6517913262099309
pct	CXCR2P1	0.6616907605279697	0.4940084409409608	0.5831238214959145
pct	PSME2	0.6615336266499058	0.48462924875923774	0.5936517913262099
pct	NDRG1	0.6615336266499057	0.5572944706195138	0.5576681332495286
rz	GBP4	0.6615336266499057	0.547467640979235	0.6409490886235072
z	TRAF3IP3	0.6615336266499057	0.5428370938438718	0.5582966687617851
rz	GP5	0.6613764927718416	0.5520623725480795	0.5985229415461973
z	SCO2	0.6613764927718415	0.5018798464008335	0.5601822752985544
pct	MTMR1	0.6612193588937776	0.5347949237599223	0.5047140163419233
rz	IL32	0.6612193588937776	0.5309504073005322	0.5958516656191075
z	REPS1	0.6612193588937776	0.4570182645543836	0.6096794468887492
pct	LINC01089	0.6612193588937775	0.5462969912865729	0.5947517284726587
pct	MMP28	0.6612193588937775	0.5195896534601749	0.6439346323067253
rz	LINC01138	0.6612193588937774	0.5381755776641254	0.45820238843494654
pct	CD274	0.6612193588937774	0.5051054865267404	0.6191074795725959
rz	IRX4	0.6610622250157134	0.4936551156077891	0.5777812696417347
pct	GPSM1	0.6609050911376494	0.540570863696632	0.6060653676932747
pct	CIITA	0.6609050911376493	0.5949090585193829	0.5230986800754243
pct	TMC8	0.6609050911376493	0.5448948565921257	0.6318353236957888
rz	CD19	0.6609050911376493	0.5252318926046031	0.5557825267127593
rz	EXTL2	0.6609050911376493	0.5156951102899059	0.6018227529855437
z	LAG3	0.6609050911376493	0.5065945213869378	0.6374921433060967
z	CELA3A	0.6609050911376493	0.5004270754929845	0.6547768698931489
rz	JMJD1C-AS1	0.6607479572595851	0.532620673953035	0.5531112507856695
z	HPR	0.6607479572595851	0.5206997584653129	0.6090509113764928
pct	FAM225B	0.6607479572595851	0.5101825893100446	0.6172218730358265
rz	FANCA	0.6605908233815211	0.5591801596996308	0.6439346323067253
z	GBP4	0.6605908233815211	0.5496148821402781	0.5576681332495286
z	CD7	0.6605908233815211	0.5441853542235093	0.524198617221873
z	ZNF80	0.6605908233815211	0.5377478191985312	0.6510056568196103
pct	CCR7	0.6605908233815211	0.5339059420763792	0.4765870521684475
z	OR7E24	0.6605908233815211	0.47860747768847095	0.4607165304839724
pct	SH2D1A	0.660590823381521	0.5187775422778552	0.6228786926461345
rz	ENAM	0.6604336895034569	0.5392497083622514	0.5216844751728473
rz	MIRLET7G	0.6604336895034569	0.5096252096557121	0.5174418604651163
pct	OR56A5	0.6604336895034569	0.49622323012489694	0.47988686360779387
z	MAGI2-AS2	0.6604336895034569	0.4705512924796728	0.4453174104336895
z	TPPP3	0.6602765556253929	0.5828765803029428	0.602294154619736
z	CDKN1B	0.6602765556253928	0.5615075321075919	0.6180075424261471
z	MMP28	0.6602765556253928	0.528441048996977	0.6326209930861093
z	WTAP	0.6602765556253928	0.5186816001211906	0.6450345694531741
pct	VAMP7	0.6602765556253928	0.4839567802156275	0.5835952231301069
z	LILRA4	0.6601194217473286	0.5683174801929604	0.575267127592709
pct	TBC1D28	0.6601194217473286	0.4938624218975005	0.43636077938403517
rz	NFKB2	0.6599622878692647	0.5667486369897702	0.5549968573224386
pct	FABP6	0.6599622878692647	0.5023095535550413	0.595065996228787
rz	CIITA	0.6599622878692646	0.5900956078695541	0.47470144563167815
z	IL4I1	0.6599622878692646	0.544874388950905	0.46495914519170334
z	XCL1	0.6599622878692646	0.5303416821001691	0.5647391577624136
pct	HLA-B	0.6599622878692646	0.5229235175507195	0.5692960402262728
rz	NLRP6	0.6598051539912004	0.509086864673161	0.5212130735386549
rz	SCAF8	0.6596480201131365	0.494414006638125	0.5658390949088623
rz	PTPN7	0.6596480201131363	0.5548136941392883	0.5861093651791326
z	ZBED2	0.6596480201131363	0.5393265393887507	0.5590823381521055
