selection_id	candidate	component_gene	component_method	weight_base	selection_boundary	primary_AUROC	primary_AUPRC	primary_balanced_accuracy	strict_external_AUROC	strict_external_AUPRC	strict_external_balanced_accuracy	strict_external_ECE	family_mean_AUROC	delta_vs_family_mean	two_sided_fdr_q	claim_level
primary_lodo_selected_rescue_combo	0.65*base+0.35*z__SLC6A12	SLC6A12	z	0.65	gene_screen_and_combo_weight_selected_by_primary_lodo_only	0.8453802639849151	0.7527988068510428	0.7369578881206789	0.6245535714285715	0.6556983661122209	0.5714285714285714	0.1096436432056781	0.5666666666666667	0.05757628149762586	0.228	family_point_estimate_only
