endpoint	stratum	candidate	weight_base	component_method	component_gene	selection_boundary	n_samples	n_responders	n_nonresponders	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept
strict_recist	strict_melanoma_pd1_like_external	0.65*base+0.35*z__SLC6A12	0.65	z	SLC6A12	external_locked_scoring_after_primary_selection	116	56	60	0.6245535714285715	0.6556983661122209	0.5714285714285714	0.5775862068965517	0.15316417324424494	0.4731182795698925	0.39285714285714285	0.75	0.5945945945945946	0.569620253164557	0.24230267164208485	0.1096436432056781	0.16755119312122901	0.007533716200932966
