source_context	endpoint	evaluation_group	subgroup_axis	subgroup_value	model_name	threshold_policy	n_samples	n_responders	n_nonresponders	prevalence	n_predicted_high	threshold_min	threshold_median	threshold_max	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept
locked_external	clinical_benefit	locked_external_melanoma_pd1_recist	cohort	GSE145996	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	9	5	0.6428571428571429	6	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.6222222222222222	0.817977392977393	0.5222222222222221	0.5	0.04303314829119352	0.5333333333333333	0.4444444444444444	0.6	0.6666666666666666	0.375	0.23253477528029615	0.16855886701708286	1.5756790046632305	0.6831127653263713
locked_external	clinical_benefit	locked_external_melanoma_pd1_recist	therapy_context	anti_pd1_monotherapy	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	9	5	0.6428571428571429	6	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.6222222222222222	0.817977392977393	0.5222222222222221	0.5	0.04303314829119352	0.5333333333333333	0.4444444444444444	0.6	0.6666666666666666	0.375	0.23253477528029615	0.16855886701708286	1.5756790046632305	0.6831127653263713
locked_external	clinical_benefit	locked_external_melanoma_pd1_recist	platform_context	bulk_RNAseq_or_processed_expression	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	9	5	0.6428571428571429	6	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.6222222222222222	0.817977392977393	0.5222222222222221	0.5	0.04303314829119352	0.5333333333333333	0.4444444444444444	0.6	0.6666666666666666	0.375	0.23253477528029615	0.16855886701708286	1.5756790046632305	0.6831127653263713
locked_external	clinical_benefit	locked_external_melanoma_pd1_recist	sampling_context	pretreatment_design_or_panel_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	9	5	0.6428571428571429	6	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.6222222222222222	0.817977392977393	0.5222222222222221	0.5	0.04303314829119352	0.5333333333333333	0.4444444444444444	0.6	0.6666666666666666	0.375	0.23253477528029615	0.16855886701708286	1.5756790046632305	0.6831127653263713
locked_external	clinical_benefit	locked_external_melanoma_pd1_recist	analysis_type	locked_external_melanoma_pd1_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	9	5	0.6428571428571429	6	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.6222222222222222	0.817977392977393	0.5222222222222221	0.5	0.04303314829119352	0.5333333333333333	0.4444444444444444	0.6	0.6666666666666666	0.375	0.23253477528029615	0.16855886701708286	1.5756790046632305	0.6831127653263713
locked_external	clinical_benefit	nanostring_hcc_clinical_assay_transfer	cohort	GSE140901	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	16	8	0.6666666666666666	15	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.7109375	0.8509012535666948	0.59375	0.625	0.18257418583505539	0.7096774193548387	0.6875	0.5	0.7333333333333333	0.4444444444444444	0.22594532861680797	0.19889572484171936	2.0812873732094976	0.7699897329205447
locked_external	clinical_benefit	nanostring_hcc_clinical_assay_transfer	therapy_context	other_or_mixed_therapy	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	16	8	0.6666666666666666	15	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.7109375	0.8509012535666948	0.59375	0.625	0.18257418583505539	0.7096774193548387	0.6875	0.5	0.7333333333333333	0.4444444444444444	0.22594532861680797	0.19889572484171936	2.0812873732094976	0.7699897329205447
locked_external	clinical_benefit	nanostring_hcc_clinical_assay_transfer	platform_context	NanoString_nCounter	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	16	8	0.6666666666666666	15	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.7109375	0.8509012535666948	0.59375	0.625	0.18257418583505539	0.7096774193548387	0.6875	0.5	0.7333333333333333	0.4444444444444444	0.22594532861680797	0.19889572484171936	2.0812873732094976	0.7699897329205447
locked_external	clinical_benefit	nanostring_hcc_clinical_assay_transfer	sampling_context	pretreatment_design_or_panel_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	16	8	0.6666666666666666	15	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.7109375	0.8509012535666948	0.59375	0.625	0.18257418583505539	0.7096774193548387	0.6875	0.5	0.7333333333333333	0.4444444444444444	0.22594532861680797	0.19889572484171936	2.0812873732094976	0.7699897329205447
locked_external	clinical_benefit	nanostring_hcc_clinical_assay_transfer	analysis_type	nanostring_hcc_clinical_assay_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	16	8	0.6666666666666666	15	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.7109375	0.8509012535666948	0.59375	0.625	0.18257418583505539	0.7096774193548387	0.6875	0.5	0.7333333333333333	0.4444444444444444	0.22594532861680797	0.19889572484171936	2.0812873732094976	0.7699897329205447
locked_external	clinical_benefit	nanostring_melanoma_clinical_assay_transfer	cohort	GSE93157	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	36	29	0.5538461538461539	38	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.5766283524904214	0.6805184247029877	0.5296934865900383	0.5384615384615384	0.059905646549091425	0.5945945945945946	0.6111111111111112	0.4482758620689655	0.5789473684210527	0.48148148148148145	0.2468155190802023	0.062290473124393626	0.6177256549491683	0.21013093949818884
locked_external	clinical_benefit	nanostring_melanoma_clinical_assay_transfer	therapy_context	other_or_mixed_therapy	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	36	29	0.5538461538461539	38	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.5766283524904214	0.6805184247029877	0.5296934865900383	0.5384615384615384	0.059905646549091425	0.5945945945945946	0.6111111111111112	0.4482758620689655	0.5789473684210527	0.48148148148148145	0.2468155190802023	0.062290473124393626	0.6177256549491683	0.21013093949818884
locked_external	clinical_benefit	nanostring_melanoma_clinical_assay_transfer	platform_context	NanoString_nCounter_immune_panel	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	36	29	0.5538461538461539	38	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.5766283524904214	0.6805184247029877	0.5296934865900383	0.5384615384615384	0.059905646549091425	0.5945945945945946	0.6111111111111112	0.4482758620689655	0.5789473684210527	0.48148148148148145	0.2468155190802023	0.062290473124393626	0.6177256549491683	0.21013093949818884
locked_external	clinical_benefit	nanostring_melanoma_clinical_assay_transfer	sampling_context	pretreatment_design_or_panel_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	36	29	0.5538461538461539	38	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.5766283524904214	0.6805184247029877	0.5296934865900383	0.5384615384615384	0.059905646549091425	0.5945945945945946	0.6111111111111112	0.4482758620689655	0.5789473684210527	0.48148148148148145	0.2468155190802023	0.062290473124393626	0.6177256549491683	0.21013093949818884
locked_external	clinical_benefit	nanostring_melanoma_clinical_assay_transfer	analysis_type	nanostring_melanoma_clinical_assay_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	36	29	0.5538461538461539	38	0.4866388147907647	0.4866388147907647	0.4866388147907647	0.5766283524904214	0.6805184247029877	0.5296934865900383	0.5384615384615384	0.059905646549091425	0.5945945945945946	0.6111111111111112	0.4482758620689655	0.5789473684210527	0.48148148148148145	0.2468155190802023	0.062290473124393626	0.6177256549491683	0.21013093949818884
locked_external	primary_recist	locked_external_melanoma_combination_transfer	cohort	PRJEB23709_COMBO_PRE	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	32	21	11	0.65625	18	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7402597402597402	0.8677481485429872	0.6515151515151515	0.65625	0.29012942659282975	0.717948717948718	0.6666666666666666	0.6363636363636364	0.7777777777777778	0.5	0.22075717279513635	0.16956239975280474	1.1463793432121685	0.8364395348531752
locked_external	primary_recist	locked_external_melanoma_combination_transfer	therapy_context	combo_therapy	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	32	21	11	0.65625	18	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7402597402597402	0.8677481485429872	0.6515151515151515	0.65625	0.29012942659282975	0.717948717948718	0.6666666666666666	0.6363636363636364	0.7777777777777778	0.5	0.22075717279513635	0.16956239975280474	1.1463793432121685	0.8364395348531752
locked_external	primary_recist	locked_external_melanoma_combination_transfer	platform_context	bulk_RNAseq_or_processed_expression	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	32	21	11	0.65625	18	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7402597402597402	0.8677481485429872	0.6515151515151515	0.65625	0.29012942659282975	0.717948717948718	0.6666666666666666	0.6363636363636364	0.7777777777777778	0.5	0.22075717279513635	0.16956239975280474	1.1463793432121685	0.8364395348531752
locked_external	primary_recist	locked_external_melanoma_combination_transfer	sampling_context	pretreatment_design_or_panel_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	32	21	11	0.65625	18	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7402597402597402	0.8677481485429872	0.6515151515151515	0.65625	0.29012942659282975	0.717948717948718	0.6666666666666666	0.6363636363636364	0.7777777777777778	0.5	0.22075717279513635	0.16956239975280474	1.1463793432121685	0.8364395348531752
locked_external	primary_recist	locked_external_melanoma_combination_transfer	analysis_type	locked_external_melanoma_combination_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	32	21	11	0.65625	18	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7402597402597402	0.8677481485429872	0.6515151515151515	0.65625	0.29012942659282975	0.717948717948718	0.6666666666666666	0.6363636363636364	0.7777777777777778	0.5	0.22075717279513635	0.16956239975280474	1.1463793432121685	0.8364395348531752
locked_external	primary_recist	locked_external_melanoma_pd1_like	cohort	PHS000452_LIU_LIKE_PRE	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	121	50	71	0.4132231404958678	63	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5349295774647889	0.4943932156513664	0.5335211267605634	0.5289256198347108	0.06608128948033426	0.49557522123893805	0.56	0.5070422535211268	0.4444444444444444	0.6206896551724138	0.26196247530438765	0.14475165592915978	0.24468251627116544	-0.3376669078589453
locked_external	primary_recist	locked_external_melanoma_pd1_like	therapy_context	anti_pd1_monotherapy	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	121	50	71	0.4132231404958678	63	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5349295774647889	0.4943932156513664	0.5335211267605634	0.5289256198347108	0.06608128948033426	0.49557522123893805	0.56	0.5070422535211268	0.4444444444444444	0.6206896551724138	0.26196247530438765	0.14475165592915978	0.24468251627116544	-0.3376669078589453
locked_external	primary_recist	locked_external_melanoma_pd1_like	platform_context	bulk_RNAseq_or_processed_expression	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	121	50	71	0.4132231404958678	63	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5349295774647889	0.4943932156513664	0.5335211267605634	0.5289256198347108	0.06608128948033426	0.49557522123893805	0.56	0.5070422535211268	0.4444444444444444	0.6206896551724138	0.26196247530438765	0.14475165592915978	0.24468251627116544	-0.3376669078589453
locked_external	primary_recist	locked_external_melanoma_pd1_like	sampling_context	pretreatment_design_or_panel_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	121	50	71	0.4132231404958678	63	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5349295774647889	0.4943932156513664	0.5335211267605634	0.5289256198347108	0.06608128948033426	0.49557522123893805	0.56	0.5070422535211268	0.4444444444444444	0.6206896551724138	0.26196247530438765	0.14475165592915978	0.24468251627116544	-0.3376669078589453
locked_external	primary_recist	locked_external_melanoma_pd1_like	analysis_type	locked_external_melanoma_pd1_like	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	121	50	71	0.4132231404958678	63	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5349295774647889	0.4943932156513664	0.5335211267605634	0.5289256198347108	0.06608128948033426	0.49557522123893805	0.56	0.5070422535211268	0.4444444444444444	0.6206896551724138	0.26196247530438765	0.14475165592915978	0.24468251627116544	-0.3376669078589453
locked_external	primary_recist	locked_external_melanoma_pd1_recist	cohort	GSE145996	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	8	6	0.5714285714285714	7	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5208333333333334	0.7016684704184704	0.35416666666666663	0.35714285714285715	-0.28867513459481287	0.4	0.375	0.3333333333333333	0.42857142857142855	0.2857142857142857	0.25805042011319107	0.3873430257322005	0.48552646870541355	0.3358440898378441
locked_external	primary_recist	locked_external_melanoma_pd1_recist	therapy_context	anti_pd1_monotherapy	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	8	6	0.5714285714285714	7	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5208333333333334	0.7016684704184704	0.35416666666666663	0.35714285714285715	-0.28867513459481287	0.4	0.375	0.3333333333333333	0.42857142857142855	0.2857142857142857	0.25805042011319107	0.3873430257322005	0.48552646870541355	0.3358440898378441
locked_external	primary_recist	locked_external_melanoma_pd1_recist	platform_context	bulk_RNAseq_or_processed_expression	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	8	6	0.5714285714285714	7	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5208333333333334	0.7016684704184704	0.35416666666666663	0.35714285714285715	-0.28867513459481287	0.4	0.375	0.3333333333333333	0.42857142857142855	0.2857142857142857	0.25805042011319107	0.3873430257322005	0.48552646870541355	0.3358440898378441
locked_external	primary_recist	locked_external_melanoma_pd1_recist	sampling_context	pretreatment_design_or_panel_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	8	6	0.5714285714285714	7	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5208333333333334	0.7016684704184704	0.35416666666666663	0.35714285714285715	-0.28867513459481287	0.4	0.375	0.3333333333333333	0.42857142857142855	0.2857142857142857	0.25805042011319107	0.3873430257322005	0.48552646870541355	0.3358440898378441
locked_external	primary_recist	locked_external_melanoma_pd1_recist	analysis_type	locked_external_melanoma_pd1_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	14	8	6	0.5714285714285714	7	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5208333333333334	0.7016684704184704	0.35416666666666663	0.35714285714285715	-0.28867513459481287	0.4	0.375	0.3333333333333333	0.42857142857142855	0.2857142857142857	0.25805042011319107	0.3873430257322005	0.48552646870541355	0.3358440898378441
locked_external	primary_recist	nanostring_hcc_clinical_assay_transfer	cohort	GSE140901	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	6	18	0.25	16	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7592592592592593	0.5318473193473194	0.7222222222222222	0.5833333333333334	0.408248290463863	0.5454545454545454	1.0	0.4444444444444444	0.375	1.0	0.22358300294770098	0.2713180020818369	1.3118136422890652	-1.1705001720481445
locked_external	primary_recist	nanostring_hcc_clinical_assay_transfer	therapy_context	other_or_mixed_therapy	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	6	18	0.25	16	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7592592592592593	0.5318473193473194	0.7222222222222222	0.5833333333333334	0.408248290463863	0.5454545454545454	1.0	0.4444444444444444	0.375	1.0	0.22358300294770098	0.2713180020818369	1.3118136422890652	-1.1705001720481445
locked_external	primary_recist	nanostring_hcc_clinical_assay_transfer	platform_context	NanoString_nCounter	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	6	18	0.25	16	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7592592592592593	0.5318473193473194	0.7222222222222222	0.5833333333333334	0.408248290463863	0.5454545454545454	1.0	0.4444444444444444	0.375	1.0	0.22358300294770098	0.2713180020818369	1.3118136422890652	-1.1705001720481445
locked_external	primary_recist	nanostring_hcc_clinical_assay_transfer	sampling_context	pretreatment_design_or_panel_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	6	18	0.25	16	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7592592592592593	0.5318473193473194	0.7222222222222222	0.5833333333333334	0.408248290463863	0.5454545454545454	1.0	0.4444444444444444	0.375	1.0	0.22358300294770098	0.2713180020818369	1.3118136422890652	-1.1705001720481445
locked_external	primary_recist	nanostring_hcc_clinical_assay_transfer	analysis_type	nanostring_hcc_clinical_assay_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	24	6	18	0.25	16	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.7592592592592593	0.5318473193473194	0.7222222222222222	0.5833333333333334	0.408248290463863	0.5454545454545454	1.0	0.4444444444444444	0.375	1.0	0.22358300294770098	0.2713180020818369	1.3118136422890652	-1.1705001720481445
locked_external	primary_recist	nanostring_melanoma_clinical_assay_transfer	cohort	GSE93157	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	20	45	0.3076923076923077	39	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5722222222222222	0.5179635609458979	0.5	0.46153846153846156	0.0	0.4067796610169492	0.6	0.4	0.3076923076923077	0.6923076923076923	0.2528283085670866	0.20314915486470905	0.3644867204776517	-0.7999319226846928
locked_external	primary_recist	nanostring_melanoma_clinical_assay_transfer	therapy_context	other_or_mixed_therapy	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	20	45	0.3076923076923077	39	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5722222222222222	0.5179635609458979	0.5	0.46153846153846156	0.0	0.4067796610169492	0.6	0.4	0.3076923076923077	0.6923076923076923	0.2528283085670866	0.20314915486470905	0.3644867204776517	-0.7999319226846928
locked_external	primary_recist	nanostring_melanoma_clinical_assay_transfer	platform_context	NanoString_nCounter_immune_panel	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	20	45	0.3076923076923077	39	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5722222222222222	0.5179635609458979	0.5	0.46153846153846156	0.0	0.4067796610169492	0.6	0.4	0.3076923076923077	0.6923076923076923	0.2528283085670866	0.20314915486470905	0.3644867204776517	-0.7999319226846928
locked_external	primary_recist	nanostring_melanoma_clinical_assay_transfer	sampling_context	pretreatment_design_or_panel_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	20	45	0.3076923076923077	39	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5722222222222222	0.5179635609458979	0.5	0.46153846153846156	0.0	0.4067796610169492	0.6	0.4	0.3076923076923077	0.6923076923076923	0.2528283085670866	0.20314915486470905	0.3644867204776517	-0.7999319226846928
locked_external	primary_recist	nanostring_melanoma_clinical_assay_transfer	analysis_type	nanostring_melanoma_clinical_assay_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	65	20	45	0.3076923076923077	39	0.4377922748557101	0.4377922748557101	0.4377922748557101	0.5722222222222222	0.5179635609458979	0.5	0.46153846153846156	0.0	0.4067796610169492	0.6	0.4	0.3076923076923077	0.6923076923076923	0.2528283085670866	0.20314915486470905	0.3644867204776517	-0.7999319226846928
locked_external	strict_recist	locked_external_melanoma_combination_transfer	cohort	PRJEB23709_COMBO_PRE	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	27	21	6	0.7777777777777778	16	0.4464485197217447	0.4464485197217447	0.4464485197217447	0.7619047619047619	0.9301116483889595	0.6666666666666666	0.6666666666666666	0.2820380374088831	0.7567567567567568	0.6666666666666666	0.6666666666666666	0.875	0.36363636363636365	0.2248711260257452	0.2768511998932794	1.2946288806132813	1.519252683278961
locked_external	strict_recist	locked_external_melanoma_combination_transfer	therapy_context	combo_therapy	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	27	21	6	0.7777777777777778	16	0.4464485197217447	0.4464485197217447	0.4464485197217447	0.7619047619047619	0.9301116483889595	0.6666666666666666	0.6666666666666666	0.2820380374088831	0.7567567567567568	0.6666666666666666	0.6666666666666666	0.875	0.36363636363636365	0.2248711260257452	0.2768511998932794	1.2946288806132813	1.519252683278961
locked_external	strict_recist	locked_external_melanoma_combination_transfer	platform_context	bulk_RNAseq_or_processed_expression	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	27	21	6	0.7777777777777778	16	0.4464485197217447	0.4464485197217447	0.4464485197217447	0.7619047619047619	0.9301116483889595	0.6666666666666666	0.6666666666666666	0.2820380374088831	0.7567567567567568	0.6666666666666666	0.6666666666666666	0.875	0.36363636363636365	0.2248711260257452	0.2768511998932794	1.2946288806132813	1.519252683278961
locked_external	strict_recist	locked_external_melanoma_combination_transfer	sampling_context	pretreatment_design_or_panel_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	locked_or_training_fold_threshold	27	21	6	0.7777777777777778	16	0.4464485197217447	0.4464485197217447	0.4464485197217447	0.7619047619047619	0.9301116483889595	0.6666666666666666	0.6666666666666666	0.2820380374088831	0.7567567567567568	0.6666666666666666	0.6666666666666666	0.875	0.36363636363636365	0.2248711260257452	0.2768511998932794	1.2946288806132813	1.519252683278961
