AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	model_name	cohort	n_samples	n_responders	n_nonresponders	threshold	calibration	train_cohorts	selection_boundary	endpoint	stratum
0.575	0.747470238095238	0.525	0.46153846153846156	0.05773502691896257	0.36363636363636365	0.25	0.8	0.6666666666666666	0.4	0.24226051269153082	0.14830813241096544	0.79086863119985	0.5785646391516295	EcoNiche-Opt-SignedRankResponseModulesCalibrated	GSE145996	13	8	5	0.5334802346099753	training_only_platt	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_melanoma_pd1_like_external
0.5731060606060606	0.5787465694242914	0.5617424242424243	0.5631067961165048	0.12334476352939013	0.5360824742268041	0.5416666666666666	0.5818181818181818	0.5306122448979592	0.5925925925925926	0.31953534325436284	0.26558137383762903	0.14702087454878315	-0.12637054358979427	EcoNiche-Opt-RawModulePrior	PHS000452_LIU_LIKE_PRE	103	48	55	0.39077794189971365	raw_sigmoid	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_melanoma_pd1_like_external
0.5337121212121212	0.49264151285258284	0.5776515151515151	0.5631067961165048	0.17051391890619946	0.628099173553719	0.7916666666666666	0.36363636363636365	0.5205479452054794	0.6666666666666666	0.3817596482766246	0.3667892449627884	0.07228467634206553	0.03142842500180857	EcoNiche-Opt-RankModulePrior	PHS000452_LIU_LIKE_PRE	103	48	55	0.03274771585310502	raw_sigmoid	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_melanoma_pd1_like_external
0.5337121212121212	0.49264151285258284	0.5776515151515151	0.5631067961165048	0.17051391890619946	0.628099173553719	0.7916666666666666	0.36363636363636365	0.5205479452054794	0.6666666666666666	0.27087889072862975	0.14984556375686123	0.14501329021593906	-0.14688732829380635	EcoNiche-Opt-RankModulePriorCalibrated	PHS000452_LIU_LIKE_PRE	103	48	55	0.38757662511708246	training_only_platt	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_melanoma_pd1_like_external
0.5704545454545454	0.520497430254108	0.5814393939393939	0.5728155339805825	0.16751133570984858	0.6071428571428571	0.7083333333333334	0.45454545454545453	0.53125	0.6410256410256411	0.29521904033554003	0.2225087858021444	0.146212785431152	-0.14692107513887342	EcoNiche-Opt-SignedRankResponseModules	PHS000452_LIU_LIKE_PRE	103	48	55	0.3710445592051202	raw_sigmoid	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_melanoma_pd1_like_external
0.5704545454545454	0.520497430254108	0.5814393939393939	0.5728155339805825	0.16751133570984858	0.6071428571428571	0.7083333333333334	0.45454545454545453	0.53125	0.6410256410256411	0.2773337622207439	0.14322071611128978	0.24297265825193778	-0.2569758649904721	EcoNiche-Opt-SignedRankResponseModulesCalibrated	PHS000452_LIU_LIKE_PRE	103	48	55	0.5334802346099753	training_only_platt	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_melanoma_pd1_like_external
0.575	0.7723099816849817	0.3875	0.38461538461538464	-0.21957751641341997	0.42857142857142855	0.375	0.4	0.5	0.2857142857142857	0.3172118189403036	0.3697105392890441	0.2887579809668471	0.580429371904649	EcoNiche-Opt-RawModulePrior	GSE145996	13	8	5	0.39077794189971365	raw_sigmoid	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
0.6	0.7593749999999999	0.5	0.6153846153846154	0.0	0.7619047619047619	1.0	0.0	0.6153846153846154		0.40184742431900317	0.404304640197424	0.4074928827615944	1.2769474862199843	EcoNiche-Opt-RankModulePrior	GSE145996	13	8	5	0.03274771585310502	raw_sigmoid	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
0.6	0.7593749999999999	0.5	0.6153846153846154	0.0	0.7619047619047619	1.0	0.0	0.6153846153846154		0.2267160068970312	0.2409586580977978	0.8174512809635087	0.271726306168813	EcoNiche-Opt-RankModulePriorCalibrated	GSE145996	13	8	5	0.38757662511708246	training_only_platt	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
0.575	0.747470238095238	0.525	0.46153846153846156	0.05773502691896257	0.36363636363636365	0.25	0.8	0.6666666666666666	0.4	0.3237570370735293	0.3529935720750312	0.47601170070017446	0.9368670354604048	EcoNiche-Opt-SignedRankResponseModules	GSE145996	13	8	5	0.3710445592051202	raw_sigmoid	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
0.575	0.747470238095238	0.525	0.46153846153846156	0.05773502691896257	0.36363636363636365	0.25	0.8	0.6666666666666666	0.4	0.24226051269153082	0.14830813241096544	0.79086863119985	0.5785646391516295	EcoNiche-Opt-SignedRankResponseModulesCalibrated	GSE145996	13	8	5	0.5334802346099753	training_only_platt	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
0.5611702127659575	0.5711379379879652	0.585676291793313	0.5922330097087378	0.17307077818806793	0.5333333333333333	0.5106382978723404	0.6607142857142857	0.5581395348837209	0.6166666666666667	0.293412756123334	0.20699626692454393	0.17260365092530397	-0.16043397682511717	EcoNiche-Opt-RawModulePrior	CBIO_LIU_DFCI_2019_PRE	103	47	56	0.39077794189971365	raw_sigmoid	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
0.5319148936170213	0.4801858393572262	0.5530015197568389	0.5436893203883495	0.10786324650511488	0.5688073394495413	0.6595744680851063	0.44642857142857145	0.5	0.6097560975609756	0.3935982234497094	0.39310820793835183	0.06771025195087485	0.024905574887453954	EcoNiche-Opt-RankModulePrior	CBIO_LIU_DFCI_2019_PRE	103	47	56	0.03274771585310502	raw_sigmoid	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
0.5319148936170213	0.4801858393572262	0.5530015197568389	0.5436893203883495	0.10786324650511488	0.5688073394495413	0.6595744680851063	0.44642857142857145	0.5	0.6097560975609756	0.26655966726553204	0.12492651992556122	0.13588500093210926	-0.14224909716042103	EcoNiche-Opt-RankModulePriorCalibrated	CBIO_LIU_DFCI_2019_PRE	103	47	56	0.38757662511708246	training_only_platt	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
0.5490121580547113	0.49434389682020846	0.49373100303951367	0.5145631067961165	-0.014199802997289812	0.32432432432432434	0.2553191489361702	0.7321428571428571	0.4444444444444444	0.5394736842105263	0.3184163995663047	0.26664047689492104	0.12352757345733945	-0.03894825118243284	EcoNiche-Opt-SignedRankResponseModules	CBIO_LIU_DFCI_2019_PRE	103	47	56	0.3710445592051202	raw_sigmoid	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
0.5490121580547113	0.49434389682020846	0.49373100303951367	0.5145631067961165	-0.014199802997289812	0.32432432432432434	0.2553191489361702	0.7321428571428571	0.4444444444444444	0.5394736842105263	0.2657820240962543	0.1468007481018655	0.20517444259448575	-0.1319671450628414	EcoNiche-Opt-SignedRankResponseModulesCalibrated	CBIO_LIU_DFCI_2019_PRE	103	47	56	0.5334802346099753	training_only_platt	GSE91061,GSE78220,PRJEB23709_PD1_PRE	training_only_no_external_labels	strict_recist	strict_cbio_liu_plus_gse145996
