query_direction	library	rank	perturbation_id	perturbation_name	cell_line	timepoint	dose	pvalue	zscore	combined_score	adjusted_pvalue	overlapping_genes	signature_genes_submitted	reversal_score	status	interpretation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	43	LJP007	NVP-TAE226	HT29	24H	0.12	0.00021804660985203623	118.70833333333333	1000.8064198202925	0.010415528758978661	GZMB;S100A9	9	1002.7887384978784	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	11	LJP006	mitoxantrone	MDAMB231	3H	10	1.4776297215694522e-05	89.54954954954955	996.013629126714	0.0027591376800942314	GNLY;GZMB;NKG7	9	998.5728557545374	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	44	LJP005	SB590885	BT20	24H	10	0.0002268935624318299	116.2798833819242	975.7079361806791	0.010591804028067696	CD163;S100A9	9	977.682966243923	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	45	LJP007	pazopanib	HA1E	24H	10	0.0002451086696044955	111.70868347338936	928.7246464608792	0.010944634942774647	CD163;S100A9	9	930.6854451805835	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	46	LJP009	SYK-inhibitor	HCC515	24H	3.33	0.0002451086696044955	111.70868347338936	928.7246464608792	0.010944634942774647	CD163;S100A9	9	930.6854451805835	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	1	LJP005	LDN-193189	SKBR3	24H	3.33	1.212808593434432e-06	66.92592592592592	911.7032269554658	0.00089001858882871	ZEB1;HLA-B;CD3D;PSMB9	15	914.7538278781002	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	47	LJP006	BMS-387032	MCF10A	3H	0.12	0.00025447657793138006	109.55494505494505	906.7097843462694	0.011121167895128821	NKG7;S100A9	9	908.6636339489716	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	4	LJP006	alvocidib	MCF7	24H	3.33	1.4496709284278158e-05	80.33467741935483	895.0559486303971	0.006933051215206029	AXL;CD3D;PSMB9	15	897.2150242220057	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	2	LJP006	BMS-387032	MCF7	24H	0.37	1.3018875354345573e-06	65.70247933884298	890.3799867766476	0.00089001858882871	AXL;HLA-B;CD3D;PSMB9	15	893.430587699282	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	48	LJP005	enzastaurin	MCF7	24H	10	0.0002640178919425577	107.48247978436657	885.6012133889432	0.011297765626041947	TGFB1;S100A9	9	887.5482208279581	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	3	LJP006	AT-7519	MCF7	24H	1.11	1.3957426902698015e-06	64.52272727272727	869.9008218963028	0.00089001858882871	AXL;HLA-B;CD3D;PSMB9	15	872.9514228189372	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	49	LJP009	GSK-2334470	HA1E	24H	10	0.0002836202452128778	103.56363636363636	845.8947720867603	0.011827859868409433	NKG7;S100A9	9	847.8218659162171	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	51	LJP007	BMS-777607	HT29	24H	10	0.00029368103860218163	101.70918367346938	827.2024468729409	0.011827859868409433	TGFB1;S100A9	9	829.1295407023977	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	50	LJP008	(-)-JQ1	HA1E	24H	10	0.00029368103860218163	101.70918367346938	827.2024468729409	0.011827859868409433	PRF1;GZMB	9	829.1295407023977	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	54	LJP006	KIN001-043	HCC515	24H	1.11	0.00032490041181897696	96.52300242130751	775.2719685697144	0.012358248997707013	GNLY;GZMB	9	777.1800116284522	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	52	LJP006	selumetinib	MDAMB231	3H	10	0.00032490041181897696	96.52300242130751	775.2719685697144	0.012358248997707013	PRF1;NKG7	9	777.1800116284522	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	53	LJP005	trametinib	PC3	24H	10	0.00032490041181897696	96.52300242130751	775.2719685697144	0.012358248997707013	TGFB1;S100A9	9	777.1800116284522	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	13	LJP006	AS-605240	HT29	24H	10	2.676272496216026e-05	72.99632352941177	768.5418286470122	0.004228510544021321	TGFB1;GNLY;S100A9	9	770.9156412291466	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	26	LJP006	mitoxantrone	MCF7	3H	0.37	0.0003079452853975245	93.01631701631702	752.0916571878076	0.022045534601633027	HLA-B;PSMB9	15	753.7483365529273	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	55	LJP007	AZ-628	HA1E	24H	10	0.0003803819833564485	88.95982142857143	700.4993990645605	0.014205538069348095	CD163;S100A9	9	702.3469413762289	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	28	LJP006	BMS-345541	LNCAP	3H	3.33	0.0003633691227089321	85.25213675213675	675.2047128538046	0.023969832129040938	S100A8;PSMB9	15	676.8250478613098	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	29	LJP009	olaparib	MCF7	24H	10	0.0003633691227089321	85.25213675213675	675.2047128538046	0.023969832129040938	HLA-B;S100A8	15	676.8250478613098	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	57	CPC006	mln2238	WSUDLCL2	6H	10.0	0.00040377900206164984	86.25541125541126	674.0552332096978	0.014473218758799119	TGFB1;GZMB	9	675.8946680832967	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	56	CPC014	BRD-K83972459	PHH	24H	10.0	0.00040377900206164984	86.25541125541126	674.0552332096978	0.014473218758799119	CD163;TGFB1	9	675.8946680832967	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	59	LJP007	motesanib	HEPG2	24H	10	0.00041573510553512564	84.96375266524521	661.4820903585338	0.014473218758799119	CD163;S100A9	9	663.3215252321327	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	58	LJP007	DCC-2036	A375	24H	1.11	0.00041573510553512564	84.96375266524521	661.4820903585338	0.014473218758799119	TGFB1;S100A9	9	663.3215252321327	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	14	LJP006	BMS-387032	HME1	3H	1.11	3.777693906090379e-05	64.83006535947712	660.2171793686081	0.005542416630792599	GNLY;NKG7;S100A9	9	662.4734801994439	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	5	LJP005	mitoxantrone	HT29	24H	0.37	2.9167661696073497e-05	62.99367088607595	657.8082546737699	0.0092996228040981	HLA-B;S100A8;PSMB9	15	659.8397893399923	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	6	LJP006	A443654	MCF7	24H	10	2.9167661696073497e-05	62.99367088607595	657.8082546737699	0.0092996228040981	AXL;HLA-B;PSMB9	15	659.8397893399923	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	60	LJP008	AZ20	HCC515	24H	10	0.00042786277535055014	83.71008403361344	649.3146811939207	0.014647169009500501	CD163;S100A9	9	651.1489275011323	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	61	LJP006	fostamatinib	HME1	3H	3.33	0.0004401618893536392	82.4927536231884	637.5343547242987	0.014757250739413186	PRF1;NKG7	9	639.36534926789	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	63	LJP007	A66	HA1E	24H	10	0.00045263232550293614	81.31020408163265	626.123567789527	0.014757250739413186	CD163;S100A9	9	627.9545623331182	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	62	LJP006	GSK-1904529A	HT29	24H	10	0.00045263232550293614	81.31020408163265	626.123567789527	0.014757250739413186	PRF1;S100A9	9	627.9545623331182	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	64	LJP008	AZ20	PC3	24H	3.33	0.00046527396164461245	80.16096579476861	615.0658047802893	0.014878636849565112	CD163;S100A9	9	616.8932416364337	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	15	LJP006	AZD-5438	MCF10A	3H	10	4.4656297167251094e-05	61.20061728395062	613.0169149023247	0.006114935625435584	GNLY;GZMB;NKG7	9	615.2305230129336	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	65	LJP005	mitoxantrone	MCF7	3H	3.33	0.0004780866757893366	79.0436507936508	604.3455041138966	0.014878636849565112	NKG7;S100A9	9	606.1729409700409	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	66	LJP007	AT7867	HA1E	24H	3.33	0.0004780866757893366	79.0436507936508	604.3455041138966	0.014878636849565112	GZMB;S100A9	9	606.1729409700409	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	31	LJP005	dovitinib	HA1E	24H	0.12	0.0004442668898982965	76.71153846153847	592.1428914459784	0.026998621947798545	CD3D;S100A8	15	593.7115498483283	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	7	LJP006	AT-7519	MCF7	24H	10	3.728516638842327e-05	57.84593023255814	589.8500333515501	0.009845873739176702	AXL;HLA-B;PSMB9	15	591.8567790893527	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	67	LJP007	AZ-628	HT29	24H	0.04	0.0005042248502056325	76.8996138996139	583.859415579054	0.01545787824361745	GNLY;PRF1	9	585.6702656968667	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	32	LJP005	WH-4-025	HEPG2	24H	1.11	0.00046573681352710507	74.83677298311444	574.139479895918	0.026998621947798545	HLA-B;S100A8	15	575.708138298268	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	33	LJP009	regorafenib	A549	24H	10	0.00046573681352710507	74.83677298311444	574.139479895918	0.026998621947798545	HLA-B;PSMB9	15	575.708138298268	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	68	CPC002	beclomethasone dipropionate	HCC515	24H	10.0	0.000531045873820972	74.86842105263158	564.557468792758	0.016040709188651126	CD163;TGFB1	9	566.3522452274439	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	8	LJP006	A443654	MCF7	24H	3.33	4.1174589604502675e-05	55.8876404494382	564.3360261212877	0.009845873739176702	AXL;HLA-B;PSMB9	15	566.3427718590902	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	34	LJP005	ruxolitinib	HA1E	24H	10	0.00048770361358673397	73.05128205128206	557.074662869983	0.027440500376218296	HLA-B;PSMB9	15	558.6362708435369	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	69	LJP006	geldanamycin	MCF10A	3H	3.33	0.0005585487724355496	72.94139194139194	546.3433247063356	0.016333739511421447	TGFB1;S100A9	9	548.1302390811057	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	70	LJP005	radicicol	MCF10A	3H	0.37	0.0005585487724355496	72.94139194139194	546.3433247063356	0.016333739511421447	GNLY;GZMB	9	548.1302390811057	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	71	CPC010	itavastatin ca	HEPG2	6H	10.0	0.0005725556206535268	72.01446654611212	537.6168470388899	0.016333739511421447	CD163;TGFB1	9	539.40376141366	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	72	LJP009	JNK-IN-5A	PC3	24H	0.37	0.0005725556206535268	72.01446654611212	537.6168470388899	0.016333739511421447	GNLY;NKG7	9	539.40376141366	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	17	LJP009	KIN001-265	A375	24H	10	6.177942954095573e-05	54.72375690607735	530.3793742123414	0.007103060933371366	PRF1;GZMB;S100A9	9	532.5279286720727	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	75	LJP005	linsitinib	MCF7	3H	3.33	0.000630282836882989	68.53012048192771	505.02188772388456	0.01726134595943546	PRF1;GZMB	9	506.7848130669222	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	74	LJP005	AS-601245	MCF7	3H	0.37	0.000630282836882989	68.53012048192771	505.02188772388456	0.01726134595943546	PRF1;GZMB	9	506.7848130669222	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	73	LJP006	PF-562271	HME1	3H	1.11	0.000630282836882989	68.53012048192771	505.02188772388456	0.01726134595943546	NKG7;TAP1	9	506.7848130669222	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	20	LJP006	CGP-60474	HME1	3H	0.12	7.011432385121074e-05	52.386243386243386	501.09450550794986	0.007103060933371366	GNLY;GZMB;NKG7	9	503.2430599676811	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	76	LJP006	JW-7-24-1	A375	24H	10	0.0006451389896168581	67.71088435374149	497.4071883260797	0.01733985937354919	TGFB1;S100A9	9	499.1681427550582	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	9	LJP005	PF-431396	MCF7	24H	10	5.604327539006671e-05	50.217171717171716	491.5952973947183	0.010721078582119762	AXL;HLA-B;PSMB9	15	493.565058915453	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	10	LJP005	nilotinib	SKBR3	24H	10	5.604327539006671e-05	50.217171717171716	491.5952973947183	0.010721078582119762	HLA-B;HLA-A;PSMB9	15	493.565058915453	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	35	LJP006	AS-605240	HEPG2	24H	0.37	0.0006049677843536496	65.26350245499182	483.6244393301046	0.03306581061338662	S100A8;PSMB9	15	485.1050601561387	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	79	LJP009	regorafenib	A375	24H	10	0.0006753596640136004	66.12956810631229	482.76338297998353	0.01733985937354919	GZMB;S100A9	9	484.5243374089621	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	80	LJP005	NU-7441	MCF7	24H	10	0.0006753596640136004	66.12956810631229	482.76338297998353	0.01733985937354919	TGFB1;S100A9	9	484.5243374089621	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	77	LJP006	AZD-5438	HEPG2	24H	3.33	0.0006753596640136004	66.12956810631229	482.76338297998353	0.01733985937354919	NKG7;S100A9	9	484.5243374089621	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	78	LJP006	selumetinib	HME1	3H	10	0.0006753596640136004	66.12956810631229	482.76338297998353	0.01733985937354919	TGFB1;GNLY	9	484.5243374089621	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	81	LJP006	canertinib	HME1	3H	3.33	0.0006907239434039323	65.36617405582923	475.7200012828067	0.0175153948117491	TGFB1;NKG7	9	477.47658135167933	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	11	LJP006	AT-7519	MCF7	24H	3.33	6.830726252783311e-05	46.884433962264154	449.69178880975613	0.011418557438591844	AXL;HLA-B;PSMB9	15	451.6341775688964	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	82	LJP005	PF-431396	MCF7	3H	10	0.0007538711818591292	62.480376766091055	449.2519689568873	0.01888355375047136	NKG7;S100A9	9	450.9758852281019	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	36	LJP006	AZD-7762	MCF7	24H	0.37	0.0006812468428374356	61.33846153846154	447.25465799162714	0.03620070028744484	HLA-B;S100A8	15	448.69594101976713	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	83	LJP006	AZD-5438	MCF10A	3H	3.33	0.0008197168084671879	59.8375939849624	425.2389512416095	0.019981095424639467	GNLY;NKG7	9	426.9383319477178	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	84	LJP006	PI-103	A549	24H	0.37	0.0008197168084671879	59.8375939849624	425.2389512416095	0.019981095424639467	GZMB;S100A9	9	426.9383319477178	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	85	LJP008	I-BET151	HEPG2	24H	1.11	0.0008365989320929864	59.211309523809526	419.5811550666976	0.019981095424639467	CD163;S100A9	9	421.2805357728059	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	86	LJP006	QL-XII-47	A549	24H	0.37	0.0008365989320929864	59.211309523809526	419.5811550666976	0.019981095424639467	GZMB;S100A9	9	421.2805357728059	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	37	LJP006	alvocidib	MCF7	24H	0.12	0.000761944761699299	57.8577648766328	415.3977202918273	0.03939460349002051	AXL;PSMB9	15	416.80228355820026	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	87	LJP008	(+)-JQ1	HA1E	24H	0.37	0.0008536491010186947	58.597938144329895	414.0524647164975	0.020153968430947113	PRF1;GZMB	9	415.7481041425479	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	12	LJP006	BMS-345541	MCF7	24H	10	8.220992695516249e-05	43.9646017699115	413.54135382889564	0.011418557438591844	AXL;HLA-B;CD3D	15	415.4837425880359	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	88	LJP009	PD-0325901	A375	24H	0.12	0.000870867194754317	57.99708454810496	408.64867956136595	0.020326832023015537	GZMB;S100A9	9	410.34060986310817	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	13	LJP006	alvocidib	MCF7	24H	10	8.869344775165415e-05	42.821120689655174	399.53495324999557	0.011418557438591844	AXL;HLA-B;PSMB9	15	401.47734200913584	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	38	LJP009	BI-2536	HA1E	24H	3.33	0.0008181896125140755	55.74825174825175	396.2817896791765	0.04118938759840596	HLA-B;PSMB9	15	397.667004344239	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	14	LJP006	CGP-60474	MCF7	24H	0.04	9.092667101349807e-05	42.452991452991455	395.04449452470897	0.011418557438591844	AXL;HLA-B;PSMB9	15	396.98688328384924	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	15	LJP006	CGP-60474	MCF7	24H	10	9.319637507124313e-05	42.09110169491525	390.63916947468584	0.011418557438591844	AXL;HLA-B;PSMB9	15	392.5815582338261	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	89	LJP005	pelitinib	MCF10A	3H	10	0.0009414164080052198	55.71148459383753	388.20458857334756	0.021726621371266533	TGFB1;S100A9	9	389.8675963773491	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	16	LJP006	mitoxantrone	MCF7	24H	3.33	9.550283273260299e-05	41.73529411764706	386.3166837247509	0.011418557438591844	AXL;HLA-B;PSMB9	15	388.25907248389115	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	39	LJP006	BI-2536	MCF7	3H	1.11	0.0008763853887510972	53.78677462887989	378.64300597230147	0.04228258417649672	HLA-B;PSMB9	15	380.0168444501633	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	90	CPC014	BRD-A52193669	PHH	24H	10.0	0.0009960856277600272	54.11156462585034	374.00167464672495	0.022732887549101067	CD163;TGFB1	9	375.64502004307246	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	17	LJP006	selumetinib	HME1	24H	1.11	0.00010510163594627498	40.36991869918699	369.81197942502234	0.011609914358964421	HLA-B;HLA-A;PSMB9	15	371.747150408864	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	40	LJP008	dasatinib	HA1E	24H	0.12	0.0009062132520838294	52.856763925729446	370.3269570822188	0.04228258417649672	HLA-B;PSMB9	15	371.7007955600807	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	41	LJP006	AZD-5438	SKBR3	24H	1.11	0.0009062132520838294	52.856763925729446	370.3269570822188	0.04228258417649672	ITGB7;PSMB9	15	371.7007955600807	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	91	LJP008	tanespimycin	PC3	24H	10	0.00101464278537308	53.59838274932615	369.4653723292254	0.022901937155563806	GNLY;S100A9	9	371.1055001106239	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	19	LJP006	BMS-387032	MCF7	24H	1.11	0.00011531017920560586	39.09055118110236	354.4686168356995	0.011609914358964421	AXL;HLA-B;PSMB9	15	356.40378781954115	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
upregulate_resistance_down_genes	LINCS_L1000_Chem_Pert_up	18	LJP006	selumetinib	HME1	24H	3.33	0.00011531017920560586	39.09055118110236	354.4686168356995	0.011609914358964421	HLA-B;HLA-A;S100A8	15	356.40378781954115	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
downregulate_resistance_up_genes	LINCS_L1000_Chem_Pert_down	92	CPC006	vorinostat	SKM1	6H	11.1	0.0010905386347973515	51.63896103896104	352.23366739450324	0.024253125102257737	TGFB1;GZMB	9	353.84889968755584	LINCS_Enrichr_hypothesis	signature-reversal hypothesis only; not a clinical recommendation
