candidate	n_samples	n_responders	n_nonresponders	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept
0.80*base+0.20*rz__CD247	116	56	60	0.6898809523809525	0.7050226362392582	0.5880952380952381	0.5948275862068966	0.19181189520206898	0.4835164835164835	0.39285714285714285	0.7833333333333333	0.6285714285714286	0.5802469135802469	0.23278159344806884	0.1295179318524255	0.6639046706239362	0.31957411954950654
