selection_id	candidate	prior	transform_policy	device	gpu_name	selection_boundary	primary_AUROC	primary_AUPRC	primary_balanced_accuracy	strict_external_AUROC	strict_external_AUPRC	strict_external_balanced_accuracy	strict_external_ECE	family_mean_AUROC	delta_vs_family_mean	two_sided_fdr_q	claim_level
gpu_immune_primary_selected_rescue_combo	0.80*base+0.20*rz__CD247	immune	robust_only	cuda	NVIDIA GeForce RTX 4070 Laptop GPU	candidate_and_weight_selected_by_primary_lodo_only_with_biological_prior	0.7781269641734757	0.6610321871074845	0.6934318038969202	0.6898809523809525	0.7050226362392582	0.5880952380952381	0.1295179318524255	0.5666666666666667	0.12358335546057964	0.011	family_point_estimate_only
