AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	cohort	model_name	n_samples	n_responders	n_nonresponders
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.645313406096032e-07	0.00015483005194175977	1.4291089272623332	0.0136210700408496	demo_cohort_1	EcoNiche-Opt	48	24	24
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.2982271398310768e-07	0.00011157608637457548	1.3739646377556938	-0.05633941953465088	demo_cohort_2	EcoNiche-Opt	48	24	24
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.169319500782425e-07	0.00016095437443593358	1.4261312218497393	-0.042227513922352314	demo_cohort_3	EcoNiche-Opt	48	24	24
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.307019849908129e-08	4.8293536337705124e-05	1.2418530134674501	-0.03780810307096291	demo_cohort_4	EcoNiche-Opt	48	24	24
