endpoint	stratum	baseline_model	n_samples	target_AUROC	baseline_AUROC	delta_AUROC	bootstrap_mean_delta	ci_low	ci_high	p_value	fdr_q	claim_level
primary_recist	melanoma_recist_supported_primary	IFNG	131	0.6845588235294118	0.6397058823529411	0.04485294117647065	0.04485407105172092	-0.001710412012906459	0.09432145352900066	0.062	0.10145454545454546	point_estimate_only
primary_recist	melanoma_recist_supported_primary	CXCL9	131	0.6845588235294118	0.649264705882353	0.03529411764705881	0.03489441358607765	-0.014743146474890952	0.0873961834733893	0.186	0.20925	point_estimate_only
primary_recist	melanoma_recist_supported_primary	TIG	131	0.6845588235294118	0.6443627450980393	0.04019607843137252	0.040117159526537216	0.00023448773448786522	0.08587135640348711	0.05	0.09	point_estimate_only
primary_recist	melanoma_recist_supported_primary	TIDE_dysfunction	131	0.6845588235294118	0.6455882352941177	0.03897058823529409	0.03901720958224259	-0.008788754114593093	0.08761443852043785	0.116	0.13920000000000002	point_estimate_only
primary_recist	melanoma_recist_supported_primary	APM	131	0.6845588235294118	0.6419117647058823	0.04264705882352948	0.04283269326866115	-0.025119886633044573	0.11338986952605705	0.216	0.22870588235294118	point_estimate_only
primary_recist	melanoma_recist_supported_primary	CYT	131	0.6845588235294118	0.6242647058823529	0.06029411764705883	0.05954063280477346	0.009035889355742222	0.11338741566536865	0.012	0.036	FDR_supported
primary_recist	melanoma_recist_supported_primary	IPRES	131	0.6845588235294118	0.5732843137254903	0.1112745098039215	0.10795023980636492	-0.023901339335513725	0.23928266888150607	0.096	0.12342857142857143	point_estimate_only
primary_recist	melanoma_recist_supported_primary	TIDE_exclusion	131	0.6845588235294118	0.5392156862745099	0.1453431372549019	0.14268391986969994	0.004133077837980756	0.27690637269308727	0.04	0.088	point_estimate_only
primary_recist	melanoma_core_high_evidence	IFNG	117	0.7049025769956003	0.6643620364550596	0.04054054054054068	0.04168727559448328	-0.0058649982529699555	0.09142357642357656	0.094	0.12085714285714286	point_estimate_only
primary_recist	melanoma_core_high_evidence	CXCL9	117	0.7049025769956003	0.6656191074795725	0.03928346951602779	0.04029790273508931	-0.011449268205082184	0.09330478050864653	0.136	0.15300000000000002	point_estimate_only
primary_recist	melanoma_core_high_evidence	TIG	117	0.7049025769956003	0.6656191074795725	0.03928346951602779	0.039738580734399946	-0.0012624956639943005	0.08344396603860467	0.06	0.11099999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	TIDE_dysfunction	117	0.7049025769956003	0.6546197360150849	0.050282840980515386	0.050947241626052145	-0.002893943523724393	0.10525193771937795	0.068	0.11099999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	APM	117	0.7049025769956003	0.6637335009428034	0.04116907605279696	0.041442223700593674	-0.029292986425339413	0.11378718216049466	0.246	0.2604705882352941	point_estimate_only
primary_recist	melanoma_core_high_evidence	CYT	117	0.7049025769956003	0.6297925832809553	0.075109993714645	0.07567196506701329	0.023253741242797478	0.13271604938271608	0.008	0.036	FDR_supported
primary_recist	melanoma_core_high_evidence	IPRES	117	0.7049025769956003	0.5669390320553112	0.13796354494028917	0.14031033242062654	-0.006551900866641986	0.2919169719169719	0.07	0.11099999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	TIDE_exclusion	117	0.7049025769956003	0.5436832181018227	0.1612193588937776	0.16117450702082964	0.006978442728442724	0.31013981066865687	0.042	0.0945	point_estimate_only
