endpoint	stratum	holdout	candidate	inner_mean_AUROC	inner_mean_AUPRC	inner_mean_balanced_accuracy	selection_score
strict_recist	melanoma_core_plus_phs000452	GSE78220	module_logistic_l1_C1	0.6570833159975037	0.6358025482272204	0.616320990222592	0.7196894929199943
strict_recist	melanoma_core_plus_phs000452	GSE78220	module_logistic_l2_C0.05	0.6617492198876639	0.6590205770764588	0.5996966229803758	0.7246850798905057
strict_recist	melanoma_core_plus_phs000452	GSE78220	module_logistic_l2_C0.25	0.6513798280285695	0.6290958817749559	0.6377081166354621	0.7147200279490905
strict_recist	melanoma_core_plus_phs000452	GSE78220	module_logistic_l2_C1	0.6467458567367034	0.629804901607614	0.6106546876083488	0.7087688361975015
strict_recist	melanoma_core_plus_phs000452	PRJEB23709_PD1_PRE	module_prior_composite	0.6219933689498908	0.5978242005799889	0.5194531555401122	0.6778572367558958
strict_recist	melanoma_core_plus_phs000452	PRJEB23709_PD1_PRE	module_positive_composite	0.590933819803385	0.6011130676577202	0.5254083597561858	0.6472598911740802
strict_recist	melanoma_core_plus_phs000452	PRJEB23709_PD1_PRE	module_logistic_l1_C0.05	0.5	0.4325797659130992	0.5	0.546628988295655
strict_recist	melanoma_core_plus_phs000452	PRJEB23709_PD1_PRE	module_logistic_l1_C0.25	0.5742034776817385	0.5627313391219922	0.5261715096497706	0.6286486201203266
strict_recist	melanoma_core_plus_phs000452	PRJEB23709_PD1_PRE	module_logistic_l1_C1	0.5008250879555227	0.5053370600170219	0.4919673080542646	0.550690306359087
strict_recist	melanoma_core_plus_phs000452	PRJEB23709_PD1_PRE	module_logistic_l2_C0.05	0.5454905674036109	0.5309067577923966	0.5457638014159754	0.5993240953640295
strict_recist	melanoma_core_plus_phs000452	PRJEB23709_PD1_PRE	module_logistic_l2_C0.25	0.5093551665725579	0.5125324013942355	0.5278405652318696	0.5613738149038631
strict_recist	melanoma_core_plus_phs000452	PRJEB23709_PD1_PRE	module_logistic_l2_C1	0.4913835729487903	0.5039374663367633	0.4528491798057015	0.5392229052559135
strict_recist	melanoma_core_plus_phs000452	PHS000452_LIU_LIKE_PRE	module_prior_composite	0.7098243099387265	0.6816287085751004	0.6515686687454422	0.7764841788047535
strict_recist	melanoma_core_plus_phs000452	PHS000452_LIU_LIKE_PRE	module_positive_composite	0.6603891627060963	0.6678288336588659	0.5609111616834729	0.7218261624732132
strict_recist	melanoma_core_plus_phs000452	PHS000452_LIU_LIKE_PRE	module_logistic_l1_C0.05	0.5	0.4548019881353215	0.5	0.5477400994067662
strict_recist	melanoma_core_plus_phs000452	PHS000452_LIU_LIKE_PRE	module_logistic_l1_C0.25	0.6044190744419576	0.5859417868912983	0.5899156335655192	0.6632119454647984
strict_recist	melanoma_core_plus_phs000452	PHS000452_LIU_LIKE_PRE	module_logistic_l1_C1	0.621540578033713	0.5832271218335804	0.596066462141977	0.6805052572324909
strict_recist	melanoma_core_plus_phs000452	PHS000452_LIU_LIKE_PRE	module_logistic_l2_C0.05	0.6630908374615468	0.6284581648580777	0.6381717252998718	0.7264223319694443
strict_recist	melanoma_core_plus_phs000452	PHS000452_LIU_LIKE_PRE	module_logistic_l2_C0.25	0.6394318781904594	0.6087693535005129	0.6319605451756481	0.7014683731242675
strict_recist	melanoma_core_plus_phs000452	PHS000452_LIU_LIKE_PRE	module_logistic_l2_C1	0.6174572090762022	0.5921684483369914	0.6145733271305354	0.6777942978495786
strict_recist	melanoma_binary_response_stress	GSE168204	module_prior_composite				-inf
strict_recist	melanoma_binary_response_stress	GSE168204	module_positive_composite				-inf
strict_recist	melanoma_binary_response_stress	GSE168204	module_logistic_l1_C0.05				-inf
strict_recist	melanoma_binary_response_stress	GSE168204	module_logistic_l1_C0.25				-inf
strict_recist	melanoma_binary_response_stress	GSE168204	module_logistic_l1_C1				-inf
strict_recist	melanoma_binary_response_stress	GSE168204	module_logistic_l2_C0.05				-inf
strict_recist	melanoma_binary_response_stress	GSE168204	module_logistic_l2_C0.25				-inf
strict_recist	melanoma_binary_response_stress	GSE168204	module_logistic_l2_C1				-inf
strict_recist	melanoma_binary_response_stress	GSE115821	module_prior_composite				-inf
strict_recist	melanoma_binary_response_stress	GSE115821	module_positive_composite				-inf
strict_recist	melanoma_binary_response_stress	GSE115821	module_logistic_l1_C0.05				-inf
strict_recist	melanoma_binary_response_stress	GSE115821	module_logistic_l1_C0.25				-inf
strict_recist	melanoma_binary_response_stress	GSE115821	module_logistic_l1_C1				-inf
strict_recist	melanoma_binary_response_stress	GSE115821	module_logistic_l2_C0.05				-inf
strict_recist	melanoma_binary_response_stress	GSE115821	module_logistic_l2_C0.25				-inf
strict_recist	melanoma_binary_response_stress	GSE115821	module_logistic_l2_C1				-inf
strict_recist	pan_cancer_response_all	GSE115821	module_prior_composite	0.6619198550676507	0.6450069314595653	0.5963273083626384	0.723986567058761
strict_recist	pan_cancer_response_all	GSE115821	module_positive_composite	0.6605334380287562	0.6530680626298001	0.6385253505327827	0.7251131086868854
strict_recist	pan_cancer_response_all	GSE115821	module_logistic_l1_C0.05	0.6608641065999923	0.6604544255425517	0.6096805421651583	0.7243708549853778
strict_recist	pan_cancer_response_all	GSE115821	module_logistic_l1_C0.25	0.63781638905969	0.6428043328328902	0.6186160031237657	0.7008874058575227
strict_recist	pan_cancer_response_all	GSE115821	module_logistic_l1_C1	0.6411844357299172	0.6439362184553826	0.6355586818108664	0.7051591807432297
strict_recist	pan_cancer_response_all	GSE115821	module_logistic_l2_C0.05	0.6467894839537597	0.6466116720491025	0.6325837865235979	0.7107492568823947
strict_recist	pan_cancer_response_all	GSE115821	module_logistic_l2_C0.25	0.6474583159825738	0.6476020647629456	0.6257975030918872	0.7111282943753154
strict_recist	pan_cancer_response_all	GSE115821	module_logistic_l2_C1	0.6477533080350332	0.642807911677557	0.636701794878532	0.7117287933628376
strict_recist	pan_cancer_response_all	GSE136961	module_prior_composite	0.6398400829878785	0.6210244324770664	0.588442211003857	0.7003134151619247
strict_recist	pan_cancer_response_all	GSE136961	module_positive_composite	0.6534109309062491	0.635480877734923	0.6005804542260998	0.7152139975043003
strict_recist	pan_cancer_response_all	GSE136961	module_logistic_l1_C0.05	0.6491625027826682	0.6311814590805782	0.6005995368505107	0.7107515525792226
strict_recist	pan_cancer_response_all	GSE136961	module_logistic_l1_C0.25	0.6255337390612249	0.6133420002805439	0.6113130747801134	0.6867664928142577
