endpoint	stratum	model_name	threshold	net_benefit	treat_all_net_benefit	treat_none_net_benefit	net_benefit_vs_treat_all	net_benefit_vs_treat_none	n_samples	prevalence
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModuleIFNConsensus	0.55	0.04374999999999993	-0.04166666666666685	0.0	0.08541666666666678	0.04374999999999993	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModuleIFNConsensus	0.6	0.015625000000000056	-0.1718749999999999	0.0	0.18749999999999994	0.015625000000000056	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModuleIFNConsensus	0.65	-0.020535714285714296	-0.3392857142857144	0.0	0.3187500000000001	-0.020535714285714296	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModuleIFNConsensus	0.7	-0.031249999999999972	-0.5624999999999998	0.0	0.5312499999999998	-0.031249999999999972	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModuleIFNConsensus	0.75	-0.03125	-0.875	0.0	0.84375	-0.03125	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModuleIFNConsensus	0.8	-0.16875000000000007	-1.3437500000000004	0.0	1.1750000000000003	-0.16875000000000007	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModuleIFNConsensus	0.85	-0.09791666666666667	-2.1249999999999996	0.0	2.0270833333333327	-0.09791666666666667	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModuleIFNConsensus	0.9	-0.10000000000000003	-3.687500000000001	0.0	3.587500000000001	-0.10000000000000003	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModuleIFNConsensus	0.95	0.00625	-8.374999999999991	0.0	8.38124999999999	0.00625	160	0.53125
clinical_benefit	melanoma_anti_pd1_primary	EcoNiche-Opt-ModulePrior	0.05	0.506578947368421	0.506578947368421	0.0	0.0	0.506578947368421	160	0.53125
