group_id	target_model	baseline_family	n_samples	n_signatures	target_AUROC	family_mean_AUROC	best_signature	best_signature_AUROC	delta_vs_family_mean	ci_low	ci_high	two_sided_p	two_sided_fdr_q	claim_level
strict_current_gse145996_phs000452	0.35*base+0.65*(0.35*pct__PLA2G2D+0.65*rz__PIK3CD)	eight_strong_signatures	116	8	0.7196428571428571	0.5666666666666667	CXCL9	0.5901785714285713	0.1523870019261845	0.0701388888888888	0.2323168974989758	0.0	0.0	strict_external_family_FDR_supported_numeric_target_met
cbio_liu_dfci_only	0.35*base+0.65*(0.35*pct__PLA2G2D+0.65*rz__PIK3CD)	eight_strong_signatures	103	8	0.7006079027355624	0.5645896656534954	APM	0.5889057750759878	0.1362304103147616	0.0487994710031349	0.224986499628587	0.0	0.0	strict_external_family_FDR_supported_numeric_target_met
strict_cbio_liu_plus_gse145996	0.35*base+0.65*(0.35*pct__PLA2G2D+0.65*rz__PIK3CD)	eight_strong_signatures	116	8	0.730849478390462	0.5525335320417288	TIDE_dysfunction	0.5855439642324889	0.1790777000599934	0.0879592245133196	0.2660821217845459	0.0	0.0	strict_external_family_FDR_supported_numeric_target_met
