selection_id	candidate	prior	base_weight_policy	device	gpu_name	selection_boundary	primary_AUROC	primary_AUPRC	primary_balanced_accuracy	primary_min_fold_AUROC	strict_external_AUROC	strict_external_AUPRC	strict_external_balanced_accuracy	strict_external_ECE	cbio_liu_AUROC	cbio_liu_AUPRC	cbio_liu_balanced_accuracy	cbio_liu_ECE	cbio_family_mean_AUROC	cbio_delta_vs_family_mean	cbio_two_sided_fdr_q	cbio_claim_level
gpu_lipid_pair_component_dominant_primary_selected_rescue	0.35*base+0.65*(0.50*pct__PLA2G2D+0.50*rz__PIK3CD)	lipid_pi3k_pair	component_dominant	cuda	NVIDIA GeForce RTX 4070 Laptop GPU	pair_candidate_and_weights_selected_by_primary_lodo_only_lipid_pi3k_prior_no_external_labels	0.7765556253928346	0.6973425043687086	0.6277498428661219	0.5824175824175823	0.7086309523809524	0.7368815847540124	0.6327380952380952	0.07792525966491166	0.7036474164133739	0.7100123610670487	0.6439969604863222	0.10474582873179612	0.5645896656534954	0.13896983874121766	0.001	strict_external_family_FDR_supported_numeric_target_met
