group_id	endpoint	candidate	n_samples	n_responders	n_nonresponders	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept
strict_current_gse145996_phs000452	strict_recist	0.35*base+0.65*(0.50*pct__PLA2G2D+0.50*rz__PIK3CD)	116	56	60	0.7086309523809524	0.7368815847540124	0.6327380952380952	0.6293103448275862	0.2702226454392002	0.656	0.7321428571428571	0.5333333333333333	0.5942028985507246	0.6808510638297872	0.21665259289713285	0.07792525966491166	0.768986449279292	0.1709127636259829
cbio_liu_dfci_only	strict_recist	0.35*base+0.65*(0.50*pct__PLA2G2D+0.50*rz__PIK3CD)	103	47	56	0.7036474164133739	0.7100123610670487	0.6439969604863222	0.6407766990291263	0.2872310218286051	0.6336633663366337	0.6808510638297872	0.6071428571428571	0.5925925925925926	0.6938775510204082	0.21458006104802627	0.10474582873179612	1.0696748380600687	0.23865964479198912
strict_cbio_liu_plus_gse145996	strict_recist	0.35*base+0.65*(0.50*pct__PLA2G2D+0.50*rz__PIK3CD)	116	55	61	0.7099850968703427	0.7313496513259544	0.6469448584202683	0.646551724137931	0.2934963192593358	0.6371681415929203	0.6545454545454545	0.639344262295082	0.6206896551724138	0.6724137931034483	0.21653748972462553	0.10709965646523857	0.9098793704192089	0.3150616856127541
