endpoint	stratum	holdout	selected_model	model_name	feature	weight	weight_type	state	direction	training_abs_correlation	direction_stability	state_prior_seed	state_candidate_score	source_state	target_state	gene_a	gene_b	edge_class	generation	best_AUROC	best_AUPRC	best_ECE	backend
primary_recist	melanoma_recist_supported_primary	GSE91061	module_prior_composite	EcoNiche-Opt-HeuristicEcology	ifn_t_cell_inflamed	1.0	fixed_prior																
primary_recist	melanoma_recist_supported_primary	GSE91061	module_prior_composite	EcoNiche-Opt-HeuristicEcology	cytotoxic_cd8	0.5	fixed_prior																
primary_recist	melanoma_recist_supported_primary	GSE91061	module_prior_composite	EcoNiche-Opt-HeuristicEcology	exhaustion_checkpoint	0.25	fixed_prior																
primary_recist	melanoma_recist_supported_primary	GSE91061	module_prior_composite	EcoNiche-Opt-HeuristicEcology	antigen_presentation	0.5	fixed_prior																
primary_recist	melanoma_recist_supported_primary	GSE91061	module_prior_composite	EcoNiche-Opt-HeuristicEcology	myeloid_suppression	-0.5	fixed_prior																
primary_recist	melanoma_recist_supported_primary	GSE91061	module_prior_composite	EcoNiche-Opt-HeuristicEcology	stromal_exclusion	-0.5	fixed_prior																
primary_recist	melanoma_recist_supported_primary	GSE91061	module_prior_composite	EcoNiche-Opt-HeuristicEcology	trm_tls	0.25	fixed_prior																
primary_recist	melanoma_recist_supported_primary	GSE91061	module_prior_composite	EcoNiche-Opt-HeuristicEcology	calibration	0.0	fixed_sigmoid_no_rank_changing_calibration																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	cancer_offset__Melanoma	1.0	cancer_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	therapy_offset__Pembrolizumab	1.0	therapy_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	therapy_offset__Nivolumab	1.0	therapy_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	therapy_offset__PEM	1.0	therapy_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	therapy_offset__Pem	1.0	therapy_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	current_module_prior_anchor	0.1635915918741543	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	current_module_positive_anchor	0.23517539341420376	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	tumor_dedifferentiation	0.4054102885553552	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	antigen_presentation_mhc	-0.40404689808055066	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	tnk_effector	-0.00199530631290115	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	tcell_dysfunction	0.006347468280828988	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	caf_ecm_exclusion	0.49207038252368723	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	myeloid_suppression	0.5378506534733569	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	interaction__caf_ecm_exclusion__tumor_dedifferentiation	0.8365466718876108	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	interaction__antigen_presentation_mhc__myeloid_suppression	-0.5304718301176694	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	interaction__antigen_presentation_mhc__caf_ecm_exclusion	-0.3082644749350436	word_formula_theta_eta_offset																
primary_recist	melanoma_recist_supported_primary	GSE91061	word_full_graph	EcoNiche-Opt-WordFullGraph	interaction__myeloid_suppression__tnk_effector	-0.3254579117693307	word_formula_theta_eta_offset																
