endpoint	stratum	model_name	n_samples	n_cohorts	pooled_AUROC	pooled_AUPRC	pooled_balanced_accuracy	pooled_Brier	pooled_ECE	mean_fold_AUROC	mean_fold_AUPRC	mean_fold_balanced_accuracy	mean_fold_ECE	min_fold_AUROC	max_fold_AUROC	evaluation_modes
primary_recist	melanoma_core_high_evidence	PDCD1LG2	117	3	0.5914519170333123	0.44399720830576167	0.5493400377121307	0.26275564443123955	0.1716014375495769	0.5908559276980329	0.5079743869860308	0.5612054612054611	0.21588754735946858	0.46153846153846156	0.7392344497607655	LODO
primary_recist	melanoma_core_high_evidence	IPRES	117	3	0.5669390320553112	0.4291849220847015	0.5658390949088623	0.27263539990208385	0.18024643962755493	0.5825396825396826	0.5116573952664597	0.5636293531030373	0.23814010409125644	0.4948717948717949	0.7527472527472527	LODO
primary_recist	melanoma_core_high_evidence	TIDE_exclusion	117	3	0.5436832181018227	0.38164509071064057	0.5193274670018856	0.28105469040300723	0.16930397228588195	0.5608514292724819	0.4689728210967974	0.5229927966770073	0.2210421144820699	0.4615384615384615	0.6923076923076923	LODO
primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordFullGraph	117	3	0.5194846008799497	0.5069277791385192	0.46715901948460087	0.30640600225171666	0.30043088340384266	0.49860607229028275	0.5154834500740808	0.5344871502766239	0.31969231932514497	0.3406593406593406	0.6602870813397129	LODO
primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordNoInteraction	117	3	0.5028284098051541	0.38342873400056515	0.5020427404148334	0.3073571853697838	0.25073198318640844	0.4696958012747487	0.4455062226516266	0.4941161178003283	0.2867625683972192	0.3571428571428571	0.562200956937799	LODO
primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordUnsignedGraph	117	3	0.4877435575109994	0.38999811868077994	0.5039283469516027	0.3060322180363592	0.28142311820920274	0.47596964439069706	0.4541031318683049	0.4633892423366108	0.298639475709693	0.4076923076923077	0.5824175824175823	LODO
primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-WordNoBioObjective	117	3	0.4666876178504086	0.3557443340444494	0.4344751728472659	0.35760342791728184	0.3537834730520795	0.5014190487874698	0.47557849350622616	0.4924739003686372	0.3313229214617219	0.3794871794871795	0.5769230769230769	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-HeuristicEcology	131	4	0.6845588235294118	0.5804730202048082	0.6128676470588235	0.2599313770648727	0.23858416431842683	0.6644008951574741	0.6522451835454945	0.5586395512382354	0.32241365107924796	0.5208333333333334	0.8755980861244019	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-ModulePriorFixed	131	4	0.6845588235294118	0.5804730202048082	0.6128676470588235	0.2599313770648727	0.23858416431842683	0.6644008951574741	0.6522451835454945	0.5586395512382354	0.32241365107924796	0.5208333333333334	0.8755980861244019	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-ModuleIFNConsensus	131	4	0.6568627450980392	0.5443547966142261	0.6066176470588236	0.24306732875351095	0.13728703635307532	0.613416572462625	0.5992827671341167	0.5050987937501095	0.2748155034777452	0.4375	0.8564593301435406	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-AdaptiveConsensus	131	4	0.6544117647058824	0.5459537905768007	0.6066176470588236	0.2410873249155878	0.123103902051317	0.6093758763166658	0.6026352160678976	0.5416655712708345	0.2605451879167006	0.4375	0.84688995215311	LODO
primary_recist	melanoma_recist_supported_primary	CXCL9	131	4	0.649264705882353	0.5371225556519088	0.6395833333333334	0.2429785815327824	0.1345603036842726	0.6061365169917801	0.5897961780106493	0.5879618188828715	0.26073510446525255	0.4583333333333333	0.8277511961722488	LODO
primary_recist	melanoma_recist_supported_primary	TIDE_dysfunction	131	4	0.6455882352941177	0.5478125399264986	0.5700980392156862	0.24312804014090106	0.11415110795487338	0.6313741631175842	0.624929075567408	0.5658992323466008	0.25153876140480363	0.5054945054945055	0.80622009569378	LODO
primary_recist	melanoma_recist_supported_primary	TIG	131	4	0.6443627450980393	0.5402750166694281	0.5941176470588235	0.24488926780877937	0.11949029910582962	0.6058131561421035	0.6046833000108198	0.5325598743361901	0.24012129188036682	0.4583333333333333	0.8253588516746412	LODO
primary_recist	melanoma_recist_supported_primary	APM	131	4	0.6419117647058823	0.5025690476013558	0.6020833333333333	0.24812291955157373	0.13856848077764605	0.6455110131096974	0.6064695581917079	0.6358645192526772	0.2650570810959388	0.5208333333333334	0.8157894736842105	LODO
primary_recist	melanoma_recist_supported_primary	IFNG	131	4	0.6397058823529411	0.5313226284532585	0.6039215686274509	0.24584069941702053	0.13524042281735324	0.5967985961407014	0.5890145260250896	0.5047499649473333	0.22755324121387033	0.41666666666666663	0.8492822966507176	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-ModulePriorFixed-Platt	131	4	0.6303921568627452	0.5174460482582935	0.6253676470588235	0.24013020200933854	0.12076221874679825	0.6644008951574741	0.6522451835454945	0.5586395512382354	0.27256849441953396	0.5208333333333334	0.8755980861244019	LODO
primary_recist	melanoma_recist_supported_primary	CYT	131	4	0.6242647058823529	0.5116737068683719	0.5878676470588236	0.25118840957504796	0.12143659252064323	0.613914758487127	0.592182628045933	0.5176433215906899	0.23610162189809106	0.41758241758241754	0.8133971291866029	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-ImmuneComposite	131	4	0.6198529411764706	0.5032624617711886	0.5968137254901961	0.24942756497044724	0.13328941742116335	0.6179039162591794	0.6026794331484938	0.5955605797711061	0.23620310899526903	0.4945054945054945	0.8277511961722488	LODO
primary_recist	melanoma_recist_supported_primary	PDCD1LG2	131	4	0.5889705882352941	0.4748746815396976	0.5557598039215687	0.26119595229318887	0.14133191364890493	0.5889752791068581	0.5579525164299992	0.5749375624375624	0.24088321158506387	0.46153846153846156	0.7392344497607655	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-WordNoInteraction	131	4	0.5845588235294118	0.5023936503302233	0.510906862745098	0.3056649324850579	0.26306314793308894	0.53562166999667	0.5316168159175181	0.4743818681318681	0.27986030291355446	0.434065934065934	0.6818181818181819	LODO
primary_recist	melanoma_recist_supported_primary	IPRES	131	4	0.5732843137254903	0.47080769428251634	0.5789215686274509	0.2685758592438269	0.17402200379843538	0.5931547619047619	0.5684271123839107	0.6301578355854671	0.24475781723139717	0.4948717948717949	0.7527472527472527	LODO
primary_recist	melanoma_recist_supported_primary	TIDE_exclusion	131	4	0.5392156862745099	0.39508881504616233	0.5334558823529412	0.28222769799674907	0.1561917643498541	0.5456385719543614	0.5032244751299574	0.49672334244702665	0.23722146589167517	0.4615384615384615	0.6923076923076923	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-WordUnsignedGraph	131	4	0.5004901960784314	0.41642908500261183	0.4851715686274509	0.31592288288624604	0.26322504198714874	0.48529524203866303	0.5103329686427148	0.4223381333578702	0.33429536535932464	0.3282051282051282	0.715311004784689	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-WordFullGraph	131	4	0.47818627450980394	0.3752920711828562	0.4387254901960784	0.37638898701592133	0.37021337573504476	0.4659045450163871	0.5124407817823635	0.3887019230769231	0.4108177219087791	0.3021978021978022	0.6578947368421052	LODO
primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-WordNoBioObjective	131	4	0.428921568627451	0.35962659485742166	0.41825980392156864	0.4048387546635722	0.38195556172685213	0.4196199633699634	0.4431882130111228	0.4224587912087912	0.40191199891078566	0.2641025641025641	0.5	LODO
