endpoint	stratum	discovery_set	axis	transform	negative_weight	selection_boundary	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	threshold_median	threshold_min	threshold_max	n_samples	n_responders	n_nonresponders	response_prevalence	AUPRC_minus_prevalence	selection_score
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3	cohort_gene_percentile	0.75	primary_lodo_only_no_external_selection	0.7240729101194218	0.6462071811242787	0.6912319296040226	0.7521367521367521	0.44698321317950335	0.6133333333333333	0.5348837209302325	0.8783783783783784	0.71875	0.7647058823529411	0.23245794124591582	0.1670381811407965	0.26050176048209495	-0.6131988559836677	0.6858974358974359	0.6340909090909091	0.7115384615384615	117	43	74	0.36752136752136755	0.2786858136029111	0.9380440802468141
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	primary_lodo_only_no_external_selection	0.720144563167819	0.619038387503657	0.6844751728472659	0.7350427350427351	0.4222853443417641	0.6265060240963856	0.6046511627906976	0.8108108108108109	0.65	0.7792207792207793	0.23687232026001026	0.2082179108002583	0.15518848238388708	-0.6002258919518244	0.6507936507936508	0.6338314758527525	0.7045454545454545	117	43	74	0.36752136752136755	0.2515170199822895	0.922529886248434
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3	cohort_gene_percentile	1.25	primary_lodo_only_no_external_selection	0.7105593966059082	0.5954306607796642	0.6728472658705217	0.7435897435897436	0.4311748090342812	0.6153846153846154	0.5581395348837209	0.8513513513513513	0.6857142857142857	0.7682926829268293	0.24044669990344822	0.19523606518789804	0.14257591179131968	-0.5814447686229548	0.6937171260256682	0.6563981042654028	0.715047393364929	117	43	74	0.36752136752136755	0.22790929325829667	0.9071781818690866
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3	cohort_zscore	0.75	primary_lodo_only_no_external_selection	0.694531741043369	0.6234789107017796	0.5763670647391578	0.6752136752136753	0.30832774158156273	0.5681818181818182	0.5813953488372093	0.7297297297297297	0.5555555555555556	0.75	0.21493201495008102	0.12956666237028439	0.23283912826385988	-0.5270710448483046	0.4799217635045548	0.4159121728383393	0.48423481338704033	117	43	74	0.36752136752136755	0.2559575431804121	0.8950815089557014
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3	cohort_zscore	1.0	primary_lodo_only_no_external_selection	0.6920175989943432	0.6169853166213798	0.4952859836580767	0.6153846153846154	0.2562212640804146	0.5714285714285714	0.6976744186046512	0.5675675675675675	0.4838709677419355	0.7636363636363637	0.22128020048485708	0.14306724291403752	0.21617795174728568	-0.5398844279248488	0.4518137395932552	0.36855612317554554	0.5610789245330898	117	43	74	0.36752136752136755	0.24946394910001224	0.8814858022240921
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3	cohort_zscore	1.25	primary_lodo_only_no_external_selection	0.684789440603394	0.6078757654557715	0.497171590194846	0.6324786324786325	0.27243920322469517	0.5742574257425742	0.6744186046511628	0.6081081081081081	0.5	0.7627118644067796	0.2277893946562515	0.16627362474915178	0.2032267429342322	-0.5518196415065563	0.4823622566185419	0.3800720784108113	0.6086151434555844	117	43	74	0.36752136752136755	0.24035439793440394	0.8698481785119063
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3	raw_log	0.75	primary_lodo_only_no_external_selection	0.6376492771841609	0.50278677683002	0.5617536140791954	0.6324786324786325	0.25439479174218027	0.5567010309278351	0.627906976744186	0.6351351351351351	0.5	0.746031746031746	0.2644009377439243	0.2223484988772426	0.15482646221289767	-0.5934769112682989	0.5947927233150789	0.5777555613021548	0.6382754315533705	117	43	74	0.36752136752136755	0.1352654093086525	0.7972864829118612
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3	raw_log	1.0	primary_lodo_only_no_external_selection	0.6370207416719045	0.49797779947134246	0.5406976744186047	0.6581196581196581	0.2793961348694066	0.5555555555555556	0.5813953488372093	0.7027027027027027	0.5319148936170213	0.7428571428571429	0.2628794884221165	0.2159750977537669	0.09588387841387593	-0.564701052092754	0.5948627402564989	0.5181772850220541	0.6046811190394815	117	43	74	0.36752136752136755	0.13045643194997492	0.7939874492062239
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3	raw_log	1.25	primary_lodo_only_no_external_selection	0.6301068510370836	0.4970423849693087	0.5774670018856065	0.6410256410256411	0.267858025233711	0.5625	0.627906976744186	0.6486486486486487	0.5094339622641509	0.75	0.2628591735443536	0.22572660939734013	0.09530665853413886	-0.5658538606993772	0.5652180475395402	0.5099025580729367	0.5656792432666842	117	43	74	0.36752136752136755	0.12952101744794114	0.7895414865282375
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_AXL	cohort_gene_percentile	0.75	primary_lodo_only_no_external_selection	0.7767127592708988	0.6819825389482632	0.7369578881206789	0.7435897435897436	0.47391958259751354	0.6808510638297872	0.7441860465116279	0.7432432432432432	0.6274509803921569	0.8333333333333334	0.19581758756758663	0.1255185271861824	0.37474551774026654	-0.49748983347065395	0.5261430968935165	0.5220883534136546	0.5270028567879765	117	43	74	0.36752136752136755	0.31446117142689567	1.0083523301014143
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_AXL	cohort_gene_percentile	1.0	primary_lodo_only_no_external_selection	0.7847265870521685	0.6926442778363515	0.7253299811439347	0.7521367521367521	0.48146389654027066	0.6813186813186813	0.7209302325581395	0.7702702702702703	0.6458333333333334	0.8260869565217391	0.19301625220441188	0.13640275851143552	0.38106886581897736	-0.48351129234686413	0.5294117647058824	0.45992647058823527	0.5400166481687014	117	43	74	0.36752136752136755	0.32512291031498397	1.0167803787745062
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_AXL	cohort_gene_percentile	1.25	primary_lodo_only_no_external_selection	0.7837837837837838	0.6965844820597131	0.7407291011942174	0.7435897435897436	0.46020004958025057	0.6666666666666666	0.6976744186046512	0.7702702702702703	0.6382978723404256	0.8142857142857143	0.1937071289114729	0.1299551518966918	0.37272634478896877	-0.4795783582132875	0.546820491933913	0.5359410563174789	0.5804689113227027	117	43	74	0.36752136752136755	0.3290631145383456	1.0190072992284644
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_AXL	cohort_zscore	0.75	primary_lodo_only_no_external_selection	0.7743557510999372	0.6600907625856502	0.6739472030169704	0.7350427350427351	0.4523847998022613	0.6666666666666666	0.7209302325581395	0.7432432432432432	0.62	0.8208955223880597	0.18585534413914076	0.09914187714301748	0.3703348715624389	-0.3823939735946332	0.3982550278409317	0.3655547691393616	0.44284812989180944	117	43	74	0.36752136752136755	0.2925693950642827	0.9968589743337452
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_AXL	cohort_zscore	1.0	primary_lodo_only_no_external_selection	0.7787554996857322	0.6700483519045577	0.7223444374607165	0.7692307692307693	0.4970317668651929	0.6746987951807228	0.6511627906976745	0.8378378378378378	0.7	0.8051948051948052	0.18509617064478742	0.114325454590973	0.3799394310689163	-0.39455561589677157	0.4645001643467606	0.37380081041735397	0.4705718588491348	117	43	74	0.36752136752136755	0.30252698438319015	1.0070694859488458
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_AXL	cohort_zscore	1.25	primary_lodo_only_no_external_selection	0.7715273412947832	0.6618141404320996	0.7493714644877436	0.7606837606837606	0.49052140706157704	0.6818181818181818	0.6976744186046512	0.7972972972972973	0.6666666666666666	0.8194444444444444	0.1862352263744636	0.11621556355455616	0.37542483498378354	-0.4081312373582256	0.4616464861478231	0.45980276971863304	0.4815682653049525	117	43	74	0.36752136752136755	0.2942927729107321	1.000296466496127
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_AXL	raw_log	0.75	primary_lodo_only_no_external_selection	0.6819610307982401	0.5741279006415432	0.5666247642991828	0.6324786324786325	0.2917400886034105	0.5904761904761905	0.7209302325581395	0.581081081081081	0.5	0.7818181818181819	0.25017740511520464	0.19525303220217896	0.2206724385919416	-0.6305233292362099	0.5825678409591531	0.5805893307119635	0.692469032768949	117	43	74	0.36752136752136755	0.20660653312017563	0.8626301791683262
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_AXL	raw_log	1.0	primary_lodo_only_no_external_selection	0.7036455059710873	0.5889372411755416	0.6112507856693903	0.6410256410256411	0.3474672266778153	0.625	0.813953488372093	0.5405405405405406	0.5072463768115942	0.8333333333333334	0.2428357220292758	0.1955239656988665	0.22629864992200235	-0.6198592971647587	0.5388166376346502	0.5382046912430325	0.6599663102347945	117	43	74	0.36752136752136755	0.22141587365417403	0.8924524982620251
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_AXL	raw_log	1.25	primary_lodo_only_no_external_selection	0.7140163419233186	0.5863699750793347	0.6007228158390949	0.6752136752136753	0.3564873972736845	0.62	0.7209302325581395	0.6486486486486487	0.543859649122807	0.8	0.23834821817618165	0.19777890486405328	0.23074138873682878	-0.6093874560134646	0.5746142694757348	0.4933344782519647	0.6001155749495639	117	43	74	0.36752136752136755	0.2188486075579672	0.9009032267906565
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_IPRES	cohort_gene_percentile	0.75	primary_lodo_only_no_external_selection	0.728629792583281	0.6420651134897972	0.6480201131363922	0.6666666666666666	0.3528497707708918	0.6213592233009708	0.7441860465116279	0.6216216216216216	0.5333333333333333	0.8070175438596491	0.21457157600947518	0.1253375167916648	0.5746310630463871	-0.5670878845981837	0.46045918367346933	0.4203592814371256	0.5716529357392597	117	43	74	0.36752136752136755	0.2745437459684297	0.9414143305902031
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_IPRES	cohort_gene_percentile	1.0	primary_lodo_only_no_external_selection	0.7346008799497171	0.6538059319584328	0.6777184160905091	0.7264957264957265	0.3924584217303588	0.5897435897435898	0.5348837209302325	0.8378378378378378	0.6571428571428571	0.7560975609756098	0.21074958212190634	0.12549654174708763	0.6155942486503964	-0.5867979681159893	0.6364311433049519	0.4665330152768614	0.6564219486244111	117	43	74	0.36752136752136755	0.2862845644370653	0.9532745503736675
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_IPRES	cohort_gene_percentile	1.25	primary_lodo_only_no_external_selection	0.735700817096166	0.6629182144563865	0.6825895663104966	0.7264957264957265	0.3924584217303588	0.5897435897435898	0.5348837209302325	0.8378378378378378	0.6571428571428571	0.7560975609756098	0.2084705230323554	0.13815326387510268	0.6590776709694953	-0.5969903907974388	0.6342679637220958	0.3881852551984877	0.6499956109550561	117	43	74	0.36752136752136755	0.295396846935019	0.955874000953802
primary_recist	melanoma_core_high_evidence	high_evidence_primary	MAP4K1_minus_TBX3_IPRES	cohort_zscore	0.75	primary_lodo_only_no_external_selection	0.7451288497800126	0.6460469482723773	0.6642049025769956	0.7094017094017094	0.3584237191807117	0.575	0.5348837209302325	0.8108108108108109	0.6216216216216216	0.75	0.19396959858361307	0.06690429932522288	0.9153166596924993	0.15565874412352712	0.39365320064320863	0.3330022235011038	0.40732895989366313	117	43	74	0.36752136752136755	0.27852558075100975	0.9663706471732841
