endpoint	stratum	model_name	axis	selection_boundary	balance_weight	main_weight	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	threshold_median	threshold_min	threshold_max	n_samples	n_responders	n_nonresponders	response_prevalence	AUPRC_minus_prevalence
strict_recist	strict_melanoma_pd1_like_external	EcoNiche-Opt-TumorImmuneBalancePair	MAP4K1_minus_TBX3	discovery_only_threshold_locked_external_scoring	1.0	0.0	0.6532738095238095	0.6606914359748829	0.5946428571428571	0.603448275862069	0.22103809307443242	0.4523809523809524	0.3392857142857143	0.85	0.6785714285714286	0.5795454545454546	0.24243101444503307	0.1189753479623824	0.45144630827600046	-0.11026136689861285	0.7045454545454545	0.7045454545454545	0.7045454545454545	116	56	60	0.4827586206896552	0.1779328152852277
strict_recist	strict_melanoma_pd1_like_external	EcoNiche-Opt-TumorImmuneBalancePairBlend50	MAP4K1_minus_TBX3	discovery_only_threshold_locked_external_scoring	0.5	0.5	0.6279761904761905	0.6464290082289664	0.5553571428571429	0.5603448275862069	0.11573127590671639	0.4742268041237113	0.4107142857142857	0.7	0.5609756097560976	0.56	0.2602008499667884	0.17716560100118173	0.3099525425839001	-0.00989451025782138	0.5547223958188721	0.5547223958188721	0.5547223958188721	116	56	60	0.4827586206896552	0.16367038753931124
strict_recist	strict_melanoma_pd1_like_external	EcoNiche-Opt-MAP4K1APM-TBX3IPRESBalance	map4k1_apm_minus_tbx3_ipres	discovery_only_threshold_locked_external_scoring	1.0	0.0	0.609375	0.6475321764104705	0.5767857142857142	0.5775862068965517	0.15368582071285544	0.5585585585585585	0.5535714285714286	0.6	0.5636363636363636	0.5901639344262295	0.26068756881873356	0.1416826247135578	0.0643526542119534	-0.07526633572800254	0.5595854922279793	0.5595854922279793	0.5595854922279793	116	56	60	0.4827586206896552	0.16477355572081526
strict_recist	strict_melanoma_pd1_like_external	EcoNiche-Opt-MAP4K1APM-TBX3IPRESBlend50	map4k1_apm_minus_tbx3_ipres	discovery_only_threshold_locked_external_scoring	0.5	0.5	0.5793154761904762	0.6168982512697752	0.5654761904761905	0.5689655172413793	0.1337688834049462	0.5098039215686274	0.4642857142857143	0.6666666666666666	0.5652173913043478	0.5714285714285714	0.2869894111303894	0.20729169605630682	0.10325374239058636	-0.0486333604887854	0.5035501611414409	0.5035501611414409	0.5035501611414409	116	56	60	0.4827586206896552	0.13413963058011996
strict_recist	strict_melanoma_pd1_like_external	EcoNiche-Opt-CYTAPM-IPRESBlend50	cyt_apm_minus_ipres	discovery_only_threshold_locked_external_scoring	0.5	0.5	0.5511904761904762	0.5599831820348388	0.5440476190476191	0.5431034482758621	0.08816085839342096	0.5470085470085471	0.5714285714285714	0.5166666666666667	0.5245901639344263	0.5636363636363636	0.3020487556023594	0.1977587420800762	0.04011690341764953	-0.06695118635454742	0.4093373829863334	0.4093373829863334	0.4093373829863334	116	56	60	0.4827586206896552	0.07722456134518357
