endpoint	cohort	analysis_type	model_name	n_samples_ci	n_responders_ci	n_nonresponders_ci	AUROC	AUROC_ci_low	AUROC_ci_high	AUROC_ci_bootstrap_n
strict_recist	GSE145996	locked_external_melanoma_pd1_recist	APM	13	8	5	0.525	0.19444444444444448	0.8333333333333334	998
strict_recist	GSE145996	locked_external_melanoma_pd1_recist	CXCL9	13	8	5	0.47500000000000003	0.16625	0.8333333333333334	1000
strict_recist	GSE145996	locked_external_melanoma_pd1_recist	CYT	13	8	5	0.675	0.33333333333333337	0.9523809523809523	999
strict_recist	GSE145996	locked_external_melanoma_pd1_recist	EcoNiche-Opt-HeuristicEcology-LockedPanel	13	8	5	0.575	0.2222222222222222	0.9	998
strict_recist	GSE145996	locked_external_melanoma_pd1_recist	IFNG	13	8	5	0.45000000000000007	0.1111111111111111	0.8333333333333334	998
strict_recist	GSE145996	locked_external_melanoma_pd1_recist	IPRES	13	8	5	0.6	0.25	0.9444444444444444	999
strict_recist	GSE145996	locked_external_melanoma_pd1_recist	TIDE_dysfunction	13	8	5	0.625	0.27763888888888894	0.9444444444444444	999
strict_recist	GSE145996	locked_external_melanoma_pd1_recist	TIDE_exclusion	13	8	5	0.55	0.16666666666666669	0.9	999
strict_recist	GSE145996	locked_external_melanoma_pd1_recist	TIG	13	8	5	0.5000000000000001	0.16666666666666666	0.8333333333333333	998
strict_recist	GSE93157	nanostring_melanoma_clinical_assay_transfer	APM	49	20	29	0.5103448275862069	0.33706903215831785	0.6940471014492753	1000
strict_recist	GSE93157	nanostring_melanoma_clinical_assay_transfer	CXCL9	49	20	29	0.6241379310344828	0.45832984949832767	0.786001163623344	1000
strict_recist	GSE93157	nanostring_melanoma_clinical_assay_transfer	CYT	49	20	29	0.5517241379310345	0.3709350013785498	0.7177295918367346	1000
strict_recist	GSE93157	nanostring_melanoma_clinical_assay_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	49	20	29	0.5862068965517241	0.3996654096421178	0.7598566308243727	1000
strict_recist	GSE93157	nanostring_melanoma_clinical_assay_transfer	IFNG	49	20	29	0.5775862068965517	0.40562982768865125	0.7500224014336917	1000
strict_recist	GSE93157	nanostring_melanoma_clinical_assay_transfer	IPRES	49	20	29	0.48103448275862065	0.313126159554731	0.654434046345811	1000
strict_recist	GSE93157	nanostring_melanoma_clinical_assay_transfer	TIDE_dysfunction	49	20	29	0.5810344827586207	0.3960538731621681	0.745030303030303	1000
strict_recist	GSE93157	nanostring_melanoma_clinical_assay_transfer	TIDE_exclusion	49	20	29	0.4327586206896552	0.26857843137254894	0.6105267633369137	1000
strict_recist	GSE93157	nanostring_melanoma_clinical_assay_transfer	TIG	49	20	29	0.5827586206896551	0.41217083607636595	0.7612713963963964	1000
strict_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	APM	103	48	55	0.5696969696969697	0.45353591038092383	0.6810563114134542	1000
strict_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	CXCL9	103	48	55	0.6049242424242425	0.4898000802890406	0.7165545501219356	1000
strict_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	CYT	103	48	55	0.5715909090909091	0.4631363981762918	0.6807282647907648	1000
strict_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	EcoNiche-Opt-HeuristicEcology-LockedPanel	103	48	55	0.5731060606060606	0.4641184332936012	0.6760049044326819	1000
strict_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	IFNG	103	48	55	0.5799242424242423	0.4620518444321636	0.6951000882210648	1000
strict_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	IPRES	103	48	55	0.4363636363636364	0.32727272727272727	0.5500006934331877	1000
strict_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	TIDE_dysfunction	103	48	55	0.5606060606060606	0.4449408302576415	0.6660397957538915	1000
strict_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	TIDE_exclusion	103	48	55	0.4181818181818182	0.303130641521599	0.5322013058096802	1000
strict_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	TIG	103	48	55	0.5791666666666667	0.4615079792923458	0.6823708206686929	1000
strict_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	APM	27	21	6	0.8412698412698413	0.6399722222222223	1.0	1000
strict_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	CXCL9	27	21	6	0.8571428571428572	0.6521394064872326	1.0	1000
strict_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	CYT	27	21	6	0.7698412698412699	0.45673400673400677	1.0	1000
strict_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	27	21	6	0.7619047619047619	0.554187252964427	0.9368253968253966	999
strict_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	IFNG	27	21	6	0.8650793650793651	0.6956219806763285	0.993421052631579	1000
strict_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	IPRES	27	21	6	0.39682539682539686	0.15454545454545454	0.6909090909090909	999
strict_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	TIDE_dysfunction	27	21	6	0.6349206349206349	0.372994227994228	0.8732804232804231	998
strict_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	TIDE_exclusion	27	21	6	0.30158730158730157	0.08	0.587771739130434	998
strict_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	TIG	27	21	6	0.8571428571428572	0.6413043478260869	1.0	998
