AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	stratum	model_name	n_samples	n_cohorts	n_responders	n_nonresponders	response_prevalence	AUPRC_minus_prevalence	selected_candidates
0.5619107479572596	0.434807972029423	0.5212130735386549	0.5299145299145299	0.0410314180229323	0.4329896907216495	0.4883720930232558	0.5540540540540541	0.3888888888888889	0.6507936507936508	0.24997535005083377	0.1489231675147882	0.3914953581798372	-0.5333392286484049	primary_recist	melanoma_core_high_evidence	EcoNiche-Opt-ConstrainedBlend	117	3	43	74	0.36752136752136755	0.06728660450805546	module_plus_APM_IPRES,module_plus_CXCL9_TIDE_dysfunction,module_plus_TIDE_dysfunction_IPRES
0.569607843137255	0.49484741706980934	0.5870098039215687	0.5954198473282443	0.17082555497786994	0.5137614678899083	0.5490196078431373	0.625	0.4827586206896552	0.684931506849315	0.24494761703321025	0.10735793419428422	0.8076469901068202	-0.4454466469777856	primary_recist	melanoma_recist_supported_primary	EcoNiche-Opt-ConstrainedBlend	131	4	51	80	0.3893129770992366	0.10553443997057271	module_plus_CXCL9_IPRES,module_plus_CYT_IPRES,module_plus_CYT_alpha0.8,module_plus_TIDE_dysfunction_IPRES
0.5591654247391953	0.5689769236660229	0.5405365126676602	0.5431034482758621	0.08140123294226802	0.5046728971962616	0.4909090909090909	0.5901639344262295	0.5192307692307693	0.5625	0.24600635992957945	0.043473418775966007	0.6415146111341727	-0.0755751205869898	strict_recist	strict_cbio_liu_plus_gse145996	EcoNiche-Opt-ConstrainedBlend	116	2	55	61	0.47413793103448276	0.09483899263154016	module_plus_CXCL9_IPRES
0.5565476190476191	0.5658057511964631	0.5232142857142857	0.5258620689655172	0.04696988731738367	0.47619047619047616	0.44642857142857145	0.6	0.5102040816326531	0.5373134328358209	0.2486210273746882	0.06378738364033634	0.5528829474739878	-0.04372453236518704	strict_recist	strict_melanoma_pd1_like_external	EcoNiche-Opt-ConstrainedBlend	116	2	56	60	0.4827586206896552	0.08304713050680795	module_plus_CXCL9_IPRES
