candidate	inner_mean_AUROC	inner_sd_AUROC	inner_mean_AUPRC	inner_mean_balanced_accuracy	inner_mean_ECE	selection_score	endpoint	stratum	holdout
module_plus_TIDE_exclusion_alpha0.8	0.610507913139492	0.08179977916820025	0.6058507810457314	0.5339397444660603	0.06220623764326574	0.6783461294184912	primary_recist	melanoma_core_high_evidence	GSE91061
single__CXCL9	0.6638755980861244	0.16387559808612442	0.6451445897250434	0.6980848099269152	0.31055240928404004	0.6778716575199583	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_TIG_CYT	0.6556338398443661	0.1721173563278826	0.6523543805710909	0.6656961459593038	0.229453169672595	0.6755681066989692	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_CXCL9_CYT	0.6592223565907775	0.17570587307429414	0.6502421835469055	0.6592026394657973	0.24058385131975016	0.6750116183106528	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_TIDE_exclusion_alpha0.65	0.610507913139492	0.08179977916820025	0.6058507810457314	0.5339397444660603	0.0964866930367391	0.6732040611094702	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_IPRES_alpha0.8	0.6263736263736264	0.12637362637362637	0.640601457785239	0.5769493664230506	0.12223243197047413	0.6729257121307524	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_TIDE_exclusion_alpha0.5	0.610507913139492	0.08179977916820025	0.6058507810457314	0.5339397444660603	0.10525811747070624	0.6718883474443751	primary_recist	melanoma_core_high_evidence	GSE91061
single__TIDE_exclusion	0.610507913139492	0.08179977916820025	0.6058507810457314	0.5339397444660603	0.12032850186464294	0.6696277897852846	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_IPRES_alpha0.65	0.6263736263736264	0.12637362637362637	0.640601457785239	0.5769493664230506	0.16487265670690848	0.6665296784202872	primary_recist	melanoma_core_high_evidence	GSE91061
single__IPRES	0.6263736263736264	0.12637362637362637	0.640601457785239	0.5769493664230506	0.19339286647126835	0.6622516469556332	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_IPRES_alpha0.5	0.6263736263736264	0.12637362637362637	0.640601457785239	0.5769493664230506	0.19418499785250015	0.6621328272484485	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_CYT_alpha0.8	0.6154897733845102	0.19790735580209268	0.6247544946554466	0.6364753667385246	0.1668960210643733	0.6275200462533096	primary_recist	melanoma_core_high_evidence	GSE91061
single__CYT	0.6154897733845102	0.19790735580209268	0.6247544946554466	0.6364753667385246	0.17159473779461448	0.6268152387437734	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_CYT_alpha0.65	0.6154897733845102	0.19790735580209268	0.6247544946554466	0.6364753667385246	0.180993876025679	0.6254053680091137	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_CYT_alpha0.5	0.6154897733845102	0.19790735580209268	0.6247544946554466	0.6364753667385246	0.20193402137366345	0.6222643462069161	primary_recist	melanoma_core_high_evidence	GSE91061
single__EcoNiche-Opt-ModulePriorFixed	0.5	0.0	0.49096657633243	0.5	0.0275519421860885	0.5949638663053298	primary_recist	melanoma_core_high_evidence	GSE91061
module_plus_CXCL9_TIDE_dysfunction	0.7443871917556129	0.09054103790945894	0.6249482224809417	0.5375628757207704	0.23944944584838473	0.7839774176392699	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_dysfunction_alpha0.65	0.7287510734879157	0.07746902220586432	0.6277220861120365	0.5526775855723224	0.21376012361478053	0.7798659621214955	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_dysfunction_alpha0.5	0.7287510734879157	0.07746902220586432	0.6277220861120365	0.5526775855723224	0.21598767142473374	0.7795318299500025	primary_recist	melanoma_core_high_evidence	GSE78220
single__TIDE_dysfunction	0.7287510734879157	0.07746902220586432	0.6277220861120365	0.5526775855723224	0.22754065818110572	0.7777988819365467	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_dysfunction_alpha0.8	0.7287510734879157	0.07746902220586432	0.6277220861120365	0.5526775855723224	0.2298075289369696	0.7774588513231672	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIG_TIDE_dysfunction	0.7369525211630474	0.0907986750092013	0.6262870161502219	0.5584468163415532	0.24810309323803625	0.777351036672379	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CXCL9_CYT	0.7366948840633052	0.09823334560176661	0.6077195897105893	0.5956263035210404	0.2423327654954079	0.776474553041362	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_dysfunction_CYT	0.7296896086369771	0.08609986504723349	0.6285970111445028	0.564216047110784	0.22876651467730857	0.7759109979896543	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CXCL9_TIG	0.7390872285609127	0.10062569009937433	0.6112671234504655	0.577373941847626	0.2512729645703788	0.7749788298604466	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CXCL9_alpha0.5	0.7331063673168936	0.09464482885535513	0.594095671482852	0.5513955342902711	0.2596434683700972	0.7661187946537814	primary_recist	melanoma_core_high_evidence	GSE78220
single__CXCL9	0.7331063673168936	0.09464482885535513	0.594095671482852	0.5513955342902711	0.26651226315690896	0.7650884754357596	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CXCL9_alpha0.65	0.7331063673168936	0.09464482885535513	0.594095671482852	0.5513955342902711	0.2672287171291864	0.764981007339918	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CXCL9_alpha0.8	0.7331063673168936	0.09464482885535513	0.594095671482852	0.5513955342902711	0.28183734721660325	0.7627897128268055	primary_recist	melanoma_core_high_evidence	GSE78220
single__TIG	0.7242178873757821	0.10114096429885905	0.5991928038807718	0.5911728622254937	0.2524292727047597	0.7598766291462081	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIG_CYT	0.7266961109066372	0.10105508526561152	0.5965089370965434	0.5513955342902711	0.24280823352280528	0.7595905346473727	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIG_alpha0.5	0.7242178873757821	0.10114096429885905	0.5991928038807718	0.5911728622254937	0.25849396853742795	0.7589669247713079	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIG_alpha0.65	0.7242178873757821	0.10114096429885905	0.5991928038807718	0.5911728622254937	0.26654011369528	0.75776000299763	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIG_alpha0.8	0.7242178873757821	0.10114096429885905	0.5991928038807718	0.5911728622254937	0.2814096432295326	0.7555295735674922	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_eight_family_alpha0.5	0.7298552324868114	0.11703471966629853	0.588390959227006	0.5865568641884431	0.2682752805387117	0.7544430988977153	primary_recist	melanoma_core_high_evidence	GSE78220
eight_signature_family_mean	0.7298552324868114	0.11703471966629853	0.588390959227006	0.5865568641884431	0.2746623749386453	0.7534850347377252	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CYT_alpha0.65	0.7169549748497117	0.09644215433689118	0.5704362171051922	0.5755796834744202	0.23800514517468147	0.7524568236798697	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CYT_alpha0.5	0.7169549748497117	0.09644215433689118	0.5704362171051922	0.5755796834744202	0.23997546748948095	0.7521612753326498	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_eight_family_alpha0.65	0.7298552324868114	0.11703471966629853	0.588390959227006	0.5865568641884431	0.2839391447399974	0.7520935192675224	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_eight_family_alpha0.75	0.7298552324868114	0.11703471966629853	0.588390959227006	0.5865568641884431	0.28605975827531205	0.7517754272372252	primary_recist	melanoma_core_high_evidence	GSE78220
single__CYT	0.7169549748497117	0.09644215433689118	0.5704362171051922	0.5755796834744202	0.2445219308221516	0.7514793058327491	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CYT_alpha0.8	0.7169549748497117	0.09644215433689118	0.5704362171051922	0.5755796834744202	0.248931620263256	0.7508178524165835	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_eight_family_alpha0.85	0.7298552324868114	0.11703471966629853	0.588390959227006	0.5865568641884431	0.29422507725972435	0.7505506293895634	primary_recist	melanoma_core_high_evidence	GSE78220
immune_family_mean	0.725242301558091	0.10729358360937302	0.5863528052366397	0.5257207704576126	0.2510457701971318	0.7505106809737285	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_immune_family_alpha0.5	0.725242301558091	0.10729358360937302	0.5863528052366397	0.5257207704576126	0.2514231457530018	0.7504540746403481	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_immune_family_alpha0.65	0.725242301558091	0.10729358360937302	0.5863528052366397	0.5257207704576126	0.260701424015395	0.7490623329009891	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_immune_family_alpha0.75	0.725242301558091	0.10729358360937302	0.5863528052366397	0.5257207704576126	0.26696002180610645	0.7481235432323824	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_IFNG_alpha0.5	0.729769353453564	0.11951294319715366	0.5846785641799883	0.5719083548030917	0.2968060703624948	0.7471263103587785	primary_recist	melanoma_core_high_evidence	GSE78220
single__IFNG	0.729769353453564	0.11951294319715366	0.5846785641799883	0.5719083548030917	0.29873086586705766	0.7468375910330941	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_immune_family_alpha0.85	0.725242301558091	0.10729358360937302	0.5863528052366397	0.5257207704576126	0.27765215714540753	0.7465197229314873	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_IFNG_alpha0.65	0.729769353453564	0.11951294319715366	0.5846785641799883	0.5719083548030917	0.3048906243162961	0.7459136272657083	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_IFNG_alpha0.8	0.729769353453564	0.11951294319715366	0.5846785641799883	0.5719083548030917	0.3079725740325655	0.745451334808268	primary_recist	melanoma_core_high_evidence	GSE78220
module_ifn_apm_cyt	0.7174641148325359	0.11746411483253583	0.5826010532957128	0.5196478959636854	0.2571449412242609	0.7362584169001954	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_dysfunction_APM	0.710115323273218	0.11524352840142316	0.5628124857643798	0.5530149674886518	0.2615204074885337	0.7306104196946008	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIG_APM	0.7110538584222794	0.12387437124279227	0.5496675217039402	0.6046681388786652	0.27642095826389823	0.7292808136816988	primary_recist	melanoma_core_high_evidence	GSE78220
ifn_apm_effector_resistance_balance	0.7135320819531346	0.1237884922095448	0.562419812169515	0.5722794749110538	0.28439249361346647	0.7286383151248763	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CYT_APM	0.7086615139246717	0.12148202674518466	0.5732832186843004	0.5263617960986382	0.270868359668014	0.7233288494174303	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CYT_IPRES	0.6784136915715864	0.10149061464850932	0.5694309925528166	0.6305637345111029	0.24929210897674642	0.7153485713396371	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_dysfunction_IPRES	0.6646607778186726	0.06978898294687763	0.5631445041359793	0.5912158017421176	0.2236293445633493	0.715147364395885	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CXCL9_APM	0.701140964298859	0.1242178873757821	0.5381823725452153	0.5462243896454422	0.26419362864380413	0.7140545469022521	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_CXCL9_IPRES	0.6794381057538952	0.10764323395902348	0.5913078714657762	0.5270028217396638	0.20861740070414417	0.7115371096872569	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIG_IPRES	0.6781560544718439	0.10892528524107475	0.5744079772185023	0.5160593792172739	0.22752147068412396	0.7040581911543194	primary_recist	melanoma_core_high_evidence	GSE78220
single__APM	0.6707152496626181	0.14507422402159248	0.5142161941801775	0.5448104527051896	0.2644445304429299	0.6716678339749986	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_APM_alpha0.5	0.6707152496626181	0.14507422402159248	0.5142161941801775	0.5448104527051896	0.2653612606287231	0.6715303244471297	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_APM_alpha0.65	0.6707152496626181	0.14507422402159248	0.5142161941801775	0.5448104527051896	0.2676790469409711	0.6711826565002925	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_APM_alpha0.8	0.6707152496626181	0.14507422402159248	0.5142161941801775	0.5448104527051896	0.27157311312210164	0.6705985465731229	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_APM_IPRES	0.6164519690835479	0.1395288921604711	0.5335082076876974	0.5374217887375783	0.2107391850610493	0.6291460894947062	primary_recist	melanoma_core_high_evidence	GSE78220
single__EcoNiche-Opt-ModulePriorFixed	0.5	0.0	0.33374813339970133	0.5	0.16625186660029864	0.5584370333499254	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_IPRES_alpha0.8	0.49743589743589745	0.002564102564102555	0.3656864936893761	0.4921788737578211	0.17241519282565027	0.5562063091029235	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_IPRES_alpha0.65	0.49743589743589745	0.002564102564102555	0.3656864936893761	0.4921788737578211	0.2021711798512834	0.5517429110490785	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_IPRES_alpha0.5	0.49743589743589745	0.002564102564102555	0.3656864936893761	0.4921788737578211	0.26335514561351836	0.5425653161847432	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_exclusion_alpha0.8	0.4951232977548766	0.03358483621641514	0.33125892806678703	0.5516899766899768	0.17174393167500757	0.5425434221819151	primary_recist	melanoma_core_high_evidence	GSE78220
single__IPRES	0.49743589743589745	0.002564102564102555	0.3656864936893761	0.4921788737578211	0.2770888296266715	0.5405052635827703	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_exclusion_alpha0.5	0.4951232977548766	0.03358483621641514	0.33125892806678703	0.5516899766899768	0.1973670025924225	0.5386999615443028	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_exclusion_alpha0.65	0.4951232977548766	0.03358483621641514	0.33125892806678703	0.5516899766899768	0.22166395948105527	0.5350554180110079	primary_recist	melanoma_core_high_evidence	GSE78220
single__TIDE_exclusion	0.4951232977548766	0.03358483621641514	0.33125892806678703	0.5516899766899768	0.24940402621297603	0.5308944080012198	primary_recist	melanoma_core_high_evidence	GSE78220
module_plus_TIDE_dysfunction_IPRES	0.6518315018315018	0.05695970695970687	0.5295023999227255	0.5857142857142857	0.2065306597937009	0.7067417032942798	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_CXCL9_IPRES	0.6265567765567766	0.05476190476190479	0.5272008091403418	0.4998168498168498	0.20176512295744947	0.6743509168660211	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_eight_family_alpha0.75	0.6058608058608059	0.0069597069597069905	0.4839973205726516	0.5234432234432234	0.20020702438322846	0.6734419384730409	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_eight_family_alpha0.85	0.6058608058608059	0.0069597069597069905	0.4839973205726516	0.5234432234432234	0.20737281416843129	0.6723670700052605	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_CYT_IPRES	0.6098901098901099	0.032967032967032905	0.4808579556361784	0.5883699633699634	0.19786782770048977	0.6722975628004858	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_eight_family_alpha0.5	0.6058608058608059	0.0069597069597069905	0.4839973205726516	0.5234432234432234	0.2090617890309049	0.6721137237758894	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_TIDE_dysfunction_APM	0.6188644688644689	0.023992673992673966	0.48020634244700594	0.48122710622710624	0.2148714853488056	0.6719803876328561	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_eight_family_alpha0.65	0.6058608058608059	0.0069597069597069905	0.4839973205726516	0.5234432234432234	0.21590546268486274	0.6710871727277957	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
eight_signature_family_mean	0.6058608058608059	0.0069597069597069905	0.4839973205726516	0.5234432234432234	0.2291606811360074	0.669098889960124	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_TIG_APM	0.6067765567765568	0.019597069597069583	0.4743201500941439	0.5311355311355311	0.21785668163391692	0.6658249413357555	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_TIG_IPRES	0.6142857142857143	0.04505494505494506	0.4887192006080039	0.514010989010989	0.2026945742551787	0.6638798218346116	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_CXCL9_APM	0.5906593406593407	0.013736263736263798	0.45400359207581464	0.5917582417582418	0.21610350876683407	0.6566386790464026	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
ifn_apm_effector_resistance_balance	0.5943223443223443	0.0045787545787545625	0.46685477911875484	0.5048534798534798	0.21900040931838943	0.6565826692613699	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_CYT_APM	0.5930402930402929	0.0058608058608058955	0.4701185208949897	0.483974358974359	0.22066823139581015	0.6527119836804937	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
single__APM	0.6227106227106227	0.09706959706959711	0.4773158499583177	0.5139194139194139	0.223060526238022	0.6446937514813738	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_APM_alpha0.5	0.6227106227106227	0.09706959706959711	0.4773158499583177	0.5139194139194139	0.22435139312384708	0.6445001214485	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_APM_alpha0.65	0.6227106227106227	0.09706959706959711	0.4773158499583177	0.5139194139194139	0.2256631724130035	0.6443033545551266	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_APM_alpha0.8	0.6227106227106227	0.09706959706959711	0.4773158499583177	0.5139194139194139	0.22818279966208796	0.6439254104677639	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_IPRES_alpha0.5	0.6238095238095238	0.12893772893772892	0.5286842343247642	0.5209706959706959	0.20542205885294754	0.6399397299891497	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_IPRES_alpha0.65	0.6238095238095238	0.12893772893772892	0.5286842343247642	0.5209706959706959	0.2124575529112333	0.6388844058804068	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
single__IPRES	0.6238095238095238	0.12893772893772892	0.5286842343247642	0.5209706959706959	0.21831518572813496	0.6380057609578715	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_IPRES_alpha0.8	0.6238095238095238	0.12893772893772892	0.5286842343247642	0.5209706959706959	0.22816888766595894	0.636527705667198	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_TIG_TIDE_dysfunction	0.5868131868131868	0.05934065934065935	0.5097272611084323	0.5268315018315018	0.19194249062576801	0.6349743928100183	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
module_plus_CXCL9_TIDE_dysfunction	0.5879120879120879	0.06593406593406592	0.5115741280171175	0.539010989010989	0.21139796463310442	0.6315905752496033	primary_recist	melanoma_core_high_evidence	PRJEB23709_PD1_PRE
