AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	cohort_set	selected_candidate	n_samples	n_cohorts	n_responders	n_nonresponders	response_prevalence	AUPRC_minus_prevalence	selection_boundary
0.5720238095238095	0.6000201924512661	0.530952380952381	0.5344827586206896	0.06323619942779275	0.47058823529411764	0.42857142857142855	0.6333333333333333	0.5217391304347826	0.5428571428571428	0.31717111343374943	0.25598480234532767	0.15823221384540517	-0.06817698701126779	strict_recist	GSE145996+PHS000452_LIU_LIKE_PRE	module_prior_composite	116	2	56	60	0.4827586206896552	0.11726157176161095	discovery_only_inner_lodo_no_external_selection
