endpoint	selection_set	candidate	inner_mean_AUROC	inner_mean_AUPRC	inner_mean_balanced_accuracy	inner_mean_ECE	inner_sd_AUROC	performance_score	selection_score	selected_candidate
strict_recist	GSE91061,GSE78220,PRJEB23709_PD1_PRE	module_prior_composite	0.7098243099387265	0.6816287085751004	0.6515686687454422	0.30158702250736785	0.08424717492189827	0.7764841788047535	0.7764841788047535	module_prior_composite
strict_recist	GSE91061,GSE78220,PRJEB23709_PD1_PRE	module_positive_composite	0.6603891627060963	0.6678288336588659	0.5609111616834729	0.1961816847465848	0.10116932436123603	0.7218261624732132	0.7218261624732132	module_prior_composite
strict_recist	GSE91061,GSE78220,PRJEB23709_PD1_PRE	module_logistic_l1_C0.05	0.5	0.4548019881353215	0.5	0.08611511944845275	0.0	0.5477400994067662	0.5477400994067662	module_prior_composite
strict_recist	GSE91061,GSE78220,PRJEB23709_PD1_PRE	module_logistic_l1_C0.25	0.6044190744419576	0.5859417868912983	0.5899156335655192	0.19565044225048142	0.15168614925001486	0.6632119454647984	0.6632119454647984	module_prior_composite
strict_recist	GSE91061,GSE78220,PRJEB23709_PD1_PRE	module_logistic_l1_C1	0.621540578033713	0.5832271218335804	0.596066462141977	0.21983723670005495	0.12277322268646668	0.6805052572324909	0.6805052572324909	module_prior_composite
strict_recist	GSE91061,GSE78220,PRJEB23709_PD1_PRE	module_logistic_l2_C0.05	0.6630908374615468	0.6284581648580777	0.6381717252998718	0.15650294476846752	0.11008920071388713	0.7264223319694443	0.7264223319694443	module_prior_composite
strict_recist	GSE91061,GSE78220,PRJEB23709_PD1_PRE	module_logistic_l2_C0.25	0.6394318781904594	0.6087693535005129	0.6319605451756481	0.22650680362302714	0.11861193365074142	0.7014683731242675	0.7014683731242675	module_prior_composite
strict_recist	GSE91061,GSE78220,PRJEB23709_PD1_PRE	module_logistic_l2_C1	0.6174572090762022	0.5921684483369914	0.6145733271305354	0.2449356627207846	0.11964596188953562	0.6777942978495786	0.6777942978495786	module_prior_composite
