AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	cohort	selected_candidate	n_samples	n_responders	n_nonresponders	response_prevalence	threshold	train_cohorts	selection_boundary
0.575	0.7723099816849817	0.3875	0.38461538461538464	-0.21957751641341997	0.42857142857142855	0.375	0.4	0.5	0.2857142857142857	0.3093450957535782	0.42652399059608886	0.295489408226382	0.5496003583273714	strict_recist	GSE145996	module_prior_composite	13	8	5	0.6153846153846154	0.38842845385861396	GSE91061,GSE78220,PRJEB23709_PD1_PRE	discovery_only_inner_lodo_no_external_selection
0.5727272727272728	0.5781971708133998	0.5539772727272727	0.5533980582524272	0.10771002748383117	0.54	0.5625	0.5454545454545454	0.5192307692307693	0.5882352941176471	0.3181588632380428	0.2605387927104076	0.148057064477016	-0.13755481993157553	strict_recist	PHS000452_LIU_LIKE_PRE	module_prior_composite	103	48	55	0.46601941747572817	0.38842845385861396	GSE91061,GSE78220,PRJEB23709_PD1_PRE	discovery_only_inner_lodo_no_external_selection
