endpoint	external_set	model_name	axis	transform	negative_weight	claim_boundary	cohorts	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	threshold	n_samples	n_responders	n_nonresponders	response_prevalence	AUPRC_minus_prevalence
primary_recist	low_n_array_sensitivity	EcoNiche-Opt-MAP4K1-TBX3-PercentileFixed	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	literature_prior_fixed_pair	GSE122220	0.7916666666666667	0.6083333333333333	0.7083333333333333	0.7	0.408248290463863	0.6666666666666666	0.75	0.6666666666666666	0.6	0.8	0.19583313333363334	0.24999990000000005	0.10187678183940711	-0.6161311770213683	0.6996392496392496	10	4	6	0.4	0.20833333333333326
primary_recist	expanded_public_melanoma	EcoNiche-Opt-MAP4K1-TBX3-PercentileFixed	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	literature_prior_fixed_pair	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE	0.6260869565217391	0.5497936700869279	0.5679633867276888	0.6097560975609756	0.16054198687126162	0.39622641509433965	0.30434782608695654	0.8315789473684211	0.5675675675675675	0.6220472440944882	0.25927439407528013	0.1366342759984582	0.13152564790879345	-0.32680195068496243	0.6996392496392496	164	69	95	0.42073170731707316	0.12906196276985477
primary_recist	public_melanoma_nontraining_with_combo	EcoNiche-Opt-MAP4K1-TBX3-PercentileFixed	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	literature_prior_fixed_pair	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE,PRJEB23709_COMBO_PRE	0.6281446540880503	0.5707404351438474	0.5642557651991614	0.5867346938775511	0.1547520246306175	0.39097744360902253	0.28888888888888886	0.839622641509434	0.6046511627906976	0.5816993464052288	0.25581816775803223	0.11649205352245948	0.11310734184746618	-0.16668093164772527	0.6996392496392496	196	90	106	0.45918367346938777	0.11155676167445966
primary_recist	public_melanoma_nontraining_with_combo_and_array	EcoNiche-Opt-MAP4K1-TBX3-PercentileFixed	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	literature_prior_fixed_pair	GSE115821,GSE122220,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE,PRJEB23709_COMBO_PRE	0.6421447568389059	0.573334774497213	0.5694338905775076	0.5922330097087378	0.1636158121107407	0.4084507042253521	0.30851063829787234	0.8303571428571429	0.6041666666666666	0.5886075949367089	0.2529062728830614	0.11650051532557634	0.10689038690395465	-0.18649580003579794	0.6996392496392496	206	94	112	0.4563106796116505	0.11702409488556254
strict_recist	current_strict_pd1_like	EcoNiche-Opt-MAP4K1-TBX3AXL-PercentilePrimarySelected	MAP4K1_minus_TBX3_AXL	cohort_gene_percentile	1.25	primary_selected_locked_candidate	GSE145996,PHS000452_LIU_LIKE_PRE	0.6563988095238096	0.5994138265765485	0.6273809523809524	0.6206896551724138	0.27517430743239724	0.6764705882352942	0.8214285714285714	0.43333333333333335	0.575	0.7222222222222222	0.2518053813194219	0.13516083696436304	0.16009114569205307	-0.1432666185425099	0.4923857868020305	116	56	60	0.4827586206896552	0.11665520588689332
strict_recist	secondary_small_melanoma	EcoNiche-Opt-MAP4K1-TBX3AXL-PercentilePrimarySelected	MAP4K1_minus_TBX3_AXL	cohort_gene_percentile	1.25	primary_selected_locked_candidate	GSE115821,GSE168204	0.5303030303030303	0.47615001348441766	0.5404040404040404	0.5172413793103449	0.07961085787020428	0.5	0.6363636363636364	0.4444444444444444	0.4117647058823529	0.6666666666666666	0.3138641453855437	0.28436005164242517	-0.06618109992832691	-0.49567175072971975	0.4923857868020305	29	11	18	0.3793103448275862	0.09683966865683147
strict_recist	low_n_array_sensitivity	EcoNiche-Opt-MAP4K1-TBX3AXL-PercentilePrimarySelected	MAP4K1_minus_TBX3_AXL	cohort_gene_percentile	1.25	primary_selected_locked_candidate	GSE122220	0.8500000000000001	0.8041666666666667	0.8	0.7777777777777778	0.6324555320336759	0.8	1.0	0.6	0.6666666666666666	1.0	0.18566990547976484	0.27371273712737126	0.3663945199090206	-0.724462500409607	0.4923857868020305	9	4	5	0.4444444444444444	0.3597222222222223
strict_recist	expanded_public_melanoma	EcoNiche-Opt-MAP4K1-TBX3AXL-PercentilePrimarySelected	MAP4K1_minus_TBX3_AXL	cohort_gene_percentile	1.25	primary_selected_locked_candidate	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE	0.6438002296211252	0.5789898150557479	0.6134711060084195	0.6	0.24043268174843224	0.6463414634146342	0.7910447761194029	0.4358974358974359	0.5463917525773195	0.7083333333333334	0.26421713413264625	0.1650006798999755	0.03983742847751633	-0.16801830827529696	0.4923857868020305	145	67	78	0.46206896551724136	0.11692084953850651
strict_recist	public_melanoma_nontraining_with_combo	EcoNiche-Opt-MAP4K1-TBX3AXL-PercentilePrimarySelected	MAP4K1_minus_TBX3_AXL	cohort_gene_percentile	1.25	primary_selected_locked_candidate	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE,PRJEB23709_COMBO_PRE	0.6261498917748918	0.6190532301132254	0.5781926406926408	0.5813953488372093	0.16281134634520053	0.6363636363636364	0.7159090909090909	0.44047619047619047	0.5727272727272728	0.5967741935483871	0.25746360660268774	0.11341428345781605	0.06320109151963779	0.02429864575067814	0.4923857868020305	172	88	84	0.5116279069767442	0.10742532313648123
strict_recist	public_melanoma_nontraining_with_combo_and_array	EcoNiche-Opt-MAP4K1-TBX3AXL-PercentilePrimarySelected	MAP4K1_minus_TBX3_AXL	cohort_gene_percentile	1.25	primary_selected_locked_candidate	GSE115821,GSE122220,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE,PRJEB23709_COMBO_PRE	0.6413654127992184	0.6271066284774404	0.5888495359062043	0.5911602209944752	0.18517757965326315	0.6442307692307693	0.7282608695652174	0.449438202247191	0.5775862068965517	0.6153846153846154	0.2538937540606639	0.1157252991435816	0.08135024198368557	0.0020466838430429606	0.4923857868020305	181	92	89	0.5082872928176796	0.11881933565976077
strict_recist	current_strict_pd1_like	EcoNiche-Opt-MAP4K1-TBX3AXL-RobustZStressOnly	MAP4K1_minus_TBX3_AXL	cohort_robust_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE145996,PHS000452_LIU_LIKE_PRE	0.6860119047619048	0.6897968225599096	0.6244047619047619	0.6206896551724138	0.2541608784693978	0.6507936507936508	0.7321428571428571	0.5166666666666667	0.5857142857142857	0.6739130434782609	0.22680952968653734	0.09744618262563451	0.7031471781743676	0.1746881053578327	0.3746128940154562	116	56	60	0.4827586206896552	0.2070382018702544
strict_recist	secondary_small_melanoma	EcoNiche-Opt-MAP4K1-TBX3AXL-RobustZStressOnly	MAP4K1_minus_TBX3_AXL	cohort_robust_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE115821,GSE168204	0.5328282828282829	0.4636644156432109	0.47474747474747475	0.41379310344827586	-0.05726734439533746	0.48484848484848486	0.7272727272727273	0.2222222222222222	0.36363636363636365	0.5714285714285714	0.3193121303409879	0.28704448115454867	-0.06593122803512004	-0.494290299754471	0.3746128940154562	29	11	18	0.3793103448275862	0.08435407081562474
strict_recist	low_n_array_sensitivity	EcoNiche-Opt-MAP4K1-TBX3AXL-RobustZStressOnly	MAP4K1_minus_TBX3_AXL	cohort_robust_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE122220	0.8	0.6791666666666667	0.7	0.6666666666666666	0.47809144373375745	0.7272727272727273	1.0	0.4	0.5714285714285714	1.0	0.20896016664021635	0.3345073759492577	0.038422162041556955	-0.2447310171344195	0.3746128940154562	9	4	5	0.4444444444444444	0.23472222222222228
strict_recist	expanded_public_melanoma	EcoNiche-Opt-MAP4K1-TBX3AXL-RobustZStressOnly	MAP4K1_minus_TBX3_AXL	cohort_robust_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE	0.6340413318025259	0.6023102191937793	0.5900306161500192	0.5793103448275863	0.18641165930720016	0.6163522012578616	0.7313432835820896	0.44871794871794873	0.532608695652174	0.660377358490566	0.24531004981742743	0.11099707511707613	0.06771725517366203	-0.1371763282230468	0.3746128940154562	145	67	78	0.46206896551724136	0.1402412536765379
strict_recist	public_melanoma_nontraining_with_combo	EcoNiche-Opt-MAP4K1-TBX3AXL-RobustZStressOnly	MAP4K1_minus_TBX3_AXL	cohort_robust_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE,PRJEB23709_COMBO_PRE	0.6711309523809524	0.6804467074624226	0.6122835497835497	0.6162790697674418	0.23955437168894902	0.6764705882352942	0.7840909090909091	0.44047619047619047	0.5948275862068966	0.6607142857142857	0.2354923822893808	0.11785327245056118	0.11043714502235256	0.059822619948581145	0.3746128940154562	172	88	84	0.5116279069767442	0.16881880048567843
strict_recist	public_melanoma_nontraining_with_combo_and_array	EcoNiche-Opt-MAP4K1-TBX3AXL-RobustZStressOnly	MAP4K1_minus_TBX3_AXL	cohort_robust_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE115821,GSE122220,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE,PRJEB23709_COMBO_PRE	0.6769662921348315	0.6704021517765653	0.6158402540302882	0.6187845303867403	0.2482057632204352	0.6790697674418604	0.7934782608695652	0.43820224719101125	0.5934959349593496	0.6724137931034483	0.23417310084826215	0.12015253543337094	0.09543189352224793	0.04160436372927678	0.3746128940154562	181	92	89	0.5082872928176796	0.16211485895888567
strict_recist	current_strict_pd1_like	EcoNiche-Opt-MAP4K1-TBX3AXL-ZScoreStressOnly	MAP4K1_minus_TBX3_AXL	cohort_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE145996,PHS000452_LIU_LIKE_PRE	0.6794642857142857	0.6837420163322454	0.6017857142857144	0.603448275862069	0.20454779594064518	0.5740740740740741	0.5535714285714286	0.65	0.5961538461538461	0.609375	0.22933119989140874	0.06882341269069966	0.6548856213458903	0.11279576751188669	0.4547186239664868	116	56	60	0.4827586206896552	0.2009833956425902
strict_recist	secondary_small_melanoma	EcoNiche-Opt-MAP4K1-TBX3AXL-ZScoreStressOnly	MAP4K1_minus_TBX3_AXL	cohort_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE115821,GSE168204	0.5126262626262625	0.4725754448631646	0.43939393939393934	0.41379310344827586	-0.12121212121212122	0.41379310344827586	0.5454545454545454	0.3333333333333333	0.3333333333333333	0.5454545454545454	0.3294962634743401	0.3814816377689756	-0.0650547083545318	-0.49322638442399247	0.4547186239664868	29	11	18	0.3793103448275862	0.09326510003557842
strict_recist	low_n_array_sensitivity	EcoNiche-Opt-MAP4K1-TBX3AXL-ZScoreStressOnly	MAP4K1_minus_TBX3_AXL	cohort_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE122220	0.8	0.6791666666666667	0.8	0.7777777777777778	0.6324555320336759	0.8	1.0	0.6	0.6666666666666666	1.0	0.18992880211302585	0.3332577333016109	0.04016061411041752	-0.23381839569692525	0.4547186239664868	9	4	5	0.4444444444444444	0.23472222222222228
strict_recist	expanded_public_melanoma	EcoNiche-Opt-MAP4K1-TBX3AXL-ZScoreStressOnly	MAP4K1_minus_TBX3_AXL	cohort_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE	0.6235170302334481	0.593927140093701	0.5645809414466131	0.5655172413793104	0.12886631755644162	0.5401459854014599	0.5522388059701493	0.5769230769230769	0.5285714285714286	0.6	0.24936421260799502	0.10457349470445708	0.06099688658300769	-0.14171995624404898	0.4547186239664868	145	67	78	0.46206896551724136	0.1318581745764596
strict_recist	public_melanoma_nontraining_with_combo	EcoNiche-Opt-MAP4K1-TBX3AXL-ZScoreStressOnly	MAP4K1_minus_TBX3_AXL	cohort_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE,PRJEB23709_COMBO_PRE	0.6576028138528139	0.6723745234091811	0.5865800865800865	0.5872093023255814	0.17340666463464607	0.6033519553072626	0.6136363636363636	0.5595238095238095	0.5934065934065934	0.5802469135802469	0.23851261679891556	0.09492479707609136	0.10362140618731104	0.05427261666471764	0.4547186239664868	172	88	84	0.5116279069767442	0.16074661643243693
strict_recist	public_melanoma_nontraining_with_combo_and_array	EcoNiche-Opt-MAP4K1-TBX3AXL-ZScoreStressOnly	MAP4K1_minus_TBX3_AXL	cohort_zscore	1.0	current_external_stress_screen_not_locked_selection	GSE115821,GSE122220,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE,PRJEB23709_COMBO_PRE	0.6693942354665364	0.6654697830899277	0.5961162677088423	0.5966850828729282	0.1927038098082369	0.6137566137566137	0.6304347826086957	0.5617977528089888	0.5979381443298969	0.5952380952380952	0.23609684700790445	0.08798375285101576	0.09105491085715108	0.03866128385481253	0.4547186239664868	181	92	89	0.5082872928176796	0.15718249027224807
strict_recist	current_strict_pd1_like	EcoNiche-Opt-MAP4K1-TBX3-PercentileFixed	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	literature_prior_fixed_pair	GSE145996,PHS000452_LIU_LIKE_PRE	0.6532738095238095	0.6606914359748829	0.5946428571428571	0.603448275862069	0.22103809307443242	0.4523809523809524	0.3392857142857143	0.85	0.6785714285714286	0.5795454545454546	0.24243101444503307	0.1189753479623824	0.45144630827600046	-0.11026136689861285	0.7045454545454545	116	56	60	0.4827586206896552	0.1779328152852277
strict_recist	secondary_small_melanoma	EcoNiche-Opt-MAP4K1-TBX3-PercentileFixed	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	literature_prior_fixed_pair	GSE115821,GSE168204	0.6565656565656566	0.5542999784379095	0.5353535353535354	0.6206896551724138	0.09949366763261822	0.26666666666666666	0.18181818181818182	0.8888888888888888	0.5	0.64	0.25305012477535854	0.26312199558348903	0.023178906973434523	-0.4886286410178077	0.7045454545454545	29	11	18	0.3793103448275862	0.17498963361032327
strict_recist	low_n_array_sensitivity	EcoNiche-Opt-MAP4K1-TBX3-PercentileFixed	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	literature_prior_fixed_pair	GSE122220	0.875	0.8041666666666667	0.775	0.7777777777777778	0.55	0.75	0.75	0.8	0.75	0.8	0.12672176308562166	0.2222222222222222	0.9146191000856545	-0.8003967625963272	0.7045454545454545	9	4	5	0.4444444444444444	0.3597222222222223
strict_recist	expanded_public_melanoma	EcoNiche-Opt-MAP4K1-TBX3-PercentileFixed	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	literature_prior_fixed_pair	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE	0.6597780329123611	0.6258441073616187	0.5862035973976272	0.6068965517241379	0.2072649554464745	0.42424242424242425	0.31343283582089554	0.8589743589743589	0.65625	0.5929203539823009	0.24455483651109816	0.11671107258211467	0.14336845595791195	-0.15901737084699277	0.7045454545454545	145	67	78	0.46206896551724136	0.1637751418443773
strict_recist	public_melanoma_nontraining_with_combo	EcoNiche-Opt-MAP4K1-TBX3-PercentileFixed	MAP4K1_minus_TBX3	cohort_gene_percentile	1.0	literature_prior_fixed_pair	GSE115821,GSE145996,GSE168204,PHS000452_LIU_LIKE_PRE,PRJEB23709_COMBO_PRE	0.6665990259740259	0.6732295898081354	0.5879329004329005	0.5813953488372093	0.21189376401421298	0.42857142857142855	0.3068181818181818	0.8690476190476191	0.7105263157894737	0.5447761194029851	0.23895411190134366	0.12269329718154186	0.17218925264074653	0.04226986134303462	0.7045454545454545	172	88	84	0.5116279069767442	0.1616016828313912
