AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	stratum	cohort	selected_candidate	weights	threshold	n_samples	n_responders	n_nonresponders	train_cohorts	selection_boundary
0.475	0.642548076923077	0.45	0.46153846153846156	-0.09759000729485333	0.5333333333333333	0.5	0.4	0.5714285714285714	0.3333333333333333	0.3372779526627988	0.3846153076923077	-0.1774380496492078	0.649725344123348	strict_recist	strict_melanoma_pd1_like_external	GSE145996	rank_module_dysfunction_0.25_cytpen_0.75	"{""CYT"": -0.75, ""EcoNiche-Opt-ModulePriorFixed"": 1.0, ""TIDE_dysfunction"": 0.25}"	0.4644444444444444	13	8	5	GSE91061,GSE78220,PRJEB23709_PD1_PRE	discovery_only_rank_fusion_no_external_selection
0.5460227272727273	0.47277892996916104	0.5371212121212121	0.5339805825242718	0.0743551690670463	0.5384615384615384	0.5833333333333334	0.4909090909090909	0.5	0.574468085106383	0.31077247911144373	0.2160429726647186	-0.0018535159568140564	-0.13587907180688757	strict_recist	strict_melanoma_pd1_like_external	PHS000452_LIU_LIKE_PRE	rank_module_dysfunction_0.25_cytpen_0.75	"{""CYT"": -0.75, ""EcoNiche-Opt-ModulePriorFixed"": 1.0, ""TIDE_dysfunction"": 0.25}"	0.4644444444444444	103	48	55	GSE91061,GSE78220,PRJEB23709_PD1_PRE	discovery_only_rank_fusion_no_external_selection
