endpoint	stratum	holdout	candidate	selection_score	inner_mean_AUROC	inner_mean_AUPRC	inner_mean_balanced_accuracy	inner_mean_ECE	inner_sd_AUROC	weights
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_prior	0.7967695569593433	0.7098243099387265	0.6816287085751004	0.6148736703799633	0.2585555589050988	0.08424717492189827	"{""EcoNiche-Opt-ModulePriorFixed"": 1.0}"
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_cytotoxic_penalty_0.250	0.819436092835605	0.7237516869095817	0.6929599391617448	0.6327666469685921	0.21615546082440415	0.07636353302284943	"{""CYT"": -0.25, ""EcoNiche-Opt-ModulePriorFixed"": 1.0}"
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_cytotoxic_penalty_0.375	0.8238741276273028	0.7286279557589627	0.6702475504849711	0.6497772441136286	0.20758347262758678	0.07998980164380558	"{""CYT"": -0.375, ""EcoNiche-Opt-ModulePriorFixed"": 1.0}"
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_cytotoxic_penalty_0.500	0.8465105057756293	0.7483437376887033	0.6952403959889736	0.6607662551026395	0.22291114150023872	0.0757139143610577	"{""CYT"": -0.5, ""EcoNiche-Opt-ModulePriorFixed"": 1.0}"
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_cytotoxic_penalty_0.625	0.8476396847782202	0.7481371698476963	0.6856997561319188	0.7164125824594931	0.1921432751832055	0.10747195705148409	"{""CYT"": -0.625, ""EcoNiche-Opt-ModulePriorFixed"": 1.0}"
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_cytotoxic_penalty_0.750	0.80779500712508	0.7246743531068475	0.669937862024545	0.6510426358538487	0.24325867265101597	0.12325764252252626	"{""CYT"": -0.75, ""EcoNiche-Opt-ModulePriorFixed"": 1.0}"
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_cytotoxic_penalty_1.000	0.7255208286651833	0.6600077220643582	0.6365677426999001	0.5965430926815366	0.2532512050742042	0.1623642821494907	"{""CYT"": -1.0, ""EcoNiche-Opt-ModulePriorFixed"": 1.0}"
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_dysfunction_0.25_cytpen_0.50	0.8264764116665363	0.7259376493072146	0.674428740974958	0.6739301745165589	0.21332762864911972	0.06482183162459096	"{""CYT"": -0.5, ""EcoNiche-Opt-ModulePriorFixed"": 1.0, ""TIDE_dysfunction"": 0.25}"
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_dysfunction_0.25_cytpen_0.75	0.8556840715436244	0.7529475863571973	0.7024078493429059	0.6847625439015599	0.19199173034030267	0.08390690551994587	"{""CYT"": -0.75, ""EcoNiche-Opt-ModulePriorFixed"": 1.0, ""TIDE_dysfunction"": 0.25}"
strict_recist	strict_melanoma_pd1_like_external	discovery_inner_lodo	rank_module_dysfunction_0.25_cytpen_1.00	0.8038080864417898	0.7233208439158098	0.6754842912721762	0.64786972657396	0.29172978134979827	0.11337590561826802	"{""CYT"": -1.0, ""EcoNiche-Opt-ModulePriorFixed"": 1.0, ""TIDE_dysfunction"": 0.25}"
