endpoint	stratum	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	n_samples	n_cohorts	n_responders	n_nonresponders	response_prevalence	AUPRC_minus_prevalence	selected_candidates	median_threshold
strict_recist	strict_melanoma_pd1_like_external	0.5409226190476191	0.4875421023706044	0.5273809523809524	0.5258620689655172	0.05493384209160448	0.5378151260504201	0.5714285714285714	0.48333333333333334	0.5079365079365079	0.5471698113207547	0.3137429201128886	0.22432462029048958	-0.03559759396161643	-0.06081031669412057	116	2	56	60	0.4827586206896552	0.00478348168094922	rank_module_dysfunction_0.25_cytpen_0.75	0.4644444444444444
