endpoint	stratum	blend_id	blend_type	axis	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	threshold	n_samples	n_responders	n_nonresponders	response_prevalence	AUPRC_minus_prevalence
strict_recist	strict_melanoma_pd1_like_external	cohort_gene_percentile	single	MAP4K1_minus_TBX3_AXL	0.6605654761904762	0.6102916193311602	0.6339285714285714	0.6293103448275862	0.2771259614786443	0.6666666666666666	0.7678571428571429	0.5	0.589041095890411	0.6976744186046512	0.25316548192021576	0.16157585193579205	0.16997698887514762	-0.1562653846264858	0.5252083333333333	116	56	60	0.4827586206896552	0.12753299864150497
strict_recist	strict_melanoma_pd1_like_external	cohort_zscore	single	MAP4K1_minus_TBX3_AXL	0.6794642857142857	0.6837420163322454	0.6017857142857144	0.603448275862069	0.20454779594064518	0.5740740740740741	0.5535714285714286	0.65	0.5961538461538461	0.609375	0.22933119989140874	0.06882341269069966	0.6548856213458903	0.11279576751188669	0.4547186239664868	116	56	60	0.4827586206896552	0.2009833956425902
strict_recist	strict_melanoma_pd1_like_external	cohort_robust_zscore	single	MAP4K1_minus_TBX3_AXL	0.6860119047619048	0.6897968225599096	0.6244047619047619	0.6206896551724138	0.2541608784693978	0.6507936507936508	0.7321428571428571	0.5166666666666667	0.5857142857142857	0.6739130434782609	0.22680952968653734	0.09744618262563451	0.7031471781743676	0.1746881053578327	0.3746128940154562	116	56	60	0.4827586206896552	0.2070382018702544
strict_recist	strict_melanoma_pd1_like_external	0.00*cohort_gene_percentile+1.00*cohort_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6794642857142857	0.6837420163322454	0.6017857142857144	0.603448275862069	0.20454779594064518	0.5740740740740741	0.5535714285714286	0.65	0.5961538461538461	0.609375	0.22933119989140874	0.06882341269069966	0.6548856213458903	0.11279576751188669	0.4547186239664868	116	56	60	0.4827586206896552	0.2009833956425902
strict_recist	strict_melanoma_pd1_like_external	0.05*cohort_gene_percentile+0.95*cohort_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6782738095238096	0.6792180564965659	0.6172619047619048	0.6120689655172413	0.24515119735078633	0.6564885496183206	0.7678571428571429	0.4666666666666667	0.5733333333333334	0.6829268292682927	0.22878253847941485	0.06176515556942601	0.6479977174886363	0.08566082569015829	0.380168073764796	116	56	60	0.4827586206896552	0.19645943580691066
strict_recist	strict_melanoma_pd1_like_external	0.10*cohort_gene_percentile+0.90*cohort_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6773809523809523	0.6777666856505156	0.6172619047619048	0.6120689655172413	0.24515119735078633	0.6564885496183206	0.7678571428571429	0.4666666666666667	0.5733333333333334	0.6829268292682927	0.22842093132783606	0.0749745547566193	0.6410811166499247	0.05931025100123177	0.38518244144522057	116	56	60	0.4827586206896552	0.19500806496086037
strict_recist	strict_melanoma_pd1_like_external	0.15*cohort_gene_percentile+0.85*cohort_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6758928571428572	0.6733499968958924	0.6172619047619048	0.6120689655172413	0.24515119735078633	0.6564885496183206	0.7678571428571429	0.4666666666666667	0.5733333333333334	0.6829268292682927	0.22824839508832592	0.05125912808608565	0.6322847727468371	0.033318969841964974	0.39020238994665846	116	56	60	0.4827586206896552	0.19059137620623717
strict_recist	strict_melanoma_pd1_like_external	0.20*cohort_gene_percentile+0.80*cohort_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6752976190476191	0.6710360895622096	0.6089285714285715	0.603448275862069	0.22903647475220468	0.6515151515151515	0.7678571428571429	0.45	0.5657894736842105	0.675	0.22826700873325415	0.05400200035668633	0.6216270789079746	0.007421049990154459	0.3952279285911936	116	56	60	0.4827586206896552	0.18827746887255442
strict_recist	strict_melanoma_pd1_like_external	0.25*cohort_gene_percentile+0.75*cohort_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6758928571428572	0.668958394086431	0.6476190476190476	0.646551724137931	0.29545801191308646	0.6495726495726496	0.6785714285714286	0.6166666666666667	0.6229508196721312	0.6727272727272727	0.22847891655345992	0.04610633794286422	0.6099161943720521	-0.01803761760226514	0.4608615024414007	116	56	60	0.4827586206896552	0.1861997733967758
strict_recist	strict_melanoma_pd1_like_external	0.30*cohort_gene_percentile+0.70*cohort_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6758928571428572	0.667427802774144	0.656547619047619	0.6551724137931034	0.31365583879140874	0.6610169491525424	0.6964285714285714	0.6166666666666667	0.6290322580645161	0.6851851851851852	0.2288863313255483	0.059482656753348274	0.5968766276354815	-0.04292864999820375	0.46833348071001324	116	56	60	0.4827586206896552	0.18466918208448885
