endpoint	cohort	blend_id	blend_type	axis	AUROC	AUPRC	balanced_accuracy	threshold	n_samples	n_responders	n_nonresponders
strict_recist	GSE145996	0.90*cohort_gene_percentile+0.10*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.85	0.8956845238095238	0.8375	0.5131184070873652	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.90*cohort_gene_percentile+0.10*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6382575757575758	0.5916528041696951	0.6113636363636363	0.5131184070873652	103	48	55
strict_recist	GSE145996	0.95*cohort_gene_percentile+0.05*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.825	0.8644345238095238	0.8375	0.5190614286256998	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.95*cohort_gene_percentile+0.05*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6367424242424243	0.5896765948088509	0.6022727272727273	0.5190614286256998	103	48	55
strict_recist	GSE145996	1.00*cohort_gene_percentile+0.00*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.8375	0.8674107142857143	0.8375	0.5252083333333333	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	1.00*cohort_gene_percentile+0.00*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6350378787878789	0.5759402958564229	0.6113636363636363	0.5252083333333333	103	48	55
strict_recist	GSE145996	0.00*cohort_zscore+1.00*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.7375	0.3746128940154562	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.00*cohort_zscore+1.00*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6515151515151516	0.6377313029851331	0.6087121212121211	0.3746128940154562	103	48	55
strict_recist	GSE145996	0.05*cohort_zscore+0.95*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.7375	0.3746614201720898	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.05*cohort_zscore+0.95*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6518939393939395	0.6376761933000892	0.6087121212121211	0.3746614201720898	103	48	55
strict_recist	GSE145996	0.10*cohort_zscore+0.90*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.7375	0.37470994632872334	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.10*cohort_zscore+0.90*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6511363636363636	0.6367366978859371	0.6100378787878787	0.37470994632872334	103	48	55
strict_recist	GSE145996	0.15*cohort_zscore+0.85*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.7375	0.374758472485357	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.15*cohort_zscore+0.85*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6507575757575758	0.6366397506912177	0.6204545454545455	0.374758472485357	103	48	55
strict_recist	GSE145996	0.20*cohort_zscore+0.80*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.7375	0.3748069986419906	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.20*cohort_zscore+0.80*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6515151515151516	0.6371345226057435	0.6204545454545455	0.3748069986419906	103	48	55
strict_recist	GSE145996	0.25*cohort_zscore+0.75*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.7375	0.37433443829180757	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.25*cohort_zscore+0.75*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6515151515151515	0.6369106556466791	0.6204545454545455	0.37433443829180757	103	48	55
strict_recist	GSE145996	0.30*cohort_zscore+0.70*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.8375	0.4258102130179858	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.30*cohort_zscore+0.70*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6526515151515152	0.6387283756609728	0.6098484848484849	0.4258102130179858	103	48	55
strict_recist	GSE145996	0.35*cohort_zscore+0.65*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.8375	0.42674878589053744	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.35*cohort_zscore+0.65*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6522727272727272	0.6386927855743492	0.6098484848484849	0.42674878589053744	103	48	55
strict_recist	GSE145996	0.40*cohort_zscore+0.60*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.7375	0.4276873587630891	13	8	5
strict_recist	PHS000452_LIU_LIKE_PRE	0.40*cohort_zscore+0.60*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.6507575757575758	0.6370649909608999	0.6098484848484849	0.4276873587630891	103	48	55
strict_recist	GSE145996	0.45*cohort_zscore+0.55*cohort_robust_zscore	pair_grid	MAP4K1_minus_TBX3_AXL	0.875	0.9206845238095238	0.8375	0.44635309288915004	13	8	5
