candidate	primary_AUROC	primary_AUPRC	primary_BA
0.80*base+0.20*z__PLA2G2D	0.7734129478315526	0.6780425061562453	0.6664047768698931
0.80*base+0.20*pct__CD247	0.7734129478315525	0.672438933362472	0.6855751099937146
0.65*base+0.35*pct__PLA2G2D	0.7730986800754244	0.6711590077004893	0.6285355122564424
0.50*base+0.50*pct__GCH1	0.7730986800754243	0.6871045030521528	0.6836895034569453
0.80*base+0.20*pct__IFNG	0.7730986800754243	0.6719975243454899	0.6356065367693274
0.80*base+0.20*pct__MAP4K1	0.7727844123192961	0.675133230970504	0.7302011313639221
0.65*base+0.35*z__IKZF3	0.772784412319296	0.6621646509068885	0.73585795097423
0.80*base+0.20*pct__P2RY10	0.7724701445631678	0.6647662629745485	0.6675047140163419
base_rescue_robust	0.7723130106851037	0.654114787887294	0.6555625392834695
0.65*base+0.35*pct__SIRPG	0.7721558768070396	0.6622197758639035	0.6337209302325582
0.35*base+0.65*z__BLK	0.7718416090509114	0.670466571987241	0.7031741043368951
0.65*base+0.35*pct__DIAPH1	0.7718416090509113	0.6774039016400247	0.7196731615336267
0.80*base+0.20*pct__SLAMF7	0.7715273412947831	0.6889815607541525	0.6312067881835324
0.80*base+0.20*pct__CCR4	0.771213073538655	0.6765888776362656	0.7118164676304211
0.80*base+0.20*z__TRAF3IP3	0.771213073538655	0.6689697595857325	0.7185732243871779
0.80*base+0.20*rz__TRAF3IP3	0.771213073538655	0.6689697595857325	0.7185732243871779
0.80*base+0.20*pct__BLK	0.7712130735386549	0.6762529953329481	0.6799182903834067
0.65*base+0.35*z__LCK	0.7708988057825267	0.6837586180038505	0.721558768070396
0.65*base+0.35*rz__LCK	0.7708988057825267	0.6837586180038505	0.721558768070396
0.65*base+0.35*z__CCR4	0.7708988057825267	0.6705712083984966	0.6412633563796355
0.65*base+0.35*rz__CCR4	0.7708988057825267	0.6705712083984966	0.6412633563796355
0.80*base+0.20*z__CD8A	0.7705845380263985	0.6687598155462722	0.7058453802639849
0.80*base+0.20*rz__CD8A	0.7705845380263985	0.6687598155462722	0.7058453802639849
0.80*base+0.20*pct__TIGIT	0.7705845380263985	0.6645804261823116	0.6915461973601509
0.35*base+0.65*z__GCH1	0.7705845380263985	0.6588595142915281	0.6393777498428661
0.35*base+0.65*rz__GCH1	0.7705845380263985	0.6588595142915281	0.6393777498428661
0.80*base+0.20*z__ITGAL	0.7705845380263984	0.6736530174583266	0.6885606536769328
0.80*base+0.20*rz__ITGAL	0.7705845380263984	0.6736530174583266	0.6885606536769328
0.80*base+0.20*z__P2RY10	0.7702702702702703	0.6626436573709035	0.7204588309239472
0.80*base+0.20*rz__P2RY10	0.7696417347580139	0.6609881859466322	0.7099308610936518
0.20*base+0.80*z__SIRPG	0.7696417347580138	0.6389360964544505	0.6896605908233815
0.20*base+0.80*rz__SIRPG	0.7696417347580138	0.6389360964544505	0.6896605908233815
0.80*base+0.20*rz__NCR3	0.7693274670018856	0.6728345176971097	0.6866750471401635
0.80*base+0.20*z__TXK	0.7693274670018855	0.6661353500604617	0.6341923318667505
0.65*base+0.35*z__SLAMF7	0.7690131992457574	0.6985875987367568	0.6495914519170334
0.65*base+0.35*rz__SLAMF7	0.7690131992457574	0.6985875987367568	0.6495914519170334
0.80*base+0.20*pct__NCR3	0.7690131992457574	0.6831093903919325	0.6409490886235072
0.80*base+0.20*pct__CD8A	0.7690131992457574	0.6685206959135658	0.7339723444374607
0.50*base+0.50*z__CD247	0.7690131992457574	0.653386934070877	0.6528912633563797
0.50*base+0.50*rz__CD247	0.7690131992457574	0.653386934070877	0.6528912633563797
0.80*base+0.20*z__LAX1	0.7686989314896292	0.6682717555623886	0.6431489629164048
0.80*base+0.20*pct__MS4A1	0.7686989314896291	0.6669968099007667	0.6412633563796355
0.80*base+0.20*z__MS4A1	0.7686989314896291	0.6651068468219414	0.6983029541169076
0.80*base+0.20*z__SLAMF1	0.7686989314896291	0.6646188626679725	0.7031741043368951
0.65*base+0.35*z__TXK	0.768384663733501	0.6621334338063692	0.6934318038969202
0.80*base+0.20*rz__TXK	0.7683846637335009	0.6648450005069698	0.6341923318667505
0.65*base+0.35*rz__PLA2G2D	0.7680703959773728	0.6664988608675653	0.6217787554996858
0.80*base+0.20*pct__ITGAL	0.7680703959773727	0.6703963477470647	0.6983029541169076
0.65*base+0.35*z__CD3G	0.7680703959773727	0.6582194042502756	0.7080452545568825
0.65*base+0.35*rz__CD3G	0.7680703959773727	0.6582194042502756	0.7080452545568825
0.80*base+0.20*rz__LAX1	0.7677561282212445	0.665503342328859	0.6431489629164048
0.80*base+0.20*pct__PIK3CD	0.7674418604651163	0.6949346976556333	0.7118164676304211
0.65*base+0.35*z__TPI1P3	0.7674418604651162	0.6753382675413448	0.6228786926461345
0.65*base+0.35*z__PIK3CD	0.767127592708988	0.6977753630258083	0.700188560653677
0.65*base+0.35*rz__PIK3CD	0.767127592708988	0.6977753630258083	0.700188560653677
0.65*base+0.35*z__ICOS	0.767127592708988	0.6645091329466619	0.6491200502828409
0.65*base+0.35*rz__ICOS	0.767127592708988	0.6645091329466619	0.6491200502828409
0.80*base+0.20*z__TIGIT	0.767127592708988	0.6616068562310072	0.6896605908233815
0.80*base+0.20*rz__TIGIT	0.767127592708988	0.6616068562310072	0.6896605908233815
0.80*base+0.20*pct__SLAMF1	0.7668133249528598	0.6645033420397417	0.7302011313639221
0.65*base+0.35*pct__CXCL10	0.7661847894406034	0.6698681742663151	0.6488057825267128
0.65*base+0.35*z__CD83	0.7661847894406033	0.6911817382709897	0.6701759899434319
0.65*base+0.35*rz__CD83	0.7661847894406033	0.6911817382709897	0.6701759899434319
0.65*base+0.35*z__DIAPH1	0.7661847894406033	0.674376942254706	0.6923318667504714
0.65*base+0.35*rz__DIAPH1	0.7661847894406033	0.674376942254706	0.6923318667504714
0.65*base+0.35*rz__TXK	0.7661847894406033	0.6597111848852812	0.6934318038969202
0.65*base+0.35*pct__SLAMF7	0.7658705216844752	0.6939445401687199	0.6360779384035198
0.80*base+0.20*z__MAP4K1	0.7658705216844752	0.6677550606667423	0.7118164676304211
0.80*base+0.20*rz__MAP4K1	0.7658705216844752	0.6677550606667423	0.7118164676304211
0.80*base+0.20*z__TAGAP	0.7658705216844752	0.6664018020950513	0.647705845380264
0.80*base+0.20*rz__TAGAP	0.7658705216844752	0.6664018020950513	0.647705845380264
0.50*base+0.50*pct__SIRPG	0.7658705216844752	0.6599069462081387	0.6104651162790697
0.80*base+0.20*pct__TAGAP	0.7658705216844751	0.6636280146792921	0.6585480829666877
0.80*base+0.20*rz__MS4A1	0.7655562539283469	0.6627683295667961	0.6712759270898805
0.65*base+0.35*rz__BLK	0.7655562539283469	0.6496684507715266	0.6934318038969202
0.80*base+0.20*z__NCR3	0.7652419861722186	0.6677055176507747	0.6371778755499686
0.80*base+0.20*pct__CD79A	0.7649277184160904	0.6710941132885369	0.6742614707730987
0.50*base+0.50*z__NCR3	0.7646134506599622	0.6684609048349992	0.6934318038969202
0.65*base+0.35*z__PLA2G2D	0.764299182903834	0.6679765987178846	0.6150219987429291
0.80*base+0.20*pct__CD3G	0.764299182903834	0.6602612900706082	0.6866750471401635
0.65*base+0.35*rz__P2RY10	0.764299182903834	0.6452858268965049	0.63073538654934
0.65*base+0.35*z__NCR3	0.7636706473915776	0.6734310119693127	0.7118164676304211
0.50*base+0.50*rz__IKZF3	0.7636706473915776	0.6447228306730088	0.6247642991829039
0.65*base+0.35*z__IFNG	0.7633563796354494	0.6239961669458952	0.7031741043368951
0.65*base+0.35*rz__IFNG	0.7633563796354494	0.6239961669458952	0.7031741043368951
0.80*base+0.20*rz__SLAMF1	0.7633563796354493	0.6607486205509492	0.721558768070396
0.65*base+0.35*pct__ICOS	0.7633563796354493	0.6580756398659181	0.6269641734758014
0.65*base+0.35*pct__CD83	0.7627278441231929	0.6900691150767814	0.6574481458202388
0.65*base+0.35*pct__IKZF3	0.7627278441231929	0.6522272239861706	0.6566624764299183
0.50*base+0.50*z__SLAMF7	0.7624135763670647	0.6837098806532047	0.6198931489629164
0.50*base+0.50*rz__SLAMF7	0.7624135763670647	0.6837098806532047	0.6198931489629164
0.50*base+0.50*z__TXK	0.7624135763670646	0.6543790676874186	0.721558768070396
0.65*base+0.35*pct__P2RY10	0.7620993086109366	0.6422279204361185	0.6266499057196732
0.80*base+0.20*pct__TRAF3IP3	0.7611565053425519	0.6604421777624114	0.6615336266499057
0.65*base+0.35*pct__CXCL9	0.7611565053425519	0.6591599936292436	0.6412633563796355
0.50*base+0.50*z__LCK	0.7608422375864237	0.6665055904707314	0.6896605908233815
0.50*base+0.50*rz__LCK	0.7608422375864237	0.6665055904707314	0.6896605908233815
0.35*base+0.65*z__NCR3	0.7608422375864237	0.6572105135303747	0.7012884978001257
0.65*base+0.35*z__CXCL9	0.7608422375864237	0.6565197076649367	0.6461345065996229
0.65*base+0.35*rz__CXCL9	0.7608422375864237	0.6565197076649367	0.6461345065996229
0.35*base+0.65*z__CD247	0.7608422375864237	0.6424770348524862	0.6209930861093651
0.35*base+0.65*rz__CD247	0.7608422375864237	0.6424770348524862	0.6209930861093651
0.65*base+0.35*pct__LCK	0.7602137020741673	0.6615416147788618	0.6172218730358265
0.50*base+0.50*rz__PIK3CD	0.7602137020741672	0.6886343560223156	0.6439346323067253
0.50*base+0.50*z__PIK3CD	0.7602137020741672	0.6886343560223155	0.6439346323067253
0.35*base+0.65*pct__GCH1	0.7602137020741672	0.6753057545900121	0.6712759270898805
0.80*base+0.20*pct__TXK	0.7602137020741672	0.6503968565610095	0.708830923947203
0.50*base+0.50*pct__PLA2G2D	0.759899434318039	0.6559200057938452	0.5801382778126964
0.65*base+0.35*z__TRAF3IP3	0.759899434318039	0.6546056623410296	0.6528912633563797
0.65*base+0.35*rz__TRAF3IP3	0.759899434318039	0.6546056623410295	0.6528912633563797
0.65*base+0.35*z__ITGAL	0.7595851665619108	0.6652730197013121	0.6082652419861723
0.65*base+0.35*rz__ITGAL	0.7595851665619108	0.6652730197013121	0.6082652419861723
0.65*base+0.35*z__SLAMF1	0.7595851665619108	0.6516588183687072	0.6915461973601509
0.65*base+0.35*pct__LAX1	0.7595851665619107	0.6626384401258244	0.6288497800125707
0.50*base+0.50*rz__TXK	0.7589566310496543	0.6485524831037814	0.721558768070396
0.65*base+0.35*z__P2RY10	0.7586423632935262	0.645480350650805	0.609365179132621
0.65*base+0.35*z__CD79A	0.7586423632935261	0.658095624229833	0.6374921433060967
0.65*base+0.35*rz__CD79A	0.7586423632935261	0.658095624229833	0.6374921433060967
0.50*base+0.50*z__IKZF3	0.7580138277812697	0.6454171503307884	0.6142363293526084
0.65*base+0.35*pct__IFNG	0.7576995600251414	0.6469176107007705	0.6799182903834067
0.65*base+0.35*z__MS4A1	0.7573852922690132	0.6521405152923958	0.6461345065996229
0.50*base+0.50*rz__PLA2G2D	0.7573852922690132	0.6476621520893409	0.6528912633563797
0.65*base+0.35*z__MAP4K1	0.7567567567567568	0.6624760826149836	0.6915461973601509
0.65*base+0.35*rz__MAP4K1	0.7567567567567568	0.6624760826149836	0.6915461973601509
0.50*base+0.50*z__PLA2G2D	0.7567567567567568	0.6531915374025681	0.7129164047768699
0.65*base+0.35*rz__NCR3	0.7567567567567568	0.6514174357896738	0.6536769327467002
0.50*base+0.50*z__ICOS	0.7567567567567566	0.6469416029197381	0.6829038340666247
0.50*base+0.50*rz__ICOS	0.7567567567567566	0.6469416029197381	0.6829038340666247
0.65*base+0.35*pct__CD8A	0.7564424890006285	0.6524029771685064	0.6750471401634193
0.65*base+0.35*z__CXCL10	0.7558139534883721	0.6553718673778948	0.6701759899434319
0.65*base+0.35*rz__CXCL10	0.7558139534883721	0.6553718673778948	0.6701759899434319
0.50*base+0.50*z__CCR4	0.7551854179761157	0.6484374780531448	0.6180075424261471
0.50*base+0.50*rz__CCR4	0.7551854179761157	0.6484374780531448	0.6180075424261471
0.80*base+0.20*pct__TBX3	0.7551854179761156	0.6579213348932287	0.7234443746071653
0.80*base+0.20*z__TBX3	0.7548711502199874	0.6519716620513809	0.6964173475801383
0.80*base+0.20*rz__TBX3	0.7548711502199874	0.6519716620513809	0.6964173475801383
0.65*base+0.35*pct__ITGAL	0.7545568824638592	0.6533169276687415	0.6315210559396606
0.50*base+0.50*z__CD3G	0.754242614707731	0.6378556124574989	0.6198931489629164
0.50*base+0.50*rz__CD3G	0.754242614707731	0.6378556124574989	0.6198931489629164
0.65*base+0.35*z__CD8A	0.7539283469516028	0.6543638844056631	0.6934318038969202
0.65*base+0.35*rz__CD8A	0.7539283469516028	0.6543638844056631	0.6934318038969202
0.20*base+0.80*z__NCR3	0.7539283469516027	0.6400910591356921	0.6956316781898177
0.65*base+0.35*pct__CCR4	0.7536140791954745	0.656863006237186	0.6082652419861723
0.50*base+0.50*rz__TPI1P3	0.7529855436832181	0.6227066180390898	0.683218101822753
0.65*base+0.35*z__LAX1	0.7526712759270899	0.6518815281648902	0.6063796354494029
0.50*base+0.50*rz__P2RY10	0.7526712759270899	0.6295031323114127	0.6112507856693903
0.50*base+0.50*z__CD83	0.7526712759270898	0.6853095507997599	0.6495914519170334
0.50*base+0.50*rz__CD83	0.7526712759270898	0.6853095507997599	0.6495914519170334
0.65*base+0.35*pct__CD247	0.7523570081709616	0.6402005264621308	0.6423632935260842
0.35*base+0.65*rz__PIK3CD	0.7520427404148334	0.6896140780741871	0.7009742300439974
0.35*base+0.65*z__PIK3CD	0.7520427404148334	0.689614078074187	0.7009742300439974
0.50*base+0.50*pct__SLAMF7	0.7520427404148334	0.6762590488558624	0.5985229415461973
0.65*base+0.35*rz__LAX1	0.7520427404148334	0.6525636199542207	0.6063796354494029
0.35*base+0.65*pct__SIRPG	0.7507856693903205	0.6407563679730116	0.7016027655562539
0.65*base+0.35*pct__TIGIT	0.7504714016341923	0.6352815864626361	0.6412633563796355
0.65*base+0.35*pct__BLK	0.7501571338780642	0.6534130907522148	0.6547768698931489
0.65*base+0.35*pct__PIK3CD	0.7498428661219358	0.6928881750729291	0.6758328095537398
0.65*base+0.35*pct__MAP4K1	0.7498428661219358	0.6466215605417442	0.6585480829666877
0.65*base+0.35*pct__MS4A1	0.7498428661219357	0.6415695695876815	0.6228786926461345
0.65*base+0.35*pct__NCR3	0.7492143306096795	0.6596142275002396	0.6488057825267128
0.50*base+0.50*pct__LCK	0.7492143306096793	0.6556510939024474	0.6209930861093651
0.65*base+0.35*z__TIGIT	0.7489000628535512	0.6342634171517592	0.6131363922061597
0.65*base+0.35*rz__TIGIT	0.7489000628535512	0.6342634171517592	0.6131363922061597
0.35*base+0.65*rz__IKZF3	0.7489000628535512	0.6212959603818383	0.6296354494028913
0.65*base+0.35*rz__MS4A1	0.7482715273412948	0.6344693914906799	0.6461345065996229
0.20*base+0.80*z__BLK	0.7479572595851666	0.65141536894177	0.623664362036455
0.65*base+0.35*rz__SLAMF1	0.7476429918290384	0.6397587950402035	0.6352922690131992
0.50*base+0.50*z__SLAMF1	0.7473287240729101	0.6380386944190533	0.622093023255814
0.35*base+0.65*z__TXK	0.7473287240729101	0.6371174796121959	0.6082652419861723
0.50*base+0.50*pct__ICOS	0.7470144563167819	0.6352101218611083	0.6712759270898805
0.35*base+0.65*z__LCK	0.7467001885606538	0.6476918334259716	0.6363922061596481
0.35*base+0.65*rz__LCK	0.7467001885606538	0.6476918334259716	0.6363922061596481
0.50*base+0.50*pct__IKZF3	0.7467001885606538	0.6304931757519173	0.6018227529855437
0.65*base+0.35*pct__SLAMF1	0.7467001885606537	0.6358706938262833	0.6104651162790697
0.50*base+0.50*rz__BLK	0.7463859208045255	0.6275119012565294	0.6374921433060967
0.35*base+0.65*z__ICOS	0.7460716530483973	0.6301645037254338	0.6945317410433689
0.35*base+0.65*rz__ICOS	0.7460716530483973	0.6301645037254338	0.6945317410433689
0.20*base+0.80*z__CD247	0.7457573852922691	0.6280453071152898	0.6858893777498428
0.20*base+0.80*rz__CD247	0.7457573852922691	0.6280453071152898	0.6858893777498428
0.50*base+0.50*z__TRAF3IP3	0.745757385292269	0.6445147545815763	0.5977372721558768
0.50*base+0.50*rz__TRAF3IP3	0.745757385292269	0.6445147545815763	0.5977372721558768
0.65*base+0.35*pct__TRAF3IP3	0.745757385292269	0.6435203665028503	0.5977372721558768
0.50*base+0.50*z__MS4A1	0.7451288497800126	0.6364586588205621	0.6228786926461345
0.50*base+0.50*z__P2RY10	0.7448145820238843	0.6282050630072995	0.609365179132621
0.65*base+0.35*z__TAGAP	0.7445003142677561	0.6446385567579058	0.6191074795725959
0.65*base+0.35*rz__TAGAP	0.7445003142677561	0.6446385567579058	0.6191074795725959
0.50*base+0.50*pct__CXCL10	0.7438717787554997	0.6355733771580497	0.6953174104336894
0.50*base+0.50*z__MAP4K1	0.7438717787554996	0.6488927050279033	0.6334066624764298
0.50*base+0.50*rz__MAP4K1	0.7438717787554996	0.6488927050279033	0.6334066624764298
0.50*base+0.50*rz__NCR3	0.7435575109993714	0.6323594099629749	0.6352922690131992
0.35*base+0.65*z__CCR4	0.7435575109993714	0.627834172033199	0.6063796354494029
0.35*base+0.65*rz__CCR4	0.7435575109993714	0.627834172033199	0.6063796354494029
0.35*base+0.65*rz__P2RY10	0.7435575109993714	0.6136137101886701	0.6791326209930861
0.35*base+0.65*rz__PLA2G2D	0.7432432432432432	0.6300405460401828	0.6502199874292898
0.35*base+0.65*z__IKZF3	0.7432432432432432	0.623572716472492	0.5842237586423633
0.65*base+0.35*pct__TAGAP	0.7429289754871151	0.6367696823848474	0.5545254556882464
0.50*base+0.50*pct__DIAPH1	0.742928975487115	0.6475000810095308	0.6536769327467002
0.50*base+0.50*z__ITGAL	0.742928975487115	0.6393308842099288	0.6528912633563797
0.50*base+0.50*rz__ITGAL	0.742928975487115	0.6393308842099288	0.6528912633563797
0.65*base+0.35*pct__TXK	0.7426147077309868	0.6407903860307311	0.7012884978001257
0.35*base+0.65*rz__TXK	0.7426147077309867	0.6264231618369223	0.6161219358893777
0.35*base+0.65*z__SLAMF1	0.7419861722187304	0.6333711112035677	0.6142363293526084
0.35*base+0.65*z__CD3G	0.7419861722187304	0.6262908569444139	0.6112507856693903
0.35*base+0.65*rz__CD3G	0.7419861722187304	0.6262908569444139	0.6112507856693903
0.50*base+0.50*pct__CD83	0.7410433689503457	0.6820651284723467	0.6631049654305468
0.50*base+0.50*pct__LAX1	0.7410433689503457	0.6478544483021109	0.5988372093023255
0.35*base+0.65*pct__PLA2G2D	0.7407291011942175	0.6376114376385009	0.6918604651162791
0.50*base+0.50*z__TPI1P3	0.7407291011942175	0.6229266361524056	0.6066939032055312
0.20*base+0.80*pct__GCH1	0.7407291011942174	0.6452511236753353	0.6458202388434946
0.50*base+0.50*z__IFNG	0.7407291011942174	0.5861718230958133	0.6877749842866122
0.50*base+0.50*rz__IFNG	0.7407291011942174	0.5861718230958133	0.6877749842866122
0.65*base+0.35*pct__CD3G	0.7404148334380892	0.6337083477279455	0.6810182275298555
0.50*base+0.50*z__CD79A	0.7404148334380892	0.6318745839028305	0.6431489629164048
0.50*base+0.50*rz__CD79A	0.7404148334380892	0.6318745839028305	0.6431489629164048
0.50*base+0.50*pct__P2RY10	0.7404148334380892	0.61224491247529	0.6269641734758014
0.35*base+0.65*pct__SLAMF7	0.740100565681961	0.6643549666646982	0.6101508485229415
0.50*base+0.50*pct__CD8A	0.740100565681961	0.6336901127227854	0.6480201131363922
0.50*base+0.50*pct__CXCL9	0.7397862979258328	0.6300784083489266	0.6423632935260842
0.35*base+0.65*z__P2RY10	0.7397862979258328	0.6194047665628604	0.6442489000628535
0.65*base+0.35*pct__CD79A	0.7397862979258327	0.6442812285882389	0.6720615964802011
0.35*base+0.65*z__PLA2G2D	0.7397862979258327	0.6265101867157178	0.6412633563796355
0.50*base+0.50*pct__ITGAL	0.7391577624135763	0.6349320124775462	0.6063796354494029
0.50*base+0.50*z__CD8A	0.7382149591451916	0.6294477798946264	0.6664047768698931
0.50*base+0.50*rz__CD8A	0.7382149591451916	0.6294477798946264	0.6664047768698931
0.50*base+0.50*pct__IFNG	0.7372721558768071	0.6158459528526172	0.6539912005028284
0.35*base+0.65*z__CD83	0.7369578881206789	0.6729565434169686	0.6371778755499686
0.35*base+0.65*rz__CD83	0.7369578881206789	0.6729565434169686	0.6371778755499686
0.50*base+0.50*z__CXCL9	0.7369578881206789	0.6192244486466094	0.6983029541169076
0.50*base+0.50*rz__CXCL9	0.7369578881206789	0.6192244486466094	0.6983029541169076
0.50*base+0.50*rz__MS4A1	0.7363293526084224	0.615063363471544	0.6026084223758643
0.50*base+0.50*pct__CCR4	0.7363293526084222	0.6402578741038378	0.6363922061596481
0.20*base+0.80*z__PIK3CD	0.7338152105593966	0.6720688154496235	0.6893463230672533
0.20*base+0.80*rz__PIK3CD	0.7338152105593966	0.6720688154496235	0.6893463230672533
0.35*base+0.65*pct__LCK	0.7338152105593966	0.6374616907226514	0.622093023255814
0.50*base+0.50*rz__SLAMF1	0.7335009428032684	0.624089881320183	0.6055939660590823
0.35*base+0.65*pct__IKZF3	0.732872407291012	0.6164314182780964	0.6161219358893777
0.35*base+0.65*rz__BLK	0.732872407291012	0.6145542818264101	0.6112507856693903
0.50*base+0.50*pct__TPI1P3	0.732872407291012	0.6031537764778556	0.6180075424261471
0.50*base+0.50*z__LAX1	0.7325581395348837	0.6290222519460718	0.6074795725958517
0.50*base+0.50*pct__CD247	0.7325581395348837	0.6161750656454901	0.6007228158390949
0.50*base+0.50*pct__MAP4K1	0.7325581395348836	0.6263630953392615	0.6401634192331866
0.50*base+0.50*rz__LAX1	0.7319296040226272	0.6289492355849589	0.5920804525455688
0.20*base+0.80*pct__SIRPG	0.7309868007542426	0.6174034208232719	0.595065996228787
