candidate	group	external_AUROC	external_AUPRC	external_BA	primary_AUROC	primary_AUPRC	primary_BA
0.80*base+0.20*z__CD83	phs_only	0.6568181818181819	0.658383799780909	0.58125	0.781269641734758	0.693186118294474	0.6642049025769956
0.80*base+0.20*z__CD83	gse145996_only	0.9	0.9317956349206349	0.65	0.781269641734758	0.693186118294474	0.6642049025769956
0.80*base+0.20*rz__CD83	strict_phs_gse	0.684077380952381	0.6999236110677175	0.5851190476190476	0.781269641734758	0.693186118294474	0.6642049025769956
0.80*base+0.20*rz__CD83	phs_only	0.6568181818181819	0.658383799780909	0.58125	0.781269641734758	0.693186118294474	0.6642049025769956
0.80*base+0.20*rz__CD83	gse145996_only	0.9	0.9317956349206349	0.65	0.781269641734758	0.693186118294474	0.6642049025769956
0.65*base+0.35*pct__GCH1	strict_phs_gse	0.634077380952381	0.6538105354990699	0.5886904761904762	0.7806411062225016	0.6962244638709373	0.6374921433060967
0.65*base+0.35*pct__GCH1	phs_only	0.6231060606060608	0.6211148363415979	0.5892045454545455	0.7806411062225016	0.6962244638709373	0.6374921433060967
0.65*base+0.35*pct__GCH1	gse145996_only	0.8	0.8897186147186147	0.65	0.7806411062225016	0.6962244638709373	0.6374921433060967
0.80*base+0.20*pct__GCH1	strict_phs_gse	0.6501488095238095	0.6623491260883039	0.6309523809523809	0.7803268384663734	0.6905242368365677	0.6352922690131992
0.80*base+0.20*pct__GCH1	phs_only	0.6303030303030304	0.6192210033313998	0.6359848484848485	0.7803268384663734	0.6905242368365677	0.6352922690131992
0.80*base+0.20*pct__GCH1	gse145996_only	0.9	0.9317956349206349	0.65	0.7803268384663734	0.6905242368365677	0.6352922690131992
0.80*base+0.20*pct__CXCL10	strict_phs_gse	0.6575892857142858	0.6726371452886792	0.6208333333333333	0.7800125707102451	0.6931746059581456	0.669076052796983
0.80*base+0.20*pct__CXCL10	phs_only	0.6416666666666668	0.6445660828409755	0.6138257575757575	0.7800125707102451	0.6931746059581456	0.669076052796983
0.80*base+0.20*pct__CXCL10	gse145996_only	0.9	0.9317956349206349	0.75	0.7800125707102451	0.6931746059581456	0.669076052796983
0.80*base+0.20*rz__IKZF3	strict_phs_gse	0.6803571428571429	0.6934412173371391	0.5898809523809524	0.7796983029541169	0.6756420999524593	0.7137020741671904
0.80*base+0.20*rz__IKZF3	phs_only	0.650378787878788	0.649469882509909	0.571969696969697	0.7796983029541169	0.6756420999524593	0.7137020741671904
0.80*base+0.20*rz__IKZF3	gse145996_only	0.9	0.9317956349206349	0.7125	0.7796983029541169	0.6756420999524593	0.7137020741671904
0.80*base+0.20*z__BLK	strict_phs_gse	0.6857142857142857	0.6937196051669502	0.6505952380952381	0.7790697674418604	0.6826838469250431	0.6923318667504714
0.80*base+0.20*z__BLK	phs_only	0.6621212121212122	0.6574871715063796	0.6399621212121211	0.7790697674418604	0.6826838469250431	0.6923318667504714
0.80*base+0.20*z__BLK	gse145996_only	0.875	0.9206845238095238	0.775	0.7790697674418604	0.6826838469250431	0.6923318667504714
0.80*base+0.20*z__CXCL9	strict_phs_gse	0.6697916666666668	0.6847197094125654	0.5642857142857143	0.7787554996857322	0.6832853452521516	0.6285355122564424
0.80*base+0.20*z__CXCL9	phs_only	0.650378787878788	0.6488420351739829	0.5537878787878788	0.7787554996857322	0.6832853452521516	0.6285355122564424
0.80*base+0.20*z__CXCL9	gse145996_only	0.875	0.9206845238095238	0.65	0.7787554996857322	0.6832853452521516	0.6285355122564424
0.80*base+0.20*rz__CXCL9	strict_phs_gse	0.6697916666666668	0.6847197094125654	0.5642857142857143	0.7787554996857322	0.6832853452521516	0.6285355122564424
0.80*base+0.20*rz__CXCL9	phs_only	0.650378787878788	0.6488420351739829	0.5537878787878788	0.7787554996857322	0.6832853452521516	0.6285355122564424
0.80*base+0.20*rz__CXCL9	gse145996_only	0.875	0.9206845238095238	0.65	0.7787554996857322	0.6832853452521516	0.6285355122564424
0.80*base+0.20*pct__SIRPG	strict_phs_gse	0.6581845238095239	0.6778118397041145	0.5833333333333333	0.7787554996857322	0.6749734187667413	0.7126021370207416
0.80*base+0.20*pct__SIRPG	phs_only	0.6287878787878787	0.6330982246408002	0.5577651515151515	0.7787554996857322	0.6749734187667413	0.7126021370207416
0.80*base+0.20*pct__SIRPG	gse145996_only	0.875	0.9293650793650794	0.8125	0.7787554996857322	0.6749734187667413	0.7126021370207416
0.80*base+0.20*z__CXCL10	strict_phs_gse	0.6572916666666666	0.6734208400956191	0.5815476190476191	0.778441231929604	0.6908739995642746	0.6341923318667505
0.80*base+0.20*z__CXCL10	phs_only	0.6416666666666666	0.6444523145644543	0.5642045454545455	0.778441231929604	0.6908739995642746	0.6341923318667505
0.80*base+0.20*z__CXCL10	gse145996_only	0.9	0.9317956349206349	0.75	0.778441231929604	0.6908739995642746	0.6341923318667505
0.80*base+0.20*rz__CXCL10	strict_phs_gse	0.6572916666666666	0.6734208400956191	0.5815476190476191	0.778441231929604	0.6908739995642746	0.6341923318667505
0.80*base+0.20*rz__CXCL10	phs_only	0.6416666666666666	0.6444523145644543	0.5642045454545455	0.778441231929604	0.6908739995642746	0.6341923318667505
0.80*base+0.20*rz__CXCL10	gse145996_only	0.9	0.9317956349206349	0.75	0.778441231929604	0.6908739995642746	0.6341923318667505
0.80*base+0.20*z__CD247	strict_phs_gse	0.687797619047619	0.7022393262739274	0.5880952380952381	0.778441231929604	0.6765360630764767	0.6934318038969202
0.80*base+0.20*z__CD247	phs_only	0.6579545454545455	0.660102378531672	0.5679924242424242	0.778441231929604	0.6765360630764767	0.6934318038969202
0.80*base+0.20*z__CD247	gse145996_only	0.875	0.9206845238095238	0.7125	0.778441231929604	0.6765360630764767	0.6934318038969202
0.80*base+0.20*rz__CD247	strict_phs_gse	0.6898809523809525	0.7050226362392583	0.5880952380952381	0.778441231929604	0.6765360630764767	0.6934318038969202
0.80*base+0.20*rz__CD247	phs_only	0.6579545454545455	0.660102378531672	0.5679924242424242	0.778441231929604	0.6765360630764767	0.6934318038969202
0.80*base+0.20*rz__CD247	gse145996_only	0.9	0.9317956349206349	0.7125	0.778441231929604	0.6765360630764767	0.6934318038969202
0.80*base+0.20*z__IKZF3	strict_phs_gse	0.6806547619047619	0.6910902006946629	0.6190476190476191	0.7781269641734758	0.6743469610543897	0.7185732243871779
0.80*base+0.20*z__IKZF3	phs_only	0.6518939393939395	0.6491242207658895	0.6085227272727273	0.7781269641734758	0.6743469610543897	0.7185732243871779
0.80*base+0.20*z__IKZF3	gse145996_only	0.875	0.9206845238095238	0.7125	0.7781269641734758	0.6743469610543897	0.7185732243871779
0.80*base+0.20*rz__PLA2G2D	strict_phs_gse	0.7125	0.7260085416533734	0.6285714285714286	0.7778126964173475	0.6800259832587046	0.6585480829666877
0.80*base+0.20*rz__PLA2G2D	phs_only	0.6905303030303032	0.6927587168284793	0.6202651515151515	0.7778126964173475	0.6800259832587046	0.6585480829666877
0.80*base+0.20*rz__PLA2G2D	gse145996_only	0.875	0.9206845238095238	0.7125	0.7778126964173475	0.6800259832587046	0.6585480829666877
0.65*base+0.35*z__CD247	strict_phs_gse	0.6748511904761905	0.7001099503513094	0.5803571428571428	0.7778126964173475	0.6703098714072724	0.6656191074795725
0.65*base+0.35*z__CD247	phs_only	0.6496212121212122	0.6690828619388783	0.5706439393939394	0.7778126964173475	0.6703098714072724	0.6656191074795725
0.65*base+0.35*z__CD247	gse145996_only	0.9	0.9317956349206349	0.65	0.7778126964173475	0.6703098714072724	0.6656191074795725
0.65*base+0.35*rz__CD247	strict_phs_gse	0.6772321428571428	0.7042587549096456	0.5809523809523809	0.7778126964173475	0.6703098714072724	0.6656191074795725
0.65*base+0.35*rz__CD247	phs_only	0.6496212121212122	0.6690828619388783	0.5615530303030303	0.7778126964173475	0.6703098714072724	0.6656191074795725
0.65*base+0.35*rz__CD247	gse145996_only	0.875	0.9206845238095238	0.7125	0.7778126964173475	0.6703098714072724	0.6656191074795725
0.80*base+0.20*pct__CD83	strict_phs_gse	0.6793154761904763	0.7023932554830911	0.6136904761904762	0.7774984286612193	0.6920380765481826	0.6836895034569453
0.80*base+0.20*pct__CD83	phs_only	0.6522727272727273	0.6641950747022515	0.606060606060606	0.7774984286612193	0.6920380765481826	0.6836895034569453
0.80*base+0.20*pct__CD83	gse145996_only	0.925	0.9526289682539683	0.7125	0.7774984286612193	0.6920380765481826	0.6836895034569453
0.80*base+0.20*z__PIK3CD	strict_phs_gse	0.6952380952380952	0.7144542347065418	0.6458333333333333	0.7768698931489629	0.6888030149635878	0.6953174104336894
0.80*base+0.20*z__PIK3CD	phs_only	0.6571969696969697	0.6652165077722714	0.6306818181818181	0.7768698931489629	0.6888030149635878	0.6953174104336894
0.80*base+0.20*z__PIK3CD	gse145996_only	0.9750000000000001	0.9861111111111112	0.8125	0.7768698931489629	0.6888030149635878	0.6953174104336894
0.80*base+0.20*rz__PIK3CD	strict_phs_gse	0.6952380952380952	0.7144542347065418	0.6458333333333333	0.7768698931489629	0.6888030149635878	0.6953174104336894
0.80*base+0.20*rz__PIK3CD	phs_only	0.6571969696969697	0.6652165077722714	0.6306818181818181	0.7768698931489629	0.6888030149635878	0.6953174104336894
0.80*base+0.20*rz__PIK3CD	gse145996_only	0.9750000000000001	0.9861111111111112	0.8125	0.7768698931489629	0.6888030149635878	0.6953174104336894
0.80*base+0.20*z__SLAMF7	strict_phs_gse	0.6913690476190476	0.7032760520737668	0.5869047619047619	0.7765556253928346	0.6932331192271461	0.6330923947203018
0.80*base+0.20*z__SLAMF7	phs_only	0.6678030303030303	0.6577791768382042	0.5666666666666667	0.7765556253928346	0.6932331192271461	0.6330923947203018
0.80*base+0.20*z__SLAMF7	gse145996_only	0.875	0.9206845238095238	0.75	0.7765556253928346	0.6932331192271461	0.6330923947203018
0.80*base+0.20*rz__SLAMF7	strict_phs_gse	0.6913690476190476	0.7032760520737668	0.5869047619047619	0.7765556253928346	0.6932331192271461	0.6330923947203018
0.80*base+0.20*rz__SLAMF7	phs_only	0.6678030303030303	0.6577791768382042	0.5666666666666667	0.7765556253928346	0.6932331192271461	0.6330923947203018
0.80*base+0.20*rz__SLAMF7	gse145996_only	0.875	0.9206845238095238	0.75	0.7765556253928346	0.6932331192271461	0.6330923947203018
0.80*base+0.20*pct__ICOS	strict_phs_gse	0.6863095238095238	0.6956622492817627	0.6273809523809524	0.7765556253928346	0.6807871991694143	0.6964173475801383
0.80*base+0.20*pct__ICOS	phs_only	0.6590909090909091	0.6480438748302905	0.6189393939393939	0.7765556253928346	0.6807871991694143	0.6964173475801383
0.80*base+0.20*pct__ICOS	gse145996_only	0.9	0.9317956349206349	0.75	0.7765556253928346	0.6807871991694143	0.6964173475801383
0.80*base+0.20*z__CD3G	strict_phs_gse	0.6806547619047619	0.6935125958180303	0.5833333333333333	0.7762413576367064	0.671126003167857	0.6390634820867378
0.80*base+0.20*z__CD3G	phs_only	0.6526515151515152	0.6508653771253055	0.5668560606060606	0.7762413576367064	0.671126003167857	0.6390634820867378
0.80*base+0.20*z__CD3G	gse145996_only	0.875	0.9206845238095238	0.7125	0.7762413576367064	0.671126003167857	0.6390634820867378
0.80*base+0.20*rz__CD3G	strict_phs_gse	0.6833333333333333	0.697919694277302	0.5833333333333333	0.7762413576367064	0.671126003167857	0.6390634820867378
0.80*base+0.20*rz__CD3G	phs_only	0.6526515151515152	0.6508653771253055	0.5668560606060606	0.7762413576367064	0.671126003167857	0.6390634820867378
