cohort	n_samples	n_responders	n_nonresponders	response_raw_counts	n_genes	locked_panel_genes	locked_panel_overlap	locked_panel_overlap_fraction	overlap_genes	primary_use
GSE122220	10	4	6	CR:2;PD:5;PR:2;SD:1	12769	62	53	0.8548387096774194	ACTA2,B2M,CCL5,CD163,CD68,CD69,CD79A,CD8A,CD8B,COL1A1,COL1A2,COL3A1,CSF1R,CTLA4,CXCL10,CXCL11,CXCL13,CXCL9,CXCR3,CXCR6,FN1,GBP1,GNLY,GZMA,GZMB,GZMH,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-DRB1,IDO1,IFNG,ITGAE,LAG3,LTB,MS4A1,NKG7,PDCD1,POSTN,PRF1,PSMB8,PSMB9,S100A8,S100A9,STAT1,TAP1,TAP2,TGFBI,TIGIT,TOX,VIM,ZNF683	low_n_array_platform_sensitivity_not_strict_bulk_external
