selection_id	candidate	prior	base_weight_policy	selection_policy	min_primary_balanced_accuracy_guardrail	device	gpu_name	selection_boundary	primary_AUROC	primary_AUPRC	primary_balanced_accuracy	primary_min_fold_AUROC	strict_external_AUROC	strict_external_AUPRC	strict_external_balanced_accuracy	strict_external_ECE	cbio_liu_AUROC	cbio_liu_AUPRC	cbio_liu_balanced_accuracy	cbio_liu_ECE	cbio_family_mean_AUROC	cbio_delta_vs_family_mean	cbio_two_sided_fdr_q	cbio_claim_level
gpu_lipid_pair_component_dominant_primary_selected_rescue	0.35*base+0.65*(0.35*pct__PLA2G2D+0.65*rz__PIK3CD)	lipid_pi3k_pair	component_dominant	ba_guardrail	0.65	cuda	NVIDIA GeForce RTX 4070 Laptop GPU	pair_candidate_and_weights_selected_by_primary_lodo_only_lipid_pi3k_prior_no_external_labels	0.7715273412947832	0.6992237965455167	0.6855751099937146	0.5604395604395604	0.7196428571428571	0.7458297351553689	0.6452380952380953	0.0803501927371498	0.7006079027355624	0.7047481346214961	0.5655395136778115	0.07672845242638728	0.5645896656534954	0.13623041031476163	0.0	strict_external_family_FDR_supported_numeric_target_met
