group_id	endpoint	candidate	n_samples	n_responders	n_nonresponders	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept
strict_current_gse145996_phs000452	strict_recist	0.35*base+0.65*(0.35*pct__PLA2G2D+0.65*rz__PIK3CD)	116	56	60	0.7196428571428571	0.7458297351553689	0.6452380952380953	0.6551724137931034	0.35832791656553936	0.5	0.35714285714285715	0.9333333333333333	0.8333333333333334	0.6086956521739131	0.20970329012257796	0.0803501927371498	1.0006715624497786	0.1407805268171304
cbio_liu_dfci_only	strict_recist	0.35*base+0.65*(0.35*pct__PLA2G2D+0.65*rz__PIK3CD)	103	47	56	0.7006079027355624	0.7047481346214961	0.5655395136778115	0.6019417475728155	0.24393232570382362	0.2545454545454545	0.14893617021276595	0.9821428571428571	0.875	0.5789473684210527	0.21724536590845533	0.07672845242638728	1.2152541027871342	0.4143311408420034
strict_cbio_liu_plus_gse145996	strict_recist	0.35*base+0.65*(0.35*pct__PLA2G2D+0.65*rz__PIK3CD)	116	55	61	0.730849478390462	0.7460945456046816	0.5827123695976155	0.603448275862069	0.2819393724600432	0.30303030303030304	0.18181818181818182	0.9836065573770492	0.9090909090909091	0.5714285714285714	0.21128897446116793	0.08941350410794596	1.3319527445410502	0.5630179612138098
