endpoint	stratum	holdout	candidate	inner_mean_AUROC	inner_mean_AUPRC	inner_mean_balanced_accuracy	inner_mean_ECE	inner_sd_AUROC	performance_score	selection_score	bio_cell_specificity	bio_pathway	bio_network	bio_lr	bio_direction_stability	penalty_size	penalty_batch	penalty_leakage	penalty_redundancy	penalty_therapy_confounding	bio_bonus	bio_penalty	bio_objective_delta
strict_recist	melanoma_anti_pd1_primary	GSE91061	module_prior_composite	0.5900894329841699	0.602965939174738	0.5414615866589549	0.20113529773068312	0.14534982133349345	0.6473108092758546	0.6473108092758546													
strict_recist	melanoma_anti_pd1_primary	GSE91061	module_positive_composite	0.5952995201679412	0.5973401494150521	0.6139126662810874	0.2018467806972859	0.1203739486529011	0.6558621609527481	0.6558621609527481													
strict_recist	melanoma_anti_pd1_primary	GSE91061	word_full_graph	0.48993750401645136	0.579564748252683	0.499872276845961	0.25838749659655885	0.19625452154864387	0.43600220742021195	0.6269085339887277	0.9811728395061728	0.9166666666666666	0.9583333333333334	1.0	0.7194915254237289	0.2878787878787879	0.22963611784748658	0.0	0.2881737553406799	0.317041878317838	0.25105314919439214	0.06014682262587634	0.1909063265685158
strict_recist	melanoma_anti_pd1_primary	GSE91061	word_no_interaction	0.5711136816399974	0.6230782809415755	0.5175595238095239	0.2434361566782378	0.13504294450431584	0.5552625901707376	0.5922572512783285	0.9811728395061728	0.0	0.0	0.0	0.7194915254237289	0.2878787878787879	0.535817608310802	0.0	0.2881737553406799	0.6053848027950316	0.13605314919439215	0.09905848808680126	0.03699466110759089
strict_recist	melanoma_anti_pd1_primary	GSE91061	word_unsigned_graph	0.44473207591628644	0.5110815089224287	0.5273011856564488	0.24632727675764232	0.1337677882827392	0.41837230043633583	0.5833353832999255	0.9811728395061728	0.9166666666666666	0.9583333333333334	1.0	0.7194915254237289	0.2878787878787879	0.3027349616089907	0.0	0.5979775782527148	0.40914477948591926	0.25105314919439214	0.08609006633080249	0.16496308286358966
strict_recist	melanoma_anti_pd1_primary	GSE91061	word_no_bio_objective	0.48993750401645136	0.579564748252683	0.499872276845961	0.25838749659655885	0.19625452154864387	0.43600220742021195	0.43600220742021195	0.9811728395061728	0.9166666666666666	0.9583333333333334	1.0	0.7194915254237289	0.2878787878787879	0.22963611784748658	0.0	0.2881737553406799	0.317041878317838	0.25105314919439214	0.06014682262587634	0.1909063265685158
strict_recist	melanoma_anti_pd1_primary	GSE91061	module_logistic_l1_C0.05	0.5	0.47106634106634104	0.5	0.09963776963776963	0.0	0.5485533170533171	0.5485533170533171													
strict_recist	melanoma_anti_pd1_primary	GSE91061	module_logistic_l1_C0.25	0.5634869224342909	0.5599202736479455	0.492345205963627	0.17678514704804968	0.14152621062292603	0.6161001964148695	0.6161001964148695													
strict_recist	melanoma_anti_pd1_primary	GSE91061	module_logistic_l1_C1	0.5303118372855214	0.5450771450467725	0.5218300559090032	0.21974057255662668	0.12349219203491081	0.5836571973333102	0.5836571973333102													
strict_recist	melanoma_anti_pd1_primary	GSE91061	module_logistic_l2_C0.05	0.5378896493370178	0.5447047681386232	0.5380344290212712	0.1987311352212967	0.13975934869204612	0.5920266091950125	0.5920266091950125													
strict_recist	melanoma_anti_pd1_primary	GSE91061	module_logistic_l2_C0.25	0.5438131118394276	0.5481257453130396	0.4743676498939656	0.188514169103201	0.11440259082925557	0.5949377815997778	0.5949377815997778													
strict_recist	melanoma_anti_pd1_primary	GSE91061	module_logistic_l2_C1	0.5150584259794786	0.5328536645209679	0.47365995115995113	0.2260759656722034	0.09856725776890361	0.5653841067635245	0.5653841067635245													
strict_recist	melanoma_anti_pd1_primary	GSE78220	module_prior_composite	0.5908538859225358	0.5928766206705245	0.49051678108314267	0.21312363850483235	0.14566394735254545	0.6450235560102192	0.6450235560102192													
strict_recist	melanoma_anti_pd1_primary	GSE78220	module_positive_composite	0.6189115603017206	0.6127859572969502	0.5578470633104501	0.22286193726262668	0.11847311872766284	0.6774432113320906	0.6774432113320906													
strict_recist	melanoma_anti_pd1_primary	GSE78220	word_full_graph	0.6363354945334352	0.598320325449243	0.5167121154335114	0.2584200472749628	0.12333409824476843	0.6215730766364064	0.7988068680167859	0.9811728395061728	0.9166666666666666	0.9583333333333334	1.0	0.8050847457627117	0.2878787878787879	0.24127651869314964	0.0	0.6448630050651953	0.3521278435453591	0.2579006068215108	0.08066681544113122	0.17723379138037956
strict_recist	melanoma_anti_pd1_primary	GSE78220	word_no_interaction	0.6323885498771082	0.6290367729164167	0.5266812865497077	0.22374662245004928	0.048176705598950764	0.6639759453292525	0.6847626672744397	0.9811728395061728	0.0	0.0	0.0	0.8050847457627117	0.2878787878787879	0.5629785436173492	0.0	0.6448630050651953	0.6663459923704873	0.14290060682151076	0.12211388487632358	0.020786721945187187
strict_recist	melanoma_anti_pd1_primary	GSE78220	word_unsigned_graph	0.5586467073480804	0.5433194093416146	0.5218846936181032	0.2985844352199285	0.12073476030581974	0.533917837527248	0.7076319416282862	0.9811728395061728	0.9166666666666666	0.9583333333333334	1.0	0.8050847457627117	0.2878787878787879	0.27735509337489245	0.0	0.614634732437233	0.3950241422693588	0.2579006068215108	0.0841865027204725	0.17371410410103827
strict_recist	melanoma_anti_pd1_primary	GSE78220	word_no_bio_objective	0.6363354945334352	0.598320325449243	0.5167121154335114	0.2584200472749628	0.12333409824476843	0.6215730766364064	0.6215730766364064	0.9811728395061728	0.9166666666666666	0.9583333333333334	1.0	0.8050847457627117	0.2878787878787879	0.24127651869314964	0.0	0.6448630050651953	0.3521278435453591	0.2579006068215108	0.08066681544113122	0.17723379138037956
strict_recist	melanoma_anti_pd1_primary	GSE78220	module_logistic_l1_C0.05	0.5	0.42796869796869796	0.5	0.13532800532800532	0.0	0.5463984348984349	0.5463984348984349													
strict_recist	melanoma_anti_pd1_primary	GSE78220	module_logistic_l1_C0.25	0.5861420459360962	0.5924040984139227	0.5722428807526061	0.21062889776918992	0.13534178548770134	0.6443743948944227	0.6443743948944227													
strict_recist	melanoma_anti_pd1_primary	GSE78220	module_logistic_l1_C1	0.5582280277989661	0.5851624061998665	0.5235529494024916	0.2070710001495321	0.11131816394674462	0.613663795579084	0.613663795579084													
strict_recist	melanoma_anti_pd1_primary	GSE78220	module_logistic_l2_C0.05	0.6083483769811	0.6007104792099295	0.5348118484617341	0.19040611157737955	0.11212775829049479	0.6651244933646832	0.6651244933646832													
strict_recist	melanoma_anti_pd1_primary	GSE78220	module_logistic_l2_C0.25	0.5598853716416646	0.5718740201117166	0.5372314391050088	0.19698362274781503	0.10416867077224659	0.6153406446025008	0.6153406446025008													
strict_recist	melanoma_anti_pd1_primary	GSE78220	module_logistic_l2_C1	0.5370340706839564	0.5559564443182705	0.5155552377320112	0.20757809522953036	0.10052909895174879	0.5906096547864704	0.5906096547864704													
strict_recist	melanoma_anti_pd1_primary	GSE168204	module_prior_composite	0.6408945859632358	0.6420106500534851	0.5868469983487146	0.21575158942131495	0.10930696300052681	0.7023374683833459	0.7023374683833459													
strict_recist	melanoma_anti_pd1_primary	GSE168204	module_positive_composite	0.6395668309569912	0.6438286133266327	0.599347448889783	0.22760950135752114	0.09029177523640343	0.701725634067812	0.701725634067812													
strict_recist	melanoma_anti_pd1_primary	GSE168204	word_full_graph	0.5038557304632819	0.5257098512528751	0.44411849020544675	0.30805962912972606	0.15245500582171215	0.45619619281852686	0.6359310387225486	0.9811728395061728	0.9166666666666666	0.9583333333333334	1.0	0.7415254237288136	0.2878787878787879	0.2395697142614961	0.0	0.41198687799601746	0.4360188519781021	0.25281586105879894	0.07308101515477719	0.17973484590402175
strict_recist	melanoma_anti_pd1_primary	GSE168204	word_no_interaction	0.5748086981668218	0.5958926296116579	0.5442693900302596	0.28175529780521685	0.11627626270593973	0.5612100046057481	0.5832392316230517	0.9811728395061728	0.0	0.0	0.0	0.7415254237288136	0.2878787878787879	0.5589959999434909	0.0	0.41198687799601746	0.7790491726212739	0.13781586105879892	0.11578663404149536	0.02202922701730356
strict_recist	melanoma_anti_pd1_primary	GSE168204	word_unsigned_graph	0.6191720102932917	0.6432788694641999	0.6105063348169756	0.261684817411029	0.04678691296139071	0.6513790348882108	0.8181321107952827	0.9811728395061728	0.9166666666666666	0.9583333333333334	1.0	0.7415254237288136	0.2878787878787879	0.290857567926165	0.0	0.5339641959896667	0.49161636805997994	0.25281586105879894	0.08606278515172705	0.1667530759070719
strict_recist	melanoma_anti_pd1_primary	GSE168204	word_no_bio_objective	0.5038557304632819	0.5257098512528751	0.44411849020544675	0.30805962912972606	0.15245500582171215	0.45619619281852686	0.45619619281852686	0.9811728395061728	0.9166666666666666	0.9583333333333334	1.0	0.7415254237288136	0.2878787878787879	0.2395697142614961	0.0	0.41198687799601746	0.4360188519781021	0.25281586105879894	0.07308101515477719	0.17973484590402175
