selection_id	claim_boundary	method	axis	primary_AUROC	primary_AUPRC	primary_balanced_accuracy	strict_external_AUROC	strict_external_AUPRC	strict_external_balanced_accuracy
primary_selected_candidate	selected_by_primary_lodo_only_not_by_external	cohort_gene_percentile	MAP4K1_minus_TBX3_AXL	0.7847265870521685	0.6926442778363515	0.7253299811439347	0.6605654761904762	0.6102916193311602	0.6339285714285714
current_external_stress_best	current_external_stress_screen_not_a_locked_selection_claim	cohort_zscore	MAP4K1_minus_TBX3_AXL	0.7787554996857322	0.6700483519045577	0.7223444374607165	0.6794642857142857	0.6837420163322454	0.6017857142857144
