selection_id	claim_boundary	method	axis	primary_AUROC	primary_AUPRC	primary_balanced_accuracy	strict_external_AUROC	strict_external_AUPRC	strict_external_balanced_accuracy
primary_selected_candidate	selected_by_primary_lodo_only_not_by_external	cohort_gene_percentile	MAP4K1_minus_TBX3_AXL	0.7847265870521685	0.6926442778363515	0.7253299811439347	0.6605654761904762	0.6102916193311602	0.6339285714285714
current_external_stress_best	current_external_stress_screen_not_a_locked_selection_claim	cohort_robust_zscore	MAP4K1_minus_TBX3_AXL	0.771213073538655	0.6564055471772958	0.6439346323067253	0.6860119047619048	0.6897968225599096	0.6244047619047619
