endpoint	stratum	method	axis	model_name	selection_boundary	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	threshold	n_samples	n_responders	n_nonresponders	response_prevalence	AUPRC_minus_prevalence
primary_recist	melanoma_core_high_evidence	cohort_robust_zscore	MAP4K1_minus_TBX3	EcoNiche-Opt-MAP4K1_minus_TBX3-cohort_robust_zscore	outer_lodo_training_threshold_only	0.6885606536769328	0.6090772869421498	0.6147077309868008	0.6837606837606838	0.29299885523510394	0.5194805194805194	0.46511627906976744	0.8108108108108109	0.5882352941176471	0.7228915662650602	0.21777494495365576	0.13866484701739118	0.21918879147310963	-0.5240431015101809	0.5406819104363597	117	43	74	0.36752136752136755	0.24155591942078225
primary_recist	melanoma_core_high_evidence	cohort_robust_zscore	MAP4K1_minus_TBX3_AXL	EcoNiche-Opt-MAP4K1_minus_TBX3_AXL-cohort_robust_zscore	outer_lodo_training_threshold_only	0.771213073538655	0.6564055471772958	0.6439346323067253	0.7264957264957265	0.4381693626336779	0.6595744680851063	0.7209302325581395	0.7297297297297297	0.6078431372549019	0.8181818181818182	0.18622600551980986	0.09064152772798259	0.3739532102577717	-0.36950276686204436	0.40527047283704815	117	43	74	0.36752136752136755	0.2888841796559283
primary_recist	melanoma_core_high_evidence	cohort_robust_zscore	MAP4K1_minus_TBX3_PAK4	EcoNiche-Opt-MAP4K1_minus_TBX3_PAK4-cohort_robust_zscore	outer_lodo_training_threshold_only	0.6445631678189819	0.5379702067882801	0.585323695788812	0.5982905982905983	0.26301560926312506	0.584070796460177	0.7674418604651163	0.5	0.4714285714285714	0.7872340425531915	0.22648191348422542	0.15052025046123144	0.1675811675754246	-0.4500966628717572	0.3061567650540564	117	43	74	0.36752136752136755	0.17044883926691257
primary_recist	melanoma_core_high_evidence	cohort_robust_zscore	MAP4K1_CXCL9_minus_TBX3	EcoNiche-Opt-MAP4K1_CXCL9_minus_TBX3-cohort_robust_zscore	outer_lodo_training_threshold_only	0.6939032055311125	0.605008963291519	0.6428346951602766	0.7350427350427351	0.40272150409312446	0.5507246376811594	0.4418604651162791	0.9054054054054054	0.7307692307692307	0.7362637362637363	0.22813997171125647	0.17055038833853	0.13047311296057798	-0.5561165436590612	0.6602583166218948	117	43	74	0.36752136752136755	0.23748759577015144
primary_recist	melanoma_core_high_evidence	cohort_robust_zscore	MAP4K1_APM_minus_TBX3	EcoNiche-Opt-MAP4K1_APM_minus_TBX3-cohort_robust_zscore	outer_lodo_training_threshold_only	0.7099308610936518	0.5843889206533568	0.6296354494028913	0.6752136752136753	0.3564873972736845	0.62	0.7209302325581395	0.6486486486486487	0.543859649122807	0.8	0.25462810050549817	0.2476020773960318	0.2171821458098075	-0.6473822660598857	0.6037744210250867	117	43	74	0.36752136752136755	0.21686755313198924
primary_recist	melanoma_core_high_evidence	sample_gene_rank	MAP4K1_minus_TBX3	EcoNiche-Opt-MAP4K1_minus_TBX3-sample_gene_rank	outer_lodo_training_threshold_only	0.6571338780641107	0.5225769012010324	0.524198617221873	0.6153846153846154	0.2369827107026826	0.5544554455445545	0.6511627906976745	0.5945945945945946	0.4827586206896552	0.7457627118644068	0.2513596253213902	0.1691196665556666	0.0812779675792592	-0.5569862482263509	0.45454545454545453	117	43	74	0.36752136752136755	0.15505553367966485
primary_recist	melanoma_core_high_evidence	sample_gene_rank	MAP4K1_minus_TBX3_AXL	EcoNiche-Opt-MAP4K1_minus_TBX3_AXL-sample_gene_rank	outer_lodo_training_threshold_only	0.6948460087994972	0.5673302047835729	0.6945317410433689	0.7008547008547008	0.41426517331274565	0.6534653465346535	0.7674418604651163	0.6621621621621622	0.5689655172413793	0.8305084745762712	0.21030845940179488	0.1385682905982906	0.16214333560886315	-0.4647905109976676	0.4	117	43	74	0.36752136752136755	0.19980883726220533
primary_recist	melanoma_core_high_evidence	sample_gene_rank	MAP4K1_minus_TBX3_PAK4	EcoNiche-Opt-MAP4K1_minus_TBX3_PAK4-sample_gene_rank	outer_lodo_training_threshold_only	0.6929604022627278	0.5607573649368652	0.569610307982401	0.6239316239316239	0.2893728453403404	0.5925925925925926	0.7441860465116279	0.5540540540540541	0.49230769230769234	0.7884615384615384	0.22738453636881986	0.11560545044715631	0.1388814447378252	-0.5192685202471287	0.3888888888888889	117	43	74	0.36752136752136755	0.19323599741549768
primary_recist	melanoma_core_high_evidence	sample_gene_rank	MAP4K1_CXCL9_minus_TBX3	EcoNiche-Opt-MAP4K1_CXCL9_minus_TBX3-sample_gene_rank	outer_lodo_training_threshold_only	0.6772470144563167	0.587491074054074	0.5812382149591452	0.6752136752136753	0.30832774158156273	0.5681818181818182	0.5813953488372093	0.7297297297297297	0.5555555555555556	0.75	0.26659497566581675	0.22099837762237765	0.2103004617463848	-0.6757915348995778	0.6875	117	43	74	0.36752136752136755	0.21996970653270642
primary_recist	melanoma_core_high_evidence	sample_gene_rank	MAP4K1_APM_minus_TBX3	EcoNiche-Opt-MAP4K1_APM_minus_TBX3-sample_gene_rank	outer_lodo_training_threshold_only	0.6464487743557511	0.509376165572885	0.5977372721558768	0.6410256410256411	0.267858025233711	0.5625	0.627906976744186	0.6486486486486487	0.5094339622641509	0.75	0.30712146569467536	0.28629102006555773	0.11660630893758651	-0.6364447409738182	0.6616666666666664	117	43	74	0.36752136752136755	0.14185479805151746
primary_recist	melanoma_core_high_evidence	raw_log_ratio	MAP4K1_minus_TBX3	EcoNiche-Opt-MAP4K1_minus_TBX3-raw_log_ratio	outer_lodo_training_threshold_only	0.6370207416719045	0.49797779947134246	0.5406976744186047	0.6581196581196581	0.2793961348694066	0.5555555555555556	0.5813953488372093	0.7027027027027027	0.5319148936170213	0.7428571428571429	0.2628794884221165	0.2159750977537669	0.09588387841387593	-0.564701052092754	0.5948627402564989	117	43	74	0.36752136752136755	0.13045643194997492
primary_recist	melanoma_core_high_evidence	raw_log_ratio	MAP4K1_minus_TBX3_AXL	EcoNiche-Opt-MAP4K1_minus_TBX3_AXL-raw_log_ratio	outer_lodo_training_threshold_only	0.7036455059710873	0.5889372411755416	0.6112507856693903	0.6410256410256411	0.3474672266778153	0.625	0.813953488372093	0.5405405405405406	0.5072463768115942	0.8333333333333334	0.2428357220292758	0.1955239656988665	0.22629864992200235	-0.6198592971647587	0.5388166376346502	117	43	74	0.36752136752136755	0.22141587365417403
primary_recist	melanoma_core_high_evidence	raw_log_ratio	MAP4K1_minus_TBX3_PAK4	EcoNiche-Opt-MAP4K1_minus_TBX3_PAK4-raw_log_ratio	outer_lodo_training_threshold_only	0.5917661847894405	0.46206064972470484	0.4963859208045255	0.5811965811965812	0.1755154787597477	0.5242718446601942	0.627906976744186	0.5540540540540541	0.45	0.7192982456140351	0.27420896975358094	0.23794985733224422	0.13884213238437432	-0.5795246033576321	0.5585781622113033	117	43	74	0.36752136752136755	0.0945392822033373
primary_recist	melanoma_core_high_evidence	raw_log_ratio	MAP4K1_CXCL9_minus_TBX3	EcoNiche-Opt-MAP4K1_CXCL9_minus_TBX3-raw_log_ratio	outer_lodo_training_threshold_only	0.700502828409805	0.5493975403791187	0.690446260213702	0.7008547008547008	0.3733424456857377	0.6153846153846154	0.6511627906976745	0.7297297297297297	0.5833333333333334	0.782608695652174	0.25184854441272037	0.21534803758674248	0.2095216494216191	-0.6397341152919812	0.6196700475722918	117	43	74	0.36752136752136755	0.18187617285775115
primary_recist	melanoma_core_high_evidence	raw_log_ratio	MAP4K1_APM_minus_TBX3	EcoNiche-Opt-MAP4K1_APM_minus_TBX3-raw_log_ratio	outer_lodo_training_threshold_only	0.59365179132621	0.44072103523992234	0.4417033312382149	0.5811965811965812	0.11229240741217052	0.449438202247191	0.46511627906976744	0.6486486486486487	0.43478260869565216	0.676056338028169	0.25960468967238637	0.14649733945913257	0.06454338528884371	-0.5435802618202457	0.5024142259172967	117	43	74	0.36752136752136755	0.0731996677185548
