AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	cohort	model_name	n_samples	n_responders	n_nonresponders
1.0	0.9999999999999999	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.335751556494802e-07	0.0002080898022361915	1.441743685737352	-0.055431404786692166	demo_cohort_1	EcoNiche-Opt	48	24	24
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.131341246453828e-09	2.487600833256814e-05	1.1085864268428391	-0.00033580714925252124	demo_cohort_2	EcoNiche-Opt	48	24	24
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0951722087972589e-09	1.2645627763873201e-05	1.0273795398227705	1.1298974840861703e-05	demo_cohort_3	EcoNiche-Opt	48	24	24
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.960399599535845e-09	1.9679721329244212e-05	1.1270333689394976	-0.009553919175578993	demo_cohort_4	EcoNiche-Opt	48	24	24
