AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	stratum	evaluation	cohort	model_name	n_samples	n_responders	n_nonresponders	selected_model	threshold	inner_mean_AUROC	inner_mean_AUPRC	inner_mean_balanced_accuracy	selection_score	train_cohorts
0.417948717948718	0.20059129736822803	0.43205128205128207	0.5102040816326531	-0.11143704038576271	0.2	0.3	0.5641025641025641	0.15	0.7586206896551724	0.3448986351807672	0.3763640620411092	-0.1580504057551114	-1.4078861640640188	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-HeuristicEcology	49	10	39	word_full_graph	0.46059612175465237	0.8832687780056202	0.9220660216313142	0.6979292637187374	1.0638090894088348	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.417948717948718	0.20059129736822803	0.43205128205128207	0.5102040816326531	-0.11143704038576271	0.2	0.3	0.5641025641025641	0.15	0.7586206896551724	0.3448986351807672	0.3763640620411092	-0.1580504057551114	-1.4078861640640188	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-WordFullGraph	49	10	39	word_full_graph	0.46059612175465237	0.8832687780056202	0.9220660216313142	0.6979292637187374	1.0638090894088348	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.4256410256410256	0.20134997173103508	0.40128205128205124	0.22448979591836735	-0.22739701341354884	0.2692307692307692	0.7	0.10256410256410256	0.16666666666666666	0.5714285714285714	0.4345526562408793	0.511108819786734	-0.2088614132323452	-1.198948909971006	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-WordNoInteraction	49	10	39	word_no_interaction	0.44817164575437196	0.8610775189722558	0.8515671163301172	0.6745710429920956	0.8783388470325206	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.37435897435897436	0.18272312579377797	0.3423076923076923	0.3673469387755102	-0.2555521772689783	0.16216216216216217	0.3	0.38461538461538464	0.1111111111111111	0.6818181818181818	0.3603390007057427	0.3719026839132883	-0.2174586713077513	-1.31209074020047	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-WordUnsignedGraph	49	10	39	word_unsigned_graph	0.5417010650711575	0.42164743151585254	0.4973860209516401	0.45075794088951976	0.4868099518170942	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.4487179487179487	0.23159146807042275	0.4833333333333333	0.5918367346938775	-0.028647985456347027	0.23076923076923078	0.3	0.6666666666666666	0.1875	0.7878787878787878	0.28341819979612093	0.3142703425657413	-0.19133329557872492	-1.4296314290258392	primary_recist	melanoma_recist_supported_primary	LODO	GSE91061	EcoNiche-Opt-WordNoBioObjective	49	10	39	word_no_bio_objective	0.5278965097922476	0.7190645611698243	0.7226895354953501	0.6576227135437661	0.7393940550864188	GSE78220,GSE145996,PRJEB23709_PD1_PRE
0.3351648351648351	0.4588254502841642	0.32967032967032966	0.3333333333333333	-0.3464173711074475	0.4	0.42857142857142855	0.23076923076923078	0.375	0.2727272727272727	0.39058540485028304	0.4367191778840995	-0.4754653488658124	0.22399704995048042	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-HeuristicEcology	27	14	13	word_unsigned_graph	0.459656336568907	0.7058484644010962	0.613344720092294	0.5368359710464974	0.7781590064890519	GSE91061,GSE145996,PRJEB23709_PD1_PRE
0.5659340659340659	0.5473187603867564	0.6565934065934066	0.6666666666666666	0.37640370458140543	0.7428571428571429	0.9285714285714286	0.38461538461538464	0.6190476190476191	0.8333333333333334	0.26719673298861535	0.23205683963700557	-0.019033966308438996	0.08691916008527607	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-WordFullGraph	27	14	13	word_full_graph	0.4035042806787695	0.5368916901811639	0.5280055280000898	0.5025641025641026	0.5730053337937366	GSE91061,GSE145996,PRJEB23709_PD1_PRE
0.44505494505494503	0.4899546675533157	0.5082417582417582	0.5185185185185185	0.01981072129375818	0.6285714285714286	0.7857142857142857	0.23076923076923078	0.5238095238095238	0.5	0.3197223585678033	0.25303956811317263	-0.23219122068116332	0.23289259124748957	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-WordNoInteraction	27	14	13	word_no_interaction	0.42939634920183734	0.7503915674968308	0.6670311032855958	0.6365604424814951	0.7734240784911854	GSE91061,GSE145996,PRJEB23709_PD1_PRE
0.3351648351648351	0.4588254502841642	0.32967032967032966	0.3333333333333333	-0.3464173711074475	0.4	0.42857142857142855	0.23076923076923078	0.375	0.2727272727272727	0.39058540485028304	0.4367191778840995	-0.4754653488658124	0.22399704995048042	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-WordUnsignedGraph	27	14	13	word_unsigned_graph	0.459656336568907	0.7058484644010962	0.613344720092294	0.5368359710464974	0.7781590064890519	GSE91061,GSE145996,PRJEB23709_PD1_PRE
0.510989010989011	0.5099001612908263	0.5164835164835164	0.5185185185185185	0.033149677206589796	0.5517241379310345	0.5714285714285714	0.46153846153846156	0.5333333333333333	0.5	0.30214775040032615	0.2588668107175287	-0.04615267303545596	0.08552124491707425	primary_recist	melanoma_recist_supported_primary	LODO	GSE78220	EcoNiche-Opt-WordNoBioObjective	27	14	13	word_no_bio_objective	0.512489847099112	0.6653263403263403	0.5953636280316155	0.5243932237353289	0.6913619323442364	GSE91061,GSE145996,PRJEB23709_PD1_PRE
