endpoint	stratum	baseline_model	n_samples	target_AUROC	baseline_AUROC	delta_AUROC	bootstrap_mean_delta	ci_low	ci_high	p_value	fdr_q	claim_level
primary_recist	melanoma_recist_supported_primary	IFNG	131	0.5208333333333334	0.6397058823529411	-0.11887254901960775	-0.11598552989644632	-0.21604131143895014	-0.015410652065704316	0.02	0.06	not_superior
primary_recist	melanoma_recist_supported_primary	CXCL9	131	0.5208333333333334	0.649264705882353	-0.1284313725490196	-0.1259451873620896	-0.2299186361028177	-0.02320776984384575	0.012	0.057600000000000005	not_superior
primary_recist	melanoma_recist_supported_primary	TIG	131	0.5208333333333334	0.6443627450980393	-0.12352941176470589	-0.12072244142163004	-0.21405717893217893	-0.019834653822769586	0.016	0.057600000000000005	not_superior
primary_recist	melanoma_recist_supported_primary	TIDE_dysfunction	131	0.5208333333333334	0.6455882352941177	-0.12475490196078431	-0.12182239136592465	-0.22426135668181701	-0.014872635007447822	0.024	0.061714285714285715	not_superior
primary_recist	melanoma_recist_supported_primary	APM	131	0.5208333333333334	0.6419117647058823	-0.12107843137254892	-0.11800690767950611	-0.24164808891901343	0.0008008712889545254	0.052	0.09359999999999999	not_superior
primary_recist	melanoma_recist_supported_primary	CYT	131	0.5208333333333334	0.6242647058823529	-0.10343137254901957	-0.10129896814339381	-0.19377131935105218	-0.000761766334440851	0.048	0.09359999999999999	not_superior
primary_recist	melanoma_recist_supported_primary	IPRES	131	0.5208333333333334	0.5732843137254903	-0.0524509803921569	-0.05288936114180232	-0.18693075194925332	0.06572202301713384	0.406	0.4872	not_superior
primary_recist	melanoma_recist_supported_primary	TIDE_exclusion	131	0.5208333333333334	0.5392156862745099	-0.018382352941176516	-0.018155681078467316	-0.14865912652323804	0.10896017962291085	0.784	0.784	not_superior
primary_recist	melanoma_core_high_evidence	IFNG	117	0.6866750471401635	0.6643620364550596	0.02231301068510383	0.01819049408226674	-0.11717724867724864	0.15991595981755993	0.802	0.9359999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	CXCL9	117	0.6866750471401635	0.6656191074795725	0.02105593966059094	0.01680112122287277	-0.11327468370212877	0.15182128187243282	0.814	0.9359999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	TIG	117	0.6866750471401635	0.6656191074795725	0.02105593966059094	0.01624179922218341	-0.1142492928975486	0.15018854568854556	0.832	0.9359999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	TIDE_dysfunction	117	0.6866750471401635	0.6546197360150849	0.032055311125078534	0.027450460113835604	-0.11014443136762313	0.16302612077882267	0.704	0.9359999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	APM	117	0.6866750471401635	0.6637335009428034	0.022941546197360108	0.01794544218837713	-0.11657451154454569	0.15678358208955206	0.788	0.9359999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	CYT	117	0.6866750471401635	0.6297925832809553	0.05688246385920814	0.05217518355479674	-0.08314048242722835	0.18644399731723668	0.468	0.9359999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	IPRES	117	0.6866750471401635	0.5669390320553112	0.11973601508485232	0.11681355090841002	-0.017635209960791317	0.2532240964618014	0.088	0.31679999999999997	point_estimate_only
primary_recist	melanoma_core_high_evidence	TIDE_exclusion	117	0.6866750471401635	0.5436832181018227	0.14299182903834073	0.1376777255086131	-0.0028359237011533625	0.287469710167881	0.056	0.252	point_estimate_only
