model_name	AUROC	AUPRC	balanced_accuracy	MCC	F1	Brier
ML_ExtraTrees	0.5608350122100122	0.4827683054696224	0.5198778998778999	0.07054351211013263	0.19620908787149197	0.23471638746309037
ML_LightGBM	0.48504057285307284	0.39292319172791473	0.4980326617826618	-0.01021785024837953	0.36269123317080865	0.2777990316389901
ML_Logistic_L1	0.5044424603174603	0.4089633228615332	0.49128510378510376	-0.019974063029987353	0.364858741657963	0.2515709149635261
ML_Logistic_L2	0.6040470212657713	0.5024283184921109	0.5540796703296703	0.10085676857129486	0.43468318192331507	0.2985337377101412
ML_RandomForest	0.5356987561050062	0.4244689736055549	0.4988354700854701	0.01720397781228958	0.07040322580645161	0.2315275535420782
ML_XGBoost	0.5125138125763126	0.4236250626022563	0.504150641025641	0.03137470467670418	0.0995421888053467	0.2363522693514824
