term	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)	cohort	endpoint	status
EcoNicheScore	-0.8899623632735951	0.4106712087814138	0.46755939333534857	-1.8063619348442752	0.02643720829708507	0.16425060555360482	1.0267897713591483	0.0	-1.9034209898447825	0.05698563431031759	4.133257918241184	GSE183924	relapse_free_survival	available
