selection_id	candidate	prior	transform_policy	device	gpu_name	selection_boundary	primary_AUROC	primary_AUPRC	primary_balanced_accuracy	strict_external_AUROC	strict_external_AUPRC	strict_external_balanced_accuracy	strict_external_ECE	family_mean_AUROC	delta_vs_family_mean	two_sided_fdr_q	claim_level
gpu_lipid_pi3k_primary_selected_rescue_combo	0.80*base+0.20*rz__PLA2G2D	lipid_pi3k	robust_only	cuda	NVIDIA GeForce RTX 4070 Laptop GPU	candidate_and_weight_selected_by_primary_lodo_only_with_biological_prior	0.7774984286612194	0.6645221072897123	0.6585480829666877	0.7125	0.7260085416533733	0.6285714285714286	0.12765595267109317	0.5666666666666667	0.14649167160228566	0.0	strict_external_family_FDR_supported_numeric_target_met
