method	gene	group	external_AUROC	external_AUPRC	external_BA	direction	primary_AUROC	primary_AUPRC	primary_BA
z	DTHD1	strict_phs_gse	0.5669642857142858	0.5821292558986173	0.4863095238095238	1.0	0.7038026398491515	0.561035731150856	0.5909805153991201
z	DTHD1	phs_only	0.5537878787878788	0.5546188592512773	0.4770833333333333	1.0	0.7038026398491515	0.561035731150856	0.5909805153991201
z	DTHD1	gse145996_only	0.6	0.7514423076923077	0.625	1.0	0.7038026398491515	0.561035731150856	0.5909805153991201
pct	UBD	strict_phs_gse	0.49940476190476196	0.5144991064695618	0.4922619047619048	1.0	0.7036455059710873	0.523681163546483	0.681803896920176
pct	UBD	phs_only	0.49242424242424243	0.4825905723640135	0.4772727272727273	1.0	0.7036455059710873	0.523681163546483	0.681803896920176
pct	UBD	gse145996_only	0.575	0.7561709124209124	0.6125	1.0	0.7036455059710873	0.523681163546483	0.681803896920176
z	DPPA2P3	strict_phs_gse	0.4642857142857143	0.46161791310355443	0.45892857142857146	-1.0	0.7031741043368951	0.5798971508964671	0.4923004399748586
z	DPPA2P3	phs_only	0.46212121212121215	0.44785173237403525	0.47481060606060604	-1.0	0.7031741043368951	0.5798971508964671	0.4923004399748586
z	DPPA2P3	gse145996_only	0.6	0.6666666666666666	0.5	-1.0	0.7031741043368951	0.5798971508964671	0.4923004399748586
rz	GCH1	strict_phs_gse	0.5697916666666667	0.5780965696539115	0.5672619047619047	1.0	0.7030169704588309	0.570241765334772	0.6172218730358265
rz	GCH1	phs_only	0.5672348484848485	0.554760360651836	0.5695075757575758	1.0	0.7030169704588309	0.570241765334772	0.6172218730358265
rz	GCH1	gse145996_only	0.525	0.7094065656565657	0.55	1.0	0.7030169704588309	0.570241765334772	0.6172218730358265
rz	JAKMIP1	strict_phs_gse	0.5654761904761905	0.5987667507274027	0.5613095238095238	1.0	0.7023884349465745	0.5858546691363569	0.5582966687617851
rz	JAKMIP1	phs_only	0.5676136363636364	0.5776665179629346	0.5575757575757576	1.0	0.7023884349465745	0.5858546691363569	0.5582966687617851
rz	JAKMIP1	gse145996_only	0.5375	0.7366768648018648	0.5875	1.0	0.7023884349465745	0.5858546691363569	0.5582966687617851
z	WTAPP1	strict_phs_gse	0.5900297619047619	0.5461562808481037	0.5	-1.0	0.7023884349465744	0.5830926760306354	0.6319924575738529
z	WTAPP1	phs_only	0.5564393939393939	0.4988065863716204	0.5	-1.0	0.7023884349465744	0.5830926760306354	0.6319924575738529
z	WTAPP1	gse145996_only	0.6625000000000001	0.7034090909090909	0.5	-1.0	0.7023884349465744	0.5830926760306354	0.6319924575738529
z	MFAP2	strict_phs_gse	0.5541666666666667	0.5451144527659311	0.5636904761904762	-1.0	0.7023884349465744	0.5645490805185236	0.5872093023255813
z	MFAP2	phs_only	0.5613636363636363	0.5330860022826049	0.571969696969697	-1.0	0.7023884349465744	0.5645490805185236	0.5872093023255813
z	MFAP2	gse145996_only	0.5	0.6891254578754579	0.4875	-1.0	0.7023884349465744	0.5645490805185236	0.5872093023255813
z	GPR88	strict_phs_gse	0.5238095238095238	0.5310063606599066	0.5166666666666666	1.0	0.7014456316781899	0.5799051562812514	0.652105593966059
z	GPR88	phs_only	0.4878787878787879	0.48723592463296855	0.4859848484848485	1.0	0.7014456316781899	0.5799051562812514	0.652105593966059
z	GPR88	gse145996_only	0.75	0.8076923076923077	0.75	1.0	0.7014456316781899	0.5799051562812514	0.652105593966059
rz	NLRP7	strict_phs_gse	0.5717261904761904	0.6086912205576015	0.5803571428571428	1.0	0.7014456316781897	0.5378748464858409	0.5763670647391578
rz	NLRP7	phs_only	0.5685606060606061	0.6112266474906358	0.5914772727272728	1.0	0.7014456316781897	0.5378748464858409	0.5763670647391578
rz	NLRP7	gse145996_only	0.525	0.6282051282051282	0.525	1.0	0.7014456316781897	0.5378748464858409	0.5763670647391578
pct	SIRPG	strict_phs_gse	0.5866071428571429	0.6009325712304742	0.5654761904761905	1.0	0.7008170961659335	0.5589111908450994	0.5680389692017599
pct	SIRPG	phs_only	0.5761363636363637	0.5714373372122069	0.5632575757575757	1.0	0.7008170961659335	0.5589111908450994	0.5680389692017599
pct	SIRPG	gse145996_only	0.675	0.8184523809523809	0.575	1.0	0.7008170961659335	0.5589111908450994	0.5680389692017599
z	IL2	strict_phs_gse	0.521279761904762	0.47973639190324574	0.5077380952380952	1.0	0.7005028284098052	0.5776790510102019	0.6569767441860466
z	IL2	phs_only	0.5053030303030304	0.4527842494062754	0.5068181818181818	1.0	0.7005028284098052	0.5776790510102019	0.6569767441860466
z	IL2	gse145996_only	0.5625	0.6634615384615385	0.5625	1.0	0.7005028284098052	0.5776790510102019	0.6569767441860466
z	FCRL3	strict_phs_gse	0.5729166666666666	0.6059480176005421	0.5839285714285715	1.0	0.7005028284098052	0.5611511059503913	0.6461345065996229
z	FCRL3	phs_only	0.5573863636363636	0.578959181726648	0.5808712121212121	1.0	0.7005028284098052	0.5611511059503913	0.6461345065996229
z	FCRL3	gse145996_only	0.7625	0.8720619658119658	0.625	1.0	0.7005028284098052	0.5611511059503913	0.6461345065996229
z	CCR9	strict_phs_gse	0.5217261904761905	0.5010446919012905	0.5196428571428571	1.0	0.7000314267756128	0.5400472458860761	0.5061282212445003
z	CCR9	phs_only	0.49734848484848493	0.4627872112137685	0.503030303030303	1.0	0.7000314267756128	0.5400472458860761	0.5061282212445003
z	CCR9	gse145996_only	0.625	0.7596153846153846	0.6875	1.0	0.7000314267756128	0.5400472458860761	0.5061282212445003
z	DCAF4L2	strict_phs_gse	0.5398809523809524	0.523930871762671	0.5	-1.0	0.6997171590194845	0.6105516181102197	0.5865807668133249
z	DCAF4L2	phs_only	0.5496212121212121	0.5182496921775747	0.5	-1.0	0.6997171590194845	0.6105516181102197	0.5865807668133249
z	DCAF4L2	gse145996_only	0.6	0.6666666666666666	0.5	-1.0	0.6997171590194845	0.6105516181102197	0.5865807668133249
z	PRKCQ	strict_phs_gse	0.5947916666666666	0.6292465983496749	0.5571428571428572	1.0	0.6995600251414205	0.5704134747374271	0.5785669390320554
z	PRKCQ	phs_only	0.5816287878787878	0.6095698436728946	0.5496212121212121	1.0	0.6995600251414205	0.5704134747374271	0.5785669390320554
z	PRKCQ	gse145996_only	0.7	0.8427780552780553	0.625	1.0	0.6995600251414205	0.5704134747374271	0.5785669390320554
rz	FDCSP	strict_phs_gse	0.5467261904761905	0.5446319540875381	0.5672619047619047	1.0	0.6989314896291641	0.5410915797754157	0.6561910747957259
rz	FDCSP	phs_only	0.5291666666666667	0.5133920696559288	0.55	1.0	0.6989314896291641	0.5410915797754157	0.6561910747957259
rz	FDCSP	gse145996_only	0.7	0.8125	0.7125	1.0	0.6989314896291641	0.5410915797754157	0.6561910747957259
pct	MFAP2	strict_phs_gse	0.5522321428571428	0.5410588336152936	0.5154761904761905	-1.0	0.698931489629164	0.5398399739957378	0.5988372093023255
pct	MFAP2	phs_only	0.5613636363636363	0.5330860022826049	0.5259469696969696	-1.0	0.698931489629164	0.5398399739957378	0.5988372093023255
pct	MFAP2	gse145996_only	0.5	0.6891254578754579	0.4375	-1.0	0.698931489629164	0.5398399739957378	0.5988372093023255
z	NLRP7	strict_phs_gse	0.5782738095238095	0.6334672100801545	0.5648809523809524	1.0	0.6986172218730359	0.5520990093627071	0.677561282212445
z	NLRP7	phs_only	0.568560606060606	0.6112266474906359	0.5573863636363636	1.0	0.6986172218730359	0.5520990093627071	0.677561282212445
z	NLRP7	gse145996_only	0.55	0.7115384615384616	0.625	1.0	0.6986172218730359	0.5520990093627071	0.677561282212445
rz	IKZF3	strict_phs_gse	0.618452380952381	0.6454065045779349	0.5767857142857142	1.0	0.6983029541169076	0.5690248514892366	0.5493400377121307
rz	IKZF3	phs_only	0.6087121212121213	0.6134430174478526	0.5731060606060606	1.0	0.6983029541169076	0.5690248514892366	0.5493400377121307
rz	IKZF3	gse145996_only	0.6749999999999999	0.8293851981351982	0.5875	1.0	0.6983029541169076	0.5690248514892366	0.5493400377121307
rz	PLA2G2D	strict_phs_gse	0.6727678571428571	0.6784993299031079	0.6363095238095238	1.0	0.697517284726587	0.5872736227900504	0.6596480201131364
rz	PLA2G2D	phs_only	0.6820075757575758	0.6682279016874838	0.6475378787878787	1.0	0.697517284726587	0.5872736227900504	0.6596480201131364
rz	PLA2G2D	gse145996_only	0.575	0.7561709124209124	0.55	1.0	0.697517284726587	0.5872736227900504	0.6596480201131364
pct	DTHD1	strict_phs_gse	0.5595238095238095	0.5816682358689991	0.5255952380952381	1.0	0.6972030169704588	0.5700807492239535	0.63073538654934
pct	DTHD1	phs_only	0.5537878787878788	0.5546188592512773	0.5240530303030303	1.0	0.6972030169704588	0.5700807492239535	0.63073538654934
pct	DTHD1	gse145996_only	0.6	0.7514423076923077	0.55	1.0	0.6972030169704588	0.5700807492239535	0.63073538654934
rz	SLC6A12	strict_phs_gse	0.5084821428571429	0.48719766990682895	0.4976190476190476	1.0	0.6970458830923948	0.5703648419569672	0.6202074167190447
rz	SLC6A12	phs_only	0.5329545454545455	0.4957370779788285	0.5200757575757575	1.0	0.6970458830923948	0.5703648419569672	0.6202074167190447
rz	SLC6A12	gse145996_only	0.27499999999999997	0.5234508547008547	0.325	1.0	0.6970458830923948	0.5703648419569672	0.6202074167190447
pct	TVP23A	strict_phs_gse	0.562797619047619	0.5523562200564892	0.55	1.0	0.6970458830923947	0.5720314466695059	0.6934318038969202
pct	TVP23A	phs_only	0.5875	0.5679320931525852	0.55	1.0	0.6970458830923947	0.5720314466695059	0.6934318038969202
pct	TVP23A	gse145996_only	0.35	0.5886946386946387	0.55	1.0	0.6970458830923947	0.5720314466695059	0.6934318038969202
z	MAP4K1	strict_phs_gse	0.6220238095238095	0.6378210729860827	0.5416666666666667	1.0	0.6967316153362665	0.5807901122553956	0.6547768698931489
z	MAP4K1	phs_only	0.6060606060606061	0.6133705605648753	0.5331439393939394	1.0	0.6967316153362665	0.5807901122553956	0.6547768698931489
z	MAP4K1	gse145996_only	0.825	0.9105519480519481	0.6875	1.0	0.6967316153362665	0.5807901122553956	0.6547768698931489
pct	DCAF4L2	strict_phs_gse	0.5626488095238096	0.5345641361869875	0.4636904761904762	-1.0	0.6965744814582024	0.6067393998665862	0.6027655562539284
pct	DCAF4L2	phs_only	0.5496212121212121	0.5182496921775747	0.4479166666666667	-1.0	0.6965744814582024	0.6067393998665862	0.6027655562539284
pct	DCAF4L2	gse145996_only	0.6	0.6666666666666666	0.6	-1.0	0.6965744814582024	0.6067393998665862	0.6027655562539284
rz	HSF5	strict_phs_gse	0.494345238095238	0.55954456779254	0.4988095238095238	1.0	0.6964173475801383	0.5027804987460115	0.6858893777498428
rz	HSF5	phs_only	0.46249999999999997	0.5228662990992209	0.48371212121212115	1.0	0.6964173475801383	0.5027804987460115	0.6858893777498428
rz	HSF5	gse145996_only	0.6500000000000001	0.7076923076923077	0.65	1.0	0.6964173475801383	0.5027804987460115	0.6858893777498428
pct	NLRC3	strict_phs_gse	0.5867559523809525	0.6248692053791107	0.5863095238095238	1.0	0.6961030798240101	0.5891776379265606	0.5688246385920805
pct	NLRC3	phs_only	0.5933712121212121	0.6209728621759093	0.5825757575757575	1.0	0.6961030798240101	0.5891776379265606	0.5688246385920805
pct	NLRC3	gse145996_only	0.525	0.7078754578754579	0.6125	1.0	0.6961030798240101	0.5891776379265606	0.5688246385920805
pct	LINC00381	strict_phs_gse	0.5119047619047619	0.489388341543514	0.5	1.0	0.6961030798240101	0.5429644713415124	0.6753614079195475
pct	LINC00381	phs_only	0.4818181818181818	0.46601941747572817	0.5	1.0	0.6961030798240101	0.5429644713415124	0.6753614079195475
pct	LINC00381	gse145996_only	0.5625	0.6634615384615385	0.5	1.0	0.6961030798240101	0.5429644713415124	0.6753614079195475
rz	TMPRSS3	strict_phs_gse	0.5915178571428571	0.5961750572891729	0.5833333333333333	1.0	0.6957888120678818	0.5286982287074389	0.6115650534255186
rz	TMPRSS3	phs_only	0.5912878787878788	0.5626807802149962	0.5863636363636364	1.0	0.6957888120678818	0.5286982287074389	0.6115650534255186
rz	TMPRSS3	gse145996_only	0.6000000000000001	0.8076923076923077	0.55	1.0	0.6957888120678818	0.5286982287074389	0.6115650534255186
z	CGB8	strict_phs_gse	0.5324404761904762	0.5048013491034476	0.5291666666666667	-1.0	0.6956316781898176	0.49658754778784786	0.6877749842866122
z	CGB8	phs_only	0.5053030303030304	0.46913834303948115	0.5	-1.0	0.6956316781898176	0.49658754778784786	0.6877749842866122
z	CGB8	gse145996_only	0.55	0.6401515151515151	0.5375	-1.0	0.6956316781898176	0.49658754778784786	0.6877749842866122
pct	CGB8	strict_phs_gse	0.5331845238095239	0.5049578889921303	0.506547619047619	-1.0	0.6956316781898176	0.49658754778784786	0.6060653676932747
pct	CGB8	phs_only	0.5053030303030304	0.46913834303948115	0.506439393939394	-1.0	0.6956316781898176	0.49658754778784786	0.6060653676932747
pct	CGB8	gse145996_only	0.55	0.6401515151515151	0.5375	-1.0	0.6956316781898176	0.49658754778784786	0.6060653676932747
z	LINC00381	strict_phs_gse	0.47247023809523814	0.47014336238474164	0.4791666666666667	1.0	0.6954745443117536	0.5355447592706376	0.623664362036455
z	LINC00381	phs_only	0.4818181818181818	0.46601941747572817	0.5	1.0	0.6954745443117536	0.5355447592706376	0.623664362036455
z	LINC00381	gse145996_only	0.5625	0.6634615384615385	0.5625	1.0	0.6954745443117536	0.5355447592706376	0.623664362036455
rz	DTHD1	strict_phs_gse	0.5647321428571428	0.5650820061963372	0.506547619047619	1.0	0.6953174104336894	0.5572918199024453	0.6382778126964174
rz	DTHD1	phs_only	0.5537878787878788	0.5546188592512773	0.5005681818181817	1.0	0.6953174104336894	0.5572918199024453	0.6382778126964174
rz	DTHD1	gse145996_only	0.5499999999999999	0.641025641025641	0.55	1.0	0.6953174104336894	0.5572918199024453	0.6382778126964174
pct	JAKMIP1	strict_phs_gse	0.566220238095238	0.6103939871562727	0.4892857142857143	1.0	0.6951602765556254	0.5719713244663456	0.5718101822752986
pct	JAKMIP1	phs_only	0.5681818181818181	0.5932915179629347	0.49829545454545454	1.0	0.6951602765556254	0.5719713244663456	0.5718101822752986
pct	JAKMIP1	gse145996_only	0.5375	0.7366768648018648	0.4125	1.0	0.6951602765556254	0.5719713244663456	0.5718101822752986
pct	PRKCQ	strict_phs_gse	0.5956845238095237	0.6376071354087632	0.5517857142857143	1.0	0.6951602765556253	0.5741952839403676	0.6250785669390321
pct	PRKCQ	phs_only	0.5816287878787878	0.6095698436728946	0.5240530303030303	1.0	0.6951602765556253	0.5741952839403676	0.6250785669390321
pct	PRKCQ	gse145996_only	0.7	0.8427780552780553	0.775	1.0	0.6951602765556253	0.5741952839403676	0.6250785669390321
rz	CD244	strict_phs_gse	0.5611607142857143	0.5990163727382066	0.5416666666666667	1.0	0.6950031426775612	0.5619766049832191	0.6150219987429291
rz	CD244	phs_only	0.5757575757575758	0.5887139306570985	0.5513257575757575	1.0	0.6950031426775612	0.5619766049832191	0.6150219987429291
rz	CD244	gse145996_only	0.525	0.7383814102564102	0.4875	1.0	0.6950031426775612	0.5619766049832191	0.6150219987429291
pct	MAP4K1	strict_phs_gse	0.6300595238095238	0.6480440400106974	0.569047619047619	1.0	0.6945317410433689	0.5857281519390208	0.6104651162790697
pct	MAP4K1	phs_only	0.6060606060606061	0.6133705605648753	0.543560606060606	1.0	0.6945317410433689	0.5857281519390208	0.6104651162790697
pct	MAP4K1	gse145996_only	0.825	0.9105519480519481	0.775	1.0	0.6945317410433689	0.5857281519390208	0.6104651162790697
z	PLEK2	strict_phs_gse	0.5568452380952381	0.5768662673097325	0.5815476190476191	-1.0	0.6945317410433689	0.560439361353799	0.6202074167190447
z	PLEK2	phs_only	0.5393939393939394	0.5506597370712901	0.5732954545454545	-1.0	0.6945317410433689	0.560439361353799	0.6202074167190447
z	PLEK2	gse145996_only	0.725	0.8607954545454546	0.65	-1.0	0.6945317410433689	0.560439361353799	0.6202074167190447
pct	IKZF3	strict_phs_gse	0.6166666666666667	0.6390639438151281	0.5845238095238094	1.0	0.6945317410433689	0.5491129018417185	0.5047140163419233
pct	IKZF3	phs_only	0.6087121212121213	0.6134430174478526	0.5695075757575758	1.0	0.6945317410433689	0.5491129018417185	0.5047140163419233
pct	IKZF3	gse145996_only	0.6749999999999999	0.8293851981351982	0.7125	1.0	0.6945317410433689	0.5491129018417185	0.5047140163419233
rz	BLK	strict_phs_gse	0.6120535714285714	0.6087433281874685	0.6	1.0	0.6928032683846638	0.5687195078436758	0.6352922690131992
rz	BLK	phs_only	0.6464015151515152	0.6205463955720398	0.634469696969697	1.0	0.6928032683846638	0.5687195078436758	0.6352922690131992
rz	BLK	gse145996_only	0.3	0.6246184371184371	0.325	1.0	0.6928032683846638	0.5687195078436758	0.6352922690131992
z	NLRC3	strict_phs_gse	0.5840773809523809	0.619816597181773	0.5821428571428571	1.0	0.6926461345065996	0.5867207221657598	0.5230986800754243
z	NLRC3	phs_only	0.5933712121212121	0.6209728621759093	0.5964015151515152	1.0	0.6926461345065996	0.5867207221657598	0.5230986800754243
z	NLRC3	gse145996_only	0.525	0.7078754578754579	0.4625	1.0	0.6926461345065996	0.5867207221657598	0.5230986800754243
z	JAKMIP1	strict_phs_gse	0.5617559523809523	0.6073534818968638	0.5476190476190476	1.0	0.6926461345065996	0.5570042523639397	0.5801382778126964
z	JAKMIP1	phs_only	0.5681818181818181	0.5932915179629347	0.5378787878787878	1.0	0.6926461345065996	0.5570042523639397	0.5801382778126964
z	JAKMIP1	gse145996_only	0.5375	0.7366768648018648	0.625	1.0	0.6926461345065996	0.5570042523639397	0.5801382778126964
z	TMPRSS3	strict_phs_gse	0.5985119047619047	0.6109684418430458	0.5416666666666667	1.0	0.6924890006285355	0.5655306034988288	0.6191074795725959
z	TMPRSS3	phs_only	0.5928030303030303	0.5904585579927741	0.5340909090909092	1.0	0.6924890006285355	0.5655306034988288	0.6191074795725959
z	TMPRSS3	gse145996_only	0.6000000000000001	0.8076923076923077	0.625	1.0	0.6924890006285355	0.5655306034988288	0.6191074795725959
rz	CCR9	strict_phs_gse	0.5190476190476191	0.5137669054834715	0.5244047619047619	1.0	0.6921747328724072	0.5070453223019715	0.634820867379007
rz	CCR9	phs_only	0.49734848484848493	0.4627872112137685	0.5227272727272727	1.0	0.6921747328724072	0.5070453223019715	0.634820867379007
rz	CCR9	gse145996_only	0.5875	0.6658653846153846	0.5875	1.0	0.6921747328724072	0.5070453223019715	0.634820867379007
rz	SIRPG	strict_phs_gse	0.5956845238095239	0.6162574465448843	0.5654761904761905	1.0	0.6920175989943432	0.5529934462383737	0.5150848522941547
rz	SIRPG	phs_only	0.5761363636363637	0.5714373372122068	0.565530303030303	1.0	0.6920175989943432	0.5529934462383737	0.5150848522941547
rz	SIRPG	gse145996_only	0.675	0.8184523809523809	0.55	1.0	0.6920175989943432	0.5529934462383737	0.5150848522941547
z	EFCAB3	strict_phs_gse	0.5720238095238095	0.531148638450187	0.5279761904761905	-1.0	0.6920175989943431	0.598398858988107	0.6503771213073538
z	EFCAB3	phs_only	0.5503787878787878	0.49363929827775477	0.5	-1.0	0.6920175989943431	0.598398858988107	0.6503771213073538
z	EFCAB3	gse145996_only	0.625	0.7046016483516484	0.6125	-1.0	0.6920175989943431	0.598398858988107	0.6503771213073538
pct	NLRP7	strict_phs_gse	0.569047619047619	0.6228074443476235	0.5244047619047618	1.0	0.6920175989943431	0.5447003109381854	0.6202074167190447
pct	NLRP7	phs_only	0.568560606060606	0.6112266474906359	0.5164772727272727	1.0	0.6920175989943431	0.5447003109381854	0.6202074167190447
pct	NLRP7	gse145996_only	0.55	0.7115384615384616	0.5	1.0	0.6920175989943431	0.5447003109381854	0.6202074167190447
z	FAM209B	strict_phs_gse	0.5315476190476192	0.5662160202233223	0.5190476190476191	1.0	0.6913890634820867	0.5606438615510401	0.6115650534255186
z	FAM209B	phs_only	0.553409090909091	0.5890136378085227	0.540719696969697	1.0	0.6913890634820867	0.5606438615510401	0.6115650534255186
z	FAM209B	gse145996_only	0.35	0.5408997252747253	0.3625	1.0	0.6913890634820867	0.5606438615510401	0.6115650534255186
rz	ZNF672	strict_phs_gse	0.45922619047619045	0.46278732161391095	0.4535714285714286	1.0	0.6913890634820866	0.5477389977245659	0.6142363293526084
rz	ZNF672	phs_only	0.493939393939394	0.4903548393894525	0.4797348484848485	1.0	0.6913890634820866	0.5477389977245659	0.6142363293526084
rz	ZNF672	gse145996_only	0.15000000000000002	0.4798271173271173	0.2625	1.0	0.6913890634820866	0.5477389977245659	0.6142363293526084
