endpoint	stratum	baseline_model	n_samples	target_AUROC	baseline_AUROC	delta_AUROC	bootstrap_mean_delta	ci_low	ci_high	p_value	fdr_q	claim_level
primary_recist	melanoma_recist_supported_primary	IFNG	131	0.6213235294117647	0.6397058823529411	-0.018382352941176405	-0.017087891323465935	-0.11370331938965711	0.0769805194805194	0.716	0.9144000000000001	not_superior
primary_recist	melanoma_recist_supported_primary	CXCL9	131	0.6213235294117647	0.649264705882353	-0.027941176470588247	-0.027047548789109206	-0.12590095521689584	0.06832908449575124	0.572	0.8972307692307692	not_superior
primary_recist	melanoma_recist_supported_primary	TIG	131	0.6213235294117647	0.6443627450980393	-0.02303921568627454	-0.02182480284864965	-0.11989057072374701	0.07329607848475776	0.638	0.8972307692307692	not_superior
primary_recist	melanoma_recist_supported_primary	TIDE_dysfunction	131	0.6213235294117647	0.6455882352941177	-0.024264705882352966	-0.022924752792944272	-0.12833358962737537	0.07610726515989685	0.648	0.8972307692307692	not_superior
primary_recist	melanoma_recist_supported_primary	APM	131	0.6213235294117647	0.6419117647058823	-0.020588235294117574	-0.01910926910652572	-0.128902796441593	0.08850569193636211	0.762	0.9144000000000001	not_superior
primary_recist	melanoma_recist_supported_primary	CYT	131	0.6213235294117647	0.6242647058823529	-0.002941176470588225	-0.0024013295704133995	-0.10547178039885319	0.0993765000023857	0.952	0.956	not_superior
primary_recist	melanoma_recist_supported_primary	IPRES	131	0.6213235294117647	0.5732843137254903	0.04803921568627445	0.04600827743117806	-0.07665885668107976	0.15965702432371	0.458	0.8972307692307692	point_estimate_only
primary_recist	melanoma_recist_supported_primary	TIDE_exclusion	131	0.6213235294117647	0.5392156862745099	0.08210784313725483	0.08074195749451307	-0.04082581478919245	0.1985454973012516	0.188	0.7487999999999999	point_estimate_only
primary_recist	melanoma_core_high_evidence	IFNG	117	0.5999371464487744	0.6643620364550596	-0.06442489000628526	-0.06620543561935119	-0.19050925925925927	0.05637870041373759	0.276	0.46799999999999997	not_superior
primary_recist	melanoma_core_high_evidence	CXCL9	117	0.5999371464487744	0.6656191074795725	-0.06568196103079815	-0.06759480847874516	-0.19447174106151463	0.05176059582309576	0.284	0.46799999999999997	not_superior
primary_recist	melanoma_core_high_evidence	TIG	117	0.5999371464487744	0.6656191074795725	-0.06568196103079815	-0.06815413047943451	-0.18856885955723166	0.05168984130456731	0.258	0.46799999999999997	not_superior
primary_recist	melanoma_core_high_evidence	TIDE_dysfunction	117	0.5999371464487744	0.6546197360150849	-0.05468258956631056	-0.05694546958778232	-0.1858879107050327	0.06474214792299911	0.384	0.5316923076923077	not_superior
primary_recist	melanoma_core_high_evidence	APM	117	0.5999371464487744	0.6637335009428034	-0.06379635449402898	-0.0664504875132408	-0.19494539242944633	0.06063320045433139	0.296	0.46799999999999997	not_superior
primary_recist	melanoma_core_high_evidence	CYT	117	0.5999371464487744	0.6297925832809553	-0.029855436832180948	-0.032220746146821175	-0.14804935755733625	0.0943384421242949	0.606	0.68175	not_superior
primary_recist	melanoma_core_high_evidence	IPRES	117	0.5999371464487744	0.5669390320553112	0.03299811439346323	0.03241762120679209	-0.12064526915085128	0.1840449956439297	0.682	0.7221176470588236	point_estimate_only
primary_recist	melanoma_core_high_evidence	TIDE_exclusion	117	0.5999371464487744	0.5436832181018227	0.05625392834695164	0.05328179580699515	-0.09405515600194213	0.20589385698288257	0.482	0.6197142857142858	point_estimate_only
