AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	endpoint	stratum	evaluation	cohort	model_name	n_samples	n_responders	n_nonresponders	selected_model	threshold	inner_mean_AUROC	inner_mean_AUPRC	inner_mean_balanced_accuracy	selection_score	train_cohorts
0.6478260869565218	0.5813203654582965	0.5543478260869565	0.5757575757575758	0.10107302698179424	0.4166666666666667	0.5	0.6086956521739131	0.35714285714285715	0.7368421052631579	0.3164566972405872	0.34513154333872514	0.2643423388999739	-0.9713306321956767	strict_recist	melanoma_anti_pd1_primary	LODO	GSE91061	EcoNiche-Opt-ModulePrior	33	10	23	word_full_graph	0.6186894697601618	0.5823971252918622	0.5986193917722901	0.5822766049739734	0.7384614853138963	GSE78220,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
0.6478260869565218	0.5813203654582965	0.5543478260869565	0.5757575757575758	0.10107302698179424	0.4166666666666667	0.5	0.6086956521739131	0.35714285714285715	0.7368421052631579	0.3164566972405872	0.34513154333872514	0.2643423388999739	-0.9713306321956767	strict_recist	melanoma_anti_pd1_primary	LODO	GSE91061	EcoNiche-Opt-WordFullGraph	33	10	23	word_full_graph	0.6186894697601618	0.5823971252918622	0.5986193917722901	0.5822766049739734	0.7384614853138963	GSE78220,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
0.6434782608695652	0.5757648099027409	0.5543478260869565	0.5757575757575758	0.10107302698179424	0.4166666666666667	0.5	0.6086956521739131	0.35714285714285715	0.7368421052631579	0.31658724069691335	0.34517375500977965	0.2642133450662184	-0.9703401131513194	strict_recist	melanoma_anti_pd1_primary	LODO	GSE91061	EcoNiche-Opt-WordNoInteraction	33	10	23	word_no_interaction	0.6178629957441283	0.5816441745389114	0.5988117919646901	0.5822766049739734	0.5825684341985325	GSE78220,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
0.6521739130434783	0.5806259210138521	0.6413043478260869	0.696969696969697	0.2826086956521739	0.5	0.5	0.782608695652174	0.5	0.782608695652174	0.274421954337005	0.30169492982130036	0.26428240468089587	-0.7848980144428305	strict_recist	melanoma_anti_pd1_primary	LODO	GSE91061	EcoNiche-Opt-WordUnsignedGraph	33	10	23	word_unsigned_graph	0.647098463129945	0.5834009703746547	0.5997297684465764	0.5978467804125699	0.7114239471194298	GSE78220,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
0.6608695652173913	0.5910175010175011	0.5978260869565217	0.6363636363636364	0.18691679485471005	0.45454545454545453	0.5	0.6956521739130435	0.4166666666666667	0.7619047619047619	0.31541721749234714	0.34996114777372245	0.26324205953899704	-0.9787217814280975	strict_recist	melanoma_anti_pd1_primary	LODO	GSE91061	EcoNiche-Opt-WordNoBioObjective	33	10	23	word_no_bio_objective	0.6230684329290783	0.5805868303236724	0.5944993241648275	0.5547766049739733	0.5453769688122	GSE78220,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
0.5824175824175825	0.5828379325838607	0.554945054945055	0.5555555555555556	0.10989010989010989	0.5714285714285714	0.5714285714285714	0.5384615384615384	0.5714285714285714	0.5384615384615384	0.3221582807928477	0.3316551324595202	0.08830940554164911	-0.010093656057951117	strict_recist	melanoma_anti_pd1_primary	LODO	GSE78220	EcoNiche-Opt-ModulePrior	27	14	13	word_full_graph	0.7599755645014044	0.6305871260276295	0.6045675892880495	0.5621739130434783	0.77647148158414	GSE91061,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
0.5824175824175825	0.5828379325838607	0.554945054945055	0.5555555555555556	0.10989010989010989	0.5714285714285714	0.5714285714285714	0.5384615384615384	0.5714285714285714	0.5384615384615384	0.3221582807928477	0.3316551324595202	0.08830940554164911	-0.010093656057951117	strict_recist	melanoma_anti_pd1_primary	LODO	GSE78220	EcoNiche-Opt-WordFullGraph	27	14	13	word_full_graph	0.7599755645014044	0.6305871260276295	0.6045675892880495	0.5621739130434783	0.77647148158414	GSE91061,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
0.5934065934065934	0.5939773883661736	0.554945054945055	0.5555555555555556	0.10989010989010989	0.5714285714285714	0.5714285714285714	0.5384615384615384	0.5714285714285714	0.5384615384615384	0.3212938043580024	0.3316816688481724	0.09149077625398494	-0.013106916646243959	strict_recist	melanoma_anti_pd1_primary	LODO	GSE78220	EcoNiche-Opt-WordNoInteraction	27	14	13	word_no_interaction	0.7614549063964925	0.6305871260276295	0.6052534343354508	0.5621739130434783	0.6201522454172378	GSE91061,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
0.5934065934065934	0.5870024445424903	0.5631868131868132	0.5555555555555556	0.13828349519511604	0.45454545454545453	0.35714285714285715	0.7692307692307693	0.625	0.5263157894736842	0.31769316743711196	0.3292636318032198	0.09318492054605103	-0.013239791657564384	strict_recist	melanoma_anti_pd1_primary	LODO	GSE78220	EcoNiche-Opt-WordUnsignedGraph	27	14	13	word_unsigned_graph	0.89780225542629	0.5936880244088483	0.5953388641186492	0.5502717391304348	0.7325951665526523	GSE91061,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
0.5714285714285714	0.5764531136990418	0.5274725274725275	0.5185185185185185	0.06264700137907352	0.38095238095238093	0.2857142857142857	0.7692307692307693	0.5714285714285714	0.5	0.329593521761779	0.3083512571479312	0.06251100055510686	0.014338040186575576	strict_recist	melanoma_anti_pd1_primary	LODO	GSE78220	EcoNiche-Opt-WordNoBioObjective	27	14	13	word_no_bio_objective	0.9113448732258239	0.6378589287227732	0.6076984263414829	0.5677660183066362	0.6135560264812023	GSE91061,GSE168204,GSE115821,GSE145996,PRJEB23709_PD1_PRE
