endpoint	cohort	analysis_type	model_name	n_samples	n_responders	n_nonresponders	threshold_source	threshold_training_cohorts	threshold	calibration	training_AUROC	training_balanced_accuracy	platform	treatment	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	AUROC_ci_low	AUROC_ci_high	AUROC_ci_bootstrap_n
primary_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	IFNG	121	50	71	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.5179178078595991	discovery_only_platt	0.6643620364550596	0.6566624764299183		anti-PD-1	0.5385915492957747	0.5144352784875892	0.515774647887324	0.5289256198347108	0.0314607982769707	0.4356435643564356	0.44	0.5915492957746479	0.4313725490196078	0.6	0.2556479409920815	0.1485038747882937	0.3021706995076574	-0.3401710062173274	0.4391687355180404	0.648306695747521	1000
primary_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	CXCL9	121	50	71	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.4350170639427196	discovery_only_platt	0.6656191074795725	0.6704902576995599		anti-PD-1	0.5659154929577465	0.5606409920107641	0.5101408450704226	0.4876033057851239	0.0206635657700596	0.5079365079365079	0.64	0.380281690140845	0.4210526315789473	0.6	0.2517590129518592	0.1450486789054774	0.4084053157609579	-0.3368994345383088	0.4570072517529312	0.6736774008050603	1000
primary_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	TIG	121	50	71	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.5101666435173705	discovery_only_platt	0.6656191074795725	0.6382778126964174		anti-PD-1	0.5385915492957747	0.5090182970372771	0.5198591549295775	0.5371900826446281	0.0399781678795272	0.4285714285714285	0.42	0.6197183098591549	0.4375	0.6027397260273972	0.2558640024483236	0.150197299486477	0.2906030875263434	-0.3407415548903941	0.4383124384622269	0.6470751633986929	1000
primary_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	TIDE_dysfunction	121	50	71	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.4401769330608997	discovery_only_platt	0.6546197360150849	0.6337209302325582		anti-PD-1	0.5095774647887324	0.5075347833658351	0.5053521126760564	0.4958677685950413	0.0106031557014534	0.4786324786324786	0.56	0.4507042253521127	0.417910447761194	0.5925925925925926	0.2533556810152244	0.1212708895239047	0.3592193704852103	-0.3414975686636525	0.4015955812149421	0.617613846777867	1000
primary_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	APM	121	50	71	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.5435877469046431	discovery_only_platt	0.6637335009428034	0.6604336895034569		anti-PD-1	0.5290140845070422	0.4819938888970336	0.5180281690140844	0.5454545454545454	0.0375110197938862	0.3956043956043956	0.36	0.676056338028169	0.4390243902439024	0.6	0.2568046670621317	0.1326177427477987	0.2940657758190281	-0.3390712739673017	0.42251836950713195	0.6326427124931152	1000
primary_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	CYT	121	50	71	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.4483932586785114	discovery_only_platt	0.6297925832809553	0.6299497171590195		anti-PD-1	0.5326760563380282	0.5119198943347887	0.4990140845070422	0.4710743801652892	-0.0020513838949781	0.5076923076923077	0.66	0.3380281690140845	0.4125	0.5853658536585366	0.2502123615758722	0.0862098123085163	0.4558665631625155	-0.3425418282054174	0.4227941583610188	0.6398976172747579	1000
primary_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	IPRES	121	50	71	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.4832109065877373	discovery_only_platt	0.5669390320553112	0.5969516027655563		anti-PD-1	0.4701408450704226	0.4115811710821778	0.4630985915492958	0.4462809917355372	-0.0742856736484832	0.4552845528455284	0.56	0.3661971830985915	0.3835616438356164	0.5416666666666666	0.2547936344631119	0.0997309440242898	-0.1782636745835856	-0.3524568089136754	0.361691899900456	0.5714394720152212	1000
primary_recist	PHS000452_LIU_LIKE_PRE	locked_external_melanoma_pd1_like	TIDE_exclusion	121	50	71	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.475846535812141	discovery_only_platt	0.5436832181018227	0.571024512884978		anti-PD-1	0.4633802816901408	0.4069822386663579	0.4767605633802816	0.4380165289256198	-0.0513891532370648	0.5072463768115942	0.7	0.2535211267605634	0.3977272727272727	0.5454545454545454	0.2531488404935265	0.0992346146868518	-0.638107763944107	-0.3537735960084693	0.3642148486155025	0.5660025554665786	1000
primary_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	EcoNiche-Opt-HeuristicEcology-LockedPanel	32	21	11	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.4377922748557101	discovery_only_platt	0.7049025769956003	0.6742614707730987		Ipilimumab + Nivolumab;Ipilimumab + Pembrolizumab	0.7402597402597402	0.8677481485429872	0.6515151515151515	0.65625	0.2901294265928297	0.717948717948718	0.6666666666666666	0.6363636363636364	0.7777777777777778	0.5	0.2207571727951363	0.1695623997528047	1.1463793432121687	0.8364395348531751	0.5497029286502971	0.8941331269349846	1000
primary_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	IFNG	32	21	11	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.5179178078595991	discovery_only_platt	0.6643620364550596	0.6566624764299183		Ipilimumab + Nivolumab;Ipilimumab + Pembrolizumab	0.8268398268398269	0.9196060450391932	0.8095238095238095	0.75	0.5986618327360926	0.7647058823529411	0.6190476190476191	1.0	1.0	0.5789473684210527	0.2015097271685812	0.2238269750264954	2.965122633826043	1.230776431289363	0.6622856310356311	0.9420459692028986	1000
primary_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	CXCL9	32	21	11	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.4350170639427196	discovery_only_platt	0.6656191074795725	0.6704902576995599		Ipilimumab + Nivolumab;Ipilimumab + Pembrolizumab	0.8311688311688312	0.915946063145324	0.7445887445887446	0.75	0.4730684412529962	0.8	0.7619047619047619	0.7272727272727273	0.8421052631578947	0.6153846153846154	0.2013717434524339	0.1856246048910508	2.747104160017835	1.1889628331023634	0.666590909090909	0.950042270531401	1000
primary_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	TIG	32	21	11	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.5101666435173705	discovery_only_platt	0.6656191074795725	0.6382778126964174		Ipilimumab + Nivolumab;Ipilimumab + Pembrolizumab	0.8268398268398268	0.9143797990576704	0.7186147186147187	0.6875	0.4161455870818984	0.7222222222222222	0.6190476190476191	0.8181818181818182	0.8666666666666667	0.5294117647058824	0.2049076156637072	0.1668180579649303	2.6668483202491364	1.112799532080632	0.6730681818181818	0.9433299156983368	1000
primary_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	TIDE_dysfunction	32	21	11	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.4401769330608997	discovery_only_platt	0.6546197360150849	0.6337209302325582		Ipilimumab + Nivolumab;Ipilimumab + Pembrolizumab	0.683982683982684	0.8269431660257991	0.6515151515151515	0.65625	0.2901294265928297	0.717948717948718	0.6666666666666666	0.6363636363636364	0.7777777777777778	0.5	0.2301011311905894	0.1983769411972593	1.4315897355979743	0.787568406159105	0.4748392857142857	0.850006038647343	1000
primary_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	APM	32	21	11	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.5435877469046431	discovery_only_platt	0.6637335009428034	0.6604336895034569		Ipilimumab + Nivolumab;Ipilimumab + Pembrolizumab	0.8484848484848484	0.9220373689082224	0.7402597402597402	0.6875	0.4646955484874565	0.7058823529411765	0.5714285714285714	0.9090909090909092	0.9230769230769232	0.5263157894736842	0.1982575694546914	0.2313976425925605	2.6773783886154607	1.0546075858826094	0.6874622584541062	0.9591136363636364	1000
primary_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	CYT	32	21	11	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.4483932586785114	discovery_only_platt	0.6297925832809553	0.6299497171590195		Ipilimumab + Nivolumab;Ipilimumab + Pembrolizumab	0.7662337662337663	0.862486373457279	0.6515151515151515	0.65625	0.2901294265928297	0.717948717948718	0.6666666666666666	0.6363636363636364	0.7777777777777778	0.5	0.2202371616857655	0.1986504590121985	2.6203353216202703	0.9198495792876544	0.5603416553442029	0.9371980676328502	1000
primary_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	IPRES	32	21	11	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.4832109065877373	discovery_only_platt	0.5669390320553112	0.5969516027655563		Ipilimumab + Nivolumab;Ipilimumab + Pembrolizumab	0.3636363636363636	0.589178106146963	0.422077922077922	0.46875	-0.1528941574312876	0.5853658536585366	0.5714285714285714	0.2727272727272727	0.6	0.25	0.2688169119752848	0.1990552796900358	-2.2337002471392102	0.6727629499159165	0.17186383928571428	0.574919011082694	1000
primary_recist	PRJEB23709_COMBO_PRE	locked_external_melanoma_combination_transfer	TIDE_exclusion	32	21	11	discovery_only	GSE91061,GSE78220,PRJEB23709_PD1_PRE	0.475846535812141	discovery_only_platt	0.5436832181018227	0.571024512884978		Ipilimumab + Nivolumab;Ipilimumab + Pembrolizumab	0.3203463203463203	0.5807038446338544	0.3809523809523809	0.5	-0.3114510614341045	0.6666666666666666	0.7619047619047619	0.0	0.5925925925925926	0.0	0.2630011580283525	0.1570019377590871	-5.088830547974289	0.7124369396076162	0.1448067632850242	0.5259722222222222	1000
