group_id	model_name	endpoint	n_samples	n_responders	n_nonresponders	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept	selection_boundary
cbio_liu_dfci_only	EcoNiche-Opt-GPU-LipidPI3K-RescueCombo	strict_recist	103	47	56	0.6736322188449847	0.6793733927288442	0.611322188449848	0.5922330097087378	0.2440802368853342	0.65	0.8297872340425532	0.39285714285714285	0.5342465753424658	0.7333333333333333	0.22197684043721158	0.08948088437046826	0.9303055184278347	0.027665329486126322	locked_gpu_bioprior_package_no_cbio_label_fit
strict_cbio_liu_plus_gse145996	EcoNiche-Opt-GPU-LipidPI3K-RescueCombo	strict_recist	116	55	61	0.6858420268256333	0.7067143698235946	0.6131147540983607	0.603448275862069	0.24237125183447317	0.6567164179104478	0.8	0.4262295081967213	0.5569620253164557	0.7027027027027027	0.21811932480405544	0.0889918384488029	0.947113757369138	0.11901806313456241	locked_gpu_bioprior_package_no_cbio_label_fit
