selection_id	candidate	prior	device	gpu_name	selection_boundary	primary_AUROC	primary_AUPRC	primary_balanced_accuracy	strict_external_AUROC	strict_external_AUPRC	strict_external_balanced_accuracy	strict_external_ECE	family_mean_AUROC	delta_vs_family_mean	two_sided_fdr_q	claim_level
gpu_lipid_pi3k_primary_selected_rescue_combo	0.80*base+0.20*pct__PLA2G2D	lipid_pi3k	cuda	NVIDIA GeForce RTX 4070 Laptop GPU	candidate_and_weight_selected_by_primary_lodo_only_with_biological_prior	0.7834695160276556	0.673180403011064	0.6829038340666247	0.6992559523809524	0.7135080960583331	0.6273809523809524	0.09161416866720237	0.5666666666666667	0.13276065592827851	0.007	family_point_estimate_only
