candidate	n_samples	n_responders	n_nonresponders	AUROC	AUPRC	balanced_accuracy	accuracy	MCC	F1	sensitivity	specificity	PPV	NPV	Brier	ECE	calibration_slope	calibration_intercept
0.80*base+0.20*pct__PLA2G2D	116	56	60	0.6992559523809524	0.7135080960583331	0.6273809523809524	0.6293103448275862	0.25648522928912765	0.5981308411214953	0.5714285714285714	0.6833333333333333	0.6274509803921569	0.6307692307692307	0.22216890875322418	0.09161416866720237	0.259393892954087	0.03779765933220803
